"","lat","long","siteID","plotID","horizon","dnaSampleID","collectDate"
"243",38.880982,-76.55872,"SERC","SERC_045","M","SERC_045-M-20170711-COMP-DNA1",2017-07-11
"244",38.900538,-78.16186,"SCBI","SCBI_005","M","SCBI_005-M-20170719-COMP-DNA1",2017-07-19
"245",33.414259,-97.597098,"CLBJ","CLBJ_038","O","CLBJ_038-O-20160817-COMP-DNA1",2016-08-17
"246",35.964792,-84.278894,"ORNL","ORNL_049","M","ORNL_049-M-20170621-COMP-DNA1",2017-06-21
"247",35.916313,-84.263286,"ORNL","ORNL_027","O","ORNL_027-O-20170624-COMP-DNA1",2017-06-21
"248",39.045354,-95.201392,"UKFS","UKFS_009","M","UKFS_009-M-20170802-COMP-DNA1",2017-08-02
"249",42.538302,-72.175607,"HARV","HARV_033","O","HARV_033-O-20170801-COMP-DNA1",2017-08-01
"250",31.196488,-84.464108,"JERC","JERC_049","M","JERC_049-M-20170725-COMP-DNA1",2017-07-25
"251",45.487729,-89.569881,"TREE","TREE_001","O","TREE_001-O-20170707-COMP-DNA1",2017-07-07
"252",65.154979,-147.507196,"BONA","BONA_071","O","BONA_071-O-20180918-COMP-DNA1",2018-09-18
"253",63.88224,-145.739248,"DEJU","DEJU_047","M","DEJU_047-M-20180621-COMP-DNA1",2018-06-21
"254",38.893949,-78.135536,"SCBI","SCBI_067","M","SCBI_067-M-20170719-COMP-DNA1",2017-07-19
"255",42.537308,-72.179312,"HARV","HARV_037","O","HARV_037-O-20170731-COMP-DNA1",2017-07-31
"256",44.041571,-71.28692,"BART","BART_004","O","BART_004-O-9-34-20140819-GEN-DNA2",2014-08-19
"257",63.879623,-145.720429,"DEJU","DEJU_002","O","DEJU_002-O-20180619-COMP-DNA1",2018-06-19
"258",40.850866,-104.699535,"CPER","CPER_001","M","CPER_001-M-20160720-COMP-DNA1",2016-07-20
"259",63.835171,-145.748058,"DEJU","DEJU_006","O","DEJU_006-O-20180618-COMP-DNA1",2018-06-18
"260",35.686866,-83.513992,"GRSM","GRSM_007","O","GRSM_007-O-20170719-COMP-DNA1",2017-07-19
"261",37.116632,-119.730379,"SJER","SJER_003","M","SJER_003-M-20170316-COMP-DNA1",2017-03-16
"262",39.045354,-95.201392,"UKFS","UKFS_009","M","UKFS_009-M-20180814-COMP-DNA1",2018-08-14
"263",37.033029,-119.257548,"SOAP","SOAP_045","M","SOAP_045-M-20180530-COMP-DNA1",2018-05-30
"264",46.210824,-89.49004,"UNDE","UNDE_027","M","UNDE_027-M-20160803-COMP-DNA1",2016-08-03
"265",38.894617,-78.139644,"SCBI","SCBI_049","M","SCBI_049-M-20170719-COMP-DNA1",2017-07-19
"266",35.965252,-84.286859,"ORNL","ORNL_053","O","ORNL_053-O-20170621-COMP-DNA1",2017-06-21
"267",39.036615,-95.192035,"UKFS","UKFS_031","M","UKFS_031-M-20170802-COMP-DNA1",2017-08-02
"268",39.085485,-77.969265,"BLAN","BLAN_007","M","BLAN_007-M-20170713-COMP-DNA1",2017-07-13
"269",39.058572,-78.073305,"BLAN","BLAN_032","M","BLAN_032-M-20170714-COMP-DNA1",2017-07-14
"270",46.248703,-89.536134,"UNDE","UNDE_007","M","UNDE_007-M-20160809-COMP-DNA1",2016-08-09
"271",38.889095,-78.168896,"SCBI","SCBI_012","M","SCBI_012-M-20170719-COMP-DNA1",2017-07-19
"272",45.490243,-89.577675,"TREE","TREE_003","M","TREE_003-M-20170707-COMP-DNA1",2017-07-07
"273",40.818371,-104.746715,"CPER","CPER_047","M","CPER_047-M-20160718-COMP-DNA1",2016-07-18
"274",31.840609,-110.917189,"SRER","SRER_003","M","SRER_003-M-20170815-COMP-DNA1",2017-08-15
"275",39.037623,-95.196953,"UKFS","UKFS_001","M","UKFS_001-M-20160720-COMP-DNA1",2016-07-20
"276",39.082563,-96.566704,"KONZ","KONZ_005","M","KONZ_005-M-20180717-COMP-DNA1",2018-07-17
"277",35.957646,-84.261838,"ORNL","ORNL_029","M","ORNL_029-M-20170621-COMP-DNA1",2017-06-21
"278",32.529789,-87.818194,"DELA","DELA_014","M","DELA_014-M-20160824-COMP-DNA1",2016-08-24
"279",63.87415,-145.741425,"DEJU","DEJU_015","M","DEJU_015-M-20180619-COMP-DNA1",2018-06-20
"280",39.103827,-96.561811,"KONZ","KONZ_045","M","KONZ_045-M-20160714-COMP-DNA1",2016-07-14
"281",18.025922,-67.081365,"LAJA","LAJA_003","M","LAJA_003-M-20160913-COMP-DNA1",2016-09-13
"282",37.110011,-119.735218,"SJER","SJER_048","M","SJER_048-M-20170314-COMP-DNA1",2017-03-15
"283",38.257569,-109.413674,"MOAB","MOAB_001","M","MOAB_001-M-20170521-COMP-DNA1",2017-05-21
"284",38.893246,-76.547604,"SERC","SERC_005","M","SERC_005-M-20170711-COMP-DNA1",2017-07-11
"285",38.257569,-109.413674,"MOAB","MOAB_001","M","MOAB_001-M-20160727-COMP-DNA1",2016-07-27
"286",45.760513,-122.330039,"ABBY","ABBY_063","M","ABBY_063-M-20170606-COMP-DNA1",2017-06-06
"287",18.020963,-67.074891,"LAJA","LAJA_046","M","LAJA_046-M-20160920-COMP-DNA1",2016-09-20
"288",44.041571,-71.28692,"BART","BART_004","O","BART_004-O-5-26-20140520-GEN-DNA2",2014-05-20
"289",44.049319,-71.263643,"BART","BART_023","O","BART_023-O-20160726-COMP-DNA1",2016-07-26
"290",39.057723,-78.070917,"BLAN","BLAN_038","M","BLAN_038-M-20170714-COMP-DNA1",2017-07-14
"291",63.87307,-149.287886,"HEAL","HEAL_025","O","HEAL_025-O-20170726-COMP-DNA1",2017-07-26
"292",39.087919,-77.958389,"BLAN","BLAN_001","M","BLAN_001-M-20170713-COMP-DNA1",2017-07-13
"293",38.245635,-109.389607,"MOAB","MOAB_047","M","MOAB_047-M-20170523-COMP-DNA1",2017-05-23
"294",63.831139,-145.747612,"DEJU","DEJU_014","O","DEJU_014-O-20170620-COMP-DNA1",2017-06-20
"295",35.965875,-84.230646,"ORNL","ORNL_003","M","ORNL_003-M-20170619-COMP-DNA1",2017-06-19
"296",35.670427,-83.587378,"GRSM","GRSM_002","O","GRSM_002-O-20170717-COMP-DNA1",2017-07-17
"297",38.890566,-78.139432,"SCBI","SCBI_045","M","SCBI_045-M-20170717-COMP-DNA1",2017-07-17
"298",40.463935,-103.035332,"STER","STER_006","M","STER_006-M-20160815-COMP-DNA1",2016-08-15
"299",35.963926,-84.287233,"ORNL","ORNL_043","O","ORNL_043-O-20170621-COMP-DNA1",2017-06-21
"300",46.234625,-89.560771,"UNDE","UNDE_001","M","UNDE_001-M-20160809-COMP-DNA1",2016-08-09
"301",31.828844,-110.823985,"SRER","SRER_005","M","SRER_005-M-20170815-COMP-DNA1",2017-08-15
"302",37.1235,-119.748517,"SJER","SJER_005","M","SJER_005-M-20170315-COMP-DNA1",2017-03-16
"303",35.593016,-83.474652,"GRSM","GRSM_016","O","GRSM_016-O-20170717-COMP-DNA1",2017-07-17
"304",17.970294,-66.824633,"GUAN","GUAN_002","M","GUAN_002-M-20180924-COMP-DNA1",2018-09-24
"305",38.899872,-76.543752,"SERC","SERC_003","M","SERC_003-M-20170711-COMP-DNA1",2017-07-11
"306",35.691954,-83.505443,"GRSM","GRSM_058","O","GRSM_058-O-20160719-COMP-DNA1",2016-07-19
"307",39.082563,-96.566704,"KONZ","KONZ_005","M","KONZ_005-M-20160714-COMP-DNA1",2016-07-14
"308",63.831139,-145.747612,"DEJU","DEJU_014","M","DEJU_014-M-20180618-COMP-DNA1",2018-06-18
"309",45.850153,-121.989672,"WREF","WREF_007","O","WREF_007-O-20180625-COMP-DNA1",2018-06-25
"310",46.231744,-89.53264,"UNDE","UNDE_044","O","UNDE_044-O-20160815-COMP-DNA1",2016-08-15
"311",37.034451,-119.268722,"SOAP","SOAP_043","M","SOAP_043-M-20180531-COMP-DNA1",2018-05-31
"312",33.406134,-97.593996,"CLBJ","CLBJ_032","M","CLBJ_032-M-20180411-COMP-DNA1",2018-04-11
"313",42.478565,-72.259572,"HARV","HARV_002","O","HARV_002-O-20160809-COMP-DNA1",2016-08-09
"314",31.196845,-84.468201,"JERC","JERC_050","M","JERC_050-M-20170725-COMP-DNA1",2017-07-25
"315",45.763476,-122.328069,"ABBY","ABBY_062","M","ABBY_062-M-20170606-COMP-DNA1",2017-06-06
"316",42.535686,-72.177968,"HARV","HARV_034","O","HARV_034-O-20180709-COMP-DNA1",2018-07-10
"317",33.380971,-97.620209,"CLBJ","CLBJ_033","O","CLBJ_033-O-20160815-COMP-DNA1",2016-08-15
"318",35.955641,-84.221347,"ORNL","ORNL_021","O","ORNL_021-O-20170619-COMP-DNA1",2017-06-19
"319",38.883308,-78.120371,"SCBI","SCBI_003","M","SCBI_003-M-20170717-COMP-DNA1",2017-07-17
"320",37.127266,-119.759842,"SJER","SJER_025","M","SJER_025-M-20170315-COMP-DNA1",2017-03-15
"321",35.419716,-99.052304,"OAES","OAES_002","M","OAES_002-M-20170627-COMP-DNA1",2017-06-27
"322",29.702914,-82.008881,"OSBS","OSBS_001","O","OSBS_001-O-20170711-COMP-DNA1",2017-07-12
"323",45.508883,-89.588327,"STEI","STEI_059","M","STEI_059-M-20160720-COMP-DNA1",2016-07-20
"324",35.963926,-84.287233,"ORNL","ORNL_043","O","ORNL_043-O-20160727-COMP-DNA1",2016-07-27
"325",35.965252,-84.286859,"ORNL","ORNL_053","O","ORNL_053-O-20160727-COMP-DNA1",2016-07-27
"326",38.886494,-76.561509,"SERC","SERC_049","M","SERC_049-M-20170711-COMP-DNA1",2017-07-11
"327",32.951498,-87.398914,"TALL","TALL_047","O","TALL_047-O-20160822-COMP-DNA1",2016-08-22
"328",45.824274,-121.966341,"WREF","WREF_072","O","WREF_072-O-20180628-COMP-DNA1",2018-06-28
"329",42.535686,-72.177968,"HARV","HARV_034","O","HARV_034-O-20170731-COMP-DNA1",2017-07-31
"330",65.17688,-147.559452,"BONA","BONA_013","O","BONA_013-O-20180919-COMP-DNA1",2018-09-19
"331",17.963818,-66.875667,"GUAN","GUAN_006","M","GUAN_006-M-20180927-COMP-DNA1",2018-09-27
"332",38.895036,-76.558917,"SERC","SERC_002","M","SERC_002-M-20170712-COMP-DNA1",2017-07-12
"333",39.087516,-77.962567,"BLAN","BLAN_004","M","BLAN_004-M-20170713-COMP-DNA1",2017-07-13
"334",31.906778,-110.815262,"SRER","SRER_004","M","SRER_004-M-20170815-COMP-DNA1",2017-08-15
"335",35.67661,-83.474563,"GRSM","GRSM_003","O","GRSM_003-O-20170718-COMP-DNA1",2017-07-18
"336",32.523355,-87.814626,"DELA","DELA_005","M","DELA_005-M-20160825-COMP-DNA1",2016-08-25
"337",38.868693,-76.533585,"SERC","SERC_001","M","SERC_001-M-20170710-COMP-DNA1",2017-07-10
"338",35.404309,-99.059225,"OAES","OAES_044","M","OAES_044-M-20170627-COMP-DNA1",2017-06-27
"339",39.052642,-95.188064,"UKFS","UKFS_003","M","UKFS_003-M-20160718-COMP-DNA1",2016-07-18
"340",18.022074,-67.075175,"LAJA","LAJA_051","M","LAJA_051-M-20171127-COMP-DNA1",2017-11-27
"341",37.035342,-119.252227,"SOAP","SOAP_031","M","SOAP_031-M-20180531-COMP-DNA1",2018-05-31
"342",35.6789,-83.645325,"GRSM","GRSM_006","O","GRSM_006-O-20170717-COMP-DNA1",2017-07-17
"343",45.812246,-90.092743,"STEI","STEI_001","M","STEI_001-M-20170705-COMP-DNA1",2017-07-05
"344",39.054509,-95.204735,"UKFS","UKFS_005","M","UKFS_005-M-20160718-COMP-DNA1",2016-07-18
"345",29.722597,-81.985527,"OSBS","OSBS_023","O","OSBS_023-O-20170711-COMP-DNA1",2017-07-11
"346",28.074209,-81.425532,"DSNY","DSNY_003","M","DSNY_003-M-20170829-COMP-DNA1",2017-08-29
"347",35.404309,-99.059225,"OAES","OAES_044","M","OAES_044-M-20180530-COMP-DNA1",2018-05-30
"348",38.248084,-109.392292,"MOAB","MOAB_046","M","MOAB_046-M-20170523-COMP-DNA1",2017-05-23
"349",39.078872,-77.963659,"BLAN","BLAN_003","M","BLAN_003-M-20170713-COMP-DNA1",2017-07-13
"350",35.404309,-99.059225,"OAES","OAES_044","M","OAES_044-M-20160808-COMP-DNA1",2016-08-08
"351",38.896938,-78.146458,"SCBI","SCBI_004","M","SCBI_004-M-20170717-COMP-DNA1",2017-07-17
"352",35.955641,-84.221347,"ORNL","ORNL_021","M","ORNL_021-M-20170619-COMP-DNA1",2017-06-19
"353",35.964418,-84.285882,"ORNL","ORNL_046","O","ORNL_046-O-20170621-COMP-DNA1",2017-06-21
"354",38.885634,-76.560193,"SERC","SERC_047","M","SERC_047-M-20170711-COMP-DNA1",2017-07-11
"355",40.212498,-112.467435,"ONAQ","ONAQ_007","M","ONAQ_007-M-20160726-COMP-DNA1",2016-07-26
"356",37.127266,-119.759842,"SJER","SJER_025","O","SJER_025-O-20170315-COMP-DNA1",2017-03-15
"357",31.196146,-84.473242,"JERC","JERC_003","M","JERC_003-M-20170726-COMP-DNA1",2017-07-26
"358",40.850866,-104.699535,"CPER","CPER_001","M","CPER_001-M-20170710-COMP-DNA1",2017-07-10
"359",45.505661,-89.587394,"STEI","STEI_053","M","STEI_053-M-20160721-COMP-DNA1",2016-07-21
"360",63.831139,-145.747612,"DEJU","DEJU_014","O","DEJU_014-O-20180618-COMP-DNA1",2018-06-18
"361",38.87241,-76.554055,"SERC","SERC_004","M","SERC_004-M-20170710-COMP-DNA1",2017-07-10
"362",46.218529,-89.507901,"UNDE","UNDE_035","M","UNDE_035-M-20160803-COMP-DNA1",2016-08-03
"363",31.194504,-84.460062,"JERC","JERC_002","M","JERC_002-M-20170725-COMP-DNA1",2017-07-25
"364",32.575696,-106.803388,"JORN","JORN_005","M","JORN_005-M-20170808-COMP-DNA1",2017-08-08
"365",39.088076,-96.570347,"KONZ","KONZ_003","M","KONZ_003-M-20160714-COMP-DNA1",2016-07-14
"366",45.762451,-122.331158,"ABBY","ABBY_061","M","ABBY_061-M-20170606-COMP-DNA1",2017-06-06
"367",46.248534,-89.520942,"UNDE","UNDE_034","O","UNDE_034-O-20160811-COMP-DNA1",2016-08-11
"368",39.046329,-95.208663,"UKFS","UKFS_002","M","UKFS_002-M-20170801-COMP-DNA1",2017-08-01
"369",38.894257,-78.137217,"SCBI","SCBI_047","M","SCBI_047-M-20170719-COMP-DNA1",2017-07-19
"370",31.194314,-84.477077,"JERC","JERC_001","M","JERC_001-M-20160726-COMP-DNA1",2016-07-26
"371",40.470725,-103.011685,"STER","STER_031","M","STER_031-M-20170605-COMP-DNA1",2017-06-05
"372",35.684589,-83.532102,"GRSM","GRSM_001","O","GRSM_001-O-20170717-COMP-DNA1",2017-07-17
"373",35.965875,-84.230646,"ORNL","ORNL_003","O","ORNL_003-O-20170619-COMP-DNA1",2017-06-19
"374",39.058809,-78.070547,"BLAN","BLAN_031","M","BLAN_031-M-20170714-COMP-DNA1",2017-07-14
"375",39.092296,-77.980761,"BLAN","BLAN_002","M","BLAN_002-M-20170713-COMP-DNA1",2017-07-13
"376",39.058229,-78.069151,"BLAN","BLAN_033","M","BLAN_033-M-20170714-COMP-DNA1",2017-07-14
"377",17.973138,-66.861701,"GUAN","GUAN_003","M","GUAN_003-M-20180925-COMP-DNA1",2018-09-25
"378",31.808316,-88.188214,"LENO","LENO_003","M","LENO_003-M-20180709-COMP-DNA1",2018-07-09
"379",63.879623,-145.720429,"DEJU","DEJU_002","O","DEJU_002-O-20160830-COMP-DNA1",2016-08-30
"380",28.099732,-81.399974,"DSNY","DSNY_004","O","DSNY_004-O-20170829-COMP-DNA1",2017-08-29
"381",37.108972,-119.746305,"SJER","SJER_004","M","SJER_004-M-20170313-COMP-DNA1",2017-03-13
"382",35.405108,-99.058568,"OAES","OAES_043","M","OAES_043-M-20170627-COMP-DNA1",2017-06-27
"383",45.82494,-90.072607,"STEI","STEI_003","O","STEI_003-O-20160720-COMP-DNA1",2016-07-20
"384",37.037426,-119.269483,"SOAP","SOAP_004","M","SOAP_004-M-20180530-COMP-DNA1",2018-05-30
"385",35.963926,-84.287233,"ORNL","ORNL_043","M","ORNL_043-M-20170621-COMP-DNA1",2017-06-21
