"uid","laboratoryName","processedDate","batchID","lipidID","analysisStandardID","lotNumber","analyteKnownValue","analyteObservedValue","analyteUnits","extractEffStdID","extractEffStdUnits","analyteStandardQF","dataQF","publicationDate"
"927e52b2-c6e4-4280-93cf-f382e6f858b8",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.64,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"e1d58d4d-4576-46e0-88af-92554c1f17cf",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.41,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"fe56763b-2725-4c48-9644-15bbf9303e79",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.2,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1a8a2b5b-6024-4990-a68e-ce10756f36cf",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.02,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"bdc2f72c-7928-40b0-99f9-3f6a72f46bd6",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.06,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"84b4b491-a70d-431d-9fd0-aff920f912f1",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.98,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"844d54d8-1ecc-4cba-a130-96a8b2f80cf7",NA,2018-06-04,"20180604 set 9b-10","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.82,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"799f617e-2a31-43c9-9267-2d32d179eb7e",NA,2018-05-31,"20180531 set 9","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.32,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"82b1ab6d-45b0-4e98-ac04-39a006dd94cb",NA,2018-05-31,"20180531 set 9","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.21,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"df9c97f3-b81c-4aec-b1a3-2dbfc14bb6b3",NA,2018-05-31,"20180531 set 9","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.42,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"e0694126-8b4b-4453-b415-15b7b1fd0f10",NA,2018-05-31,"20180531 set 9","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.94,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"a5408682-5e49-4b31-974f-aaec85068734",NA,2018-05-09,"20180509 set 8B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.12,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"240b3088-de53-43ca-8a2b-817b329ca070",NA,2018-05-09,"20180509 set 8B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.89,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"8f030e88-41b5-448c-9056-3e2704a5eaff",NA,2018-05-09,"20180509 set 8B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.09,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"adfde73c-b92f-4106-9d4b-e2ca005ff054",NA,2018-05-09,"20180509 set 8B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.12,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"7609a67d-6329-4f35-84b3-3e0e3d1d2a52",NA,2018-05-09,"20180509 set 8B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.09,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"b95c3ed2-e137-4e23-9293-c6c48493ca51",NA,2018-05-09,"20180509 set 8","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.17,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"d1d1a2f7-7507-43ba-8f0c-85571775d2f2",NA,2018-05-09,"20180509 set 8","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.25,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"63786107-e53d-4e58-b15f-5acabd1f0dee",NA,2018-05-09,"20180509 set 8","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.65,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"f339c497-d7ea-4e1d-9eaf-d6a88e1bc4ef",NA,2018-05-09,"20180509 set 8","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.74,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"e54c1f49-4401-4e7c-b014-315da9f6b284",NA,2018-05-09,"20180509 set 8","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.39,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"96ceca64-552e-4459-b0ff-9e32470288d9",NA,2018-05-09,"20180509 set 7B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.03,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"054443e2-1553-4395-aa95-247b7dd3c4fa",NA,2018-05-09,"20180509 set 7B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.79,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"10732dd1-c52b-46be-842a-46b2f27b6813",NA,2018-05-09,"20180509 set 7B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.18,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1a01f889-9c58-4f02-9e1c-1f12eac940ec",NA,2018-05-09,"20180509 set 7B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.02,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"84fd2ad4-9ce1-49f9-9351-7bae5cc694e6",NA,2018-05-09,"20180509 set 7B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.89,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"f97f2521-9dc3-4e9e-9be2-e7e777655d45",NA,2018-05-09,"20180509 set 7","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.73,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"af9bab87-985e-4094-a637-97b803853b5e",NA,2018-05-09,"20180509 set 7","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.01,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1783bb92-2a34-43cf-8f5b-af3e59caa96b",NA,2018-05-09,"20180509 set 7","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.27,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1f13f64e-9f9f-46db-95f8-647d01151754",NA,2018-05-09,"20180509 set 7","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.97,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"396c7c82-8cc6-4ad3-91d7-80f0855445d8",NA,2018-05-09,"20180509 set 7","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.04,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"7f2c8c39-ebb1-4e6c-ae27-1239f50c747f",NA,2018-05-04,"20180504 set 6B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.25,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"5db9c480-dfd6-415c-bcf1-0cb0ff5de6d4",NA,2018-05-04,"20180504 set 6B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.29,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"2c2a9c13-255f-4158-8928-0651ba6cc65c",NA,2018-05-04,"20180504 set 6B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.83,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"5cf3d035-1549-4502-89ad-b166e281b0e6",NA,2018-05-04,"20180504 set 6B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.41,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1092dcc0-6b4d-4115-a252-62e3545aa6b8",NA,2018-05-04,"20180504 set 6B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.4,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"4423387d-84b5-48c1-8a35-692672dd5332",NA,2018-05-03,"20180503 set 6","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.47,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1b172cea-c66a-4fa4-a642-9a4db65e4447",NA,2018-05-03,"20180503 set 6","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.54,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"aa38e44c-f306-4817-803e-7786813557f0",NA,2018-05-03,"20180503 set 6","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.8,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"f98ca03b-2982-4c5d-bce0-517cf4e68a9c",NA,2018-05-03,"20180503 set 6","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.6,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"ba7cf7c1-51eb-4ac5-94f1-dffd09d4806b",NA,2018-05-03,"20180503 set 6","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.04,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"c0acd1ec-a05b-4ccb-a9c5-42ddb2030946",NA,2018-05-02,"20180502 set 5B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.82,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"00cbf26e-ddb5-4136-8ab4-50a899cdeae6",NA,2018-05-02,"20180502 set 5B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.55,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"149a76d3-1304-4658-9a39-7ff25ac28d5e",NA,2018-05-02,"20180502 set 5B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.13,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"d0f5f346-8638-4e94-8d0f-4c82aca34983",NA,2018-05-02,"20180502 set 5B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.41,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"9b8a5c5b-012d-4b14-902a-25e005146213",NA,2018-05-02,"20180502 set 5B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.96,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"835cc243-a031-4dbd-bfbf-030bbeb7dea9",NA,2018-05-01,"20180501 set 5","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,36.68,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"45eb3471-fc18-4f5e-8e78-a43517b8ed4e",NA,2018-05-01,"20180501 set 5","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.27,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"842582e8-eee4-437d-a4dd-49cae63fece0",NA,2018-05-01,"20180501 set 5","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.82,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"b3953c8a-459e-4317-a4ba-ad6096310774",NA,2018-05-01,"20180501 set 5","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.95,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"ca28c15b-6811-4606-a281-6005a788e595",NA,2018-05-01,"20180501 set 5","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.87,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"cc255f23-8ca3-4084-b8f0-1cd898e30541",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.51,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"b2d2a50b-52c5-4369-a22a-e943a5f91ef9",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.56,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"20d41cc7-e828-4177-a65c-97618b16122e",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.21,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"4def4293-8ef7-479f-9077-c6a7f4fdd036",NA,2018-04-27,"20180427 set 4B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.36,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"ab081fe3-c7fc-4872-8d21-7ca9bb2ff170",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.33,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"565f1992-f55b-4e33-a2e0-a91e62604e66",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.27,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"2b3329b3-dd40-4786-b51f-8353c73c39ef",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,38.28,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"65b4a071-5c4a-473a-a939-ff8b7d1af711",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,35.48,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"f258c6b0-9aec-4ec2-ba34-67f45b684fbd",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.65,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"d7d1e382-6948-4a73-ba02-d3c75a489015",NA,2018-04-28,"20180428 set 4","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.5,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"1e66aeaa-d1bb-4010-8147-6a4ebadfb44e",NA,2018-03-28,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.96,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"4dd15c91-7cf6-43cd-b1c7-f79e22ebc3ff",NA,2018-03-28,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,32.77,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"4f62ab85-92ba-427d-b7a8-f9f6df445595",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.95,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"a430db12-9f28-44d6-93a5-6114372e790b",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.17,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"b9a3d7eb-c092-4326-94a0-f5d5072e01ca",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,33.96,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"b044796b-feed-4b2f-8cd1-858c4788eb47",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.18,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"cd51fb3c-ac04-41af-a6e5-9e31c5244cad",NA,2018-04-23,"20180423 Set 3B","c16 40ug/ml","Supelco 37 component FAME mix, CRM47885 Supelco","XA11420V",40,34.09,"ug/ml",NA,NA,NA,NA,"20210123T023002Z"
"e46a66a1-fc86-4e15-a8d7-9dcd41cddcc5",NA,2020-10-13,"70","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"f78144de-94dc-4973-8e65-415b01fba107",NA,2020-10-13,"70","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"ad386c8d-d147-4353-aaea-8a36ea137ef2",NA,2020-10-12,"77","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"4a696465-a5bc-455e-bb97-7658be6600e9",NA,2020-10-12,"79","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"99a73af1-241b-4943-bfef-be806d310c92",NA,2020-10-12,"79","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"79ba285f-f5a6-46e1-95d5-47f5142743cc",NA,2020-10-02,"69","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"7f2e42e3-7288-4059-ac32-965c95e57420",NA,2020-10-02,"69","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"8a76f58e-9009-434a-9c17-809c10fa6a35",NA,2020-10-02,"69","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.92,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"9fc25e9f-f742-44af-889e-47bc0ce04181",NA,2020-10-02,"65","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"fdd35d5d-abdd-464c-baca-77e458c07c26",NA,2020-10-02,"65","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.89,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"b10f7327-5b9b-4e17-934c-3afbf32b386c",NA,2020-10-02,"65","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"a7e18cb9-b3d5-4dee-8472-a1554799b975",NA,2020-10-02,"65","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"4e6ced71-5f23-457f-a518-6521fd9f545d",NA,2020-10-02,"65","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.92,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"22c36111-e4cd-4128-b0c7-23364b92354e",NA,2020-10-02,"65","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"eb3ce224-9933-42f7-9c89-37757d6136a9",NA,2020-09-21,"68","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"39de3bbb-b358-46df-8b83-36983429c800",NA,2020-09-21,"68","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"77042c26-5f43-423a-879e-91c4367dd7f6",NA,2020-09-21,"68","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"818e61b4-7f74-4a5b-9d27-778b75ee4cbf",NA,2020-09-21,"68","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"f3b905c7-6d71-470d-9c81-01bd07264e05",NA,2020-09-21,"68","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"954a54c0-a49a-490d-8a86-7e50452d7204",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"d3b1d1da-0332-492d-9060-1b2cd771dc84",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"afbb016a-9332-4099-ada9-58855116f05a",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"6223873d-7607-4662-999c-16bdde6b69c9",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"12b138ce-49d6-409f-91b9-d049f1f3d67f",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"91d62c9f-086e-49fd-90f4-54c5853fa791",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"034bd7c1-db06-4e8d-be3c-14ffbbfa26dc",NA,2020-09-18,"63","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"26120aab-3063-4876-9563-08aaac615842",NA,2020-09-11,"67","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"0e5fd8ee-c441-4563-9dbb-96905da65e17",NA,2020-09-11,"67","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"f8bfc0be-7b6a-47b0-adb8-6a783c3b9828",NA,2020-09-11,"67","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"061d16e3-4e5e-4e27-a9a7-81e8b052a4d4",NA,2020-09-11,"67","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"b50968c3-a53c-4ee2-9131-b0086af130e7",NA,2020-09-11,"66","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"e44f681d-e436-413c-b7d5-556f1ec62be4",NA,2020-09-11,"66","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"a54db72d-4e46-41e6-844c-8df4312a5a13",NA,2020-09-11,"66","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"d0bdfc03-967b-46ca-b007-30041fcd2cec",NA,2020-09-11,"66","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"3c6d3b25-5433-402b-9279-93652718285a",NA,2020-09-09,"61","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"9b21cfae-a56f-4727-a507-4c26738d50e9",NA,2020-09-09,"61","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"aa6d493b-1e33-432b-833e-24b37297020f",NA,2020-09-09,"61","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"76335603-2c52-4a8d-bfdc-bd23f4a27b6e",NA,2020-09-07,"60","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.92,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"42019815-dac3-4065-ae74-24dc09963fbf",NA,2020-09-07,"60","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"260cd88e-568d-4f6a-8094-8f3b964275e1",NA,2020-09-07,"60","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.91,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"51f0714f-7445-464e-b3ee-47bb66eacc79",NA,2020-09-08,"54","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"c41f0fc6-97f3-46cd-ac52-20d3ce8849dd",NA,2020-09-08,"54","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"8ba5f115-7e67-4352-904a-418501ba73b6",NA,2020-09-08,"54","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"317ef948-f624-4e7d-841c-57afbf7dc928",NA,2020-09-08,"54","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"20cf249e-1d6a-42cb-a302-d082d617feb5",NA,2020-09-08,"54","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"b9fa3b4c-eb2e-491c-a233-0c5b1a452551",NA,2020-09-08,"54","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"d31ddace-5141-4e81-b496-6eb4f2ff84c9",NA,2020-09-04,"51","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"a2cdd1f8-9730-4e44-8c72-b4a35f73a731",NA,2020-09-04,"51","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"8186041b-f271-43aa-8224-5442e6125385",NA,2020-09-04,"51","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"0decdb6e-3757-433c-acdf-03049c140d6d",NA,2020-09-04,"51","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"359291e6-7575-447d-8b81-8f0656c6b252",NA,2020-09-04,"51","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
"387a2613-3cd2-4cb5-816e-87c6c9c8e4f0",NA,2020-09-04,"51","C20:0/C19:0 ratio","MIDI 1208","919201",1.91,1.9,"unitless","C19:0","unitless","0",NA,"20210123T023002Z"
