"uid","namedLocation","domainID","siteID","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","elevation","elevationUncertainty","plotID","collectDate","processedDate","laboratoryName","sampleID","sampleCode","biomassID","internalLabID","batchID","testProtocolVersion","freshMass","freezeDryMass","c8To0Concentration","c10To0Concentration","c11To0Concentration","lipid2OH10To0Concentration","c12To0Concentration","c13To0Concentration","lipid2OH12To0Concentration","lipid3OH12To0Concentration","c14To1Concentration","c14To0Concentration","i14To0Concentration","i15To0Concentration","aC15To0Concentration","c15To0Concentration","c15To1Concentration","lipid2OH14To0Concentration","lipid3OH14To0Concentration","i16To0Concentration","cis16To1n9Concentration","c16To1Cis11Concentration","c16To0Concentration","lipid10Methyl16To0Concentration","i17To0Concentration","c17To1Concentration","cyclo17To0Concentration","c17To0Concentration","c17To0AnteisoConcentration","lipid2OH16To0Concentration","lipid10Methyl17To0Concentration","c18To3n6Concentration","cis18To2n912Concentration","cis18To1n9Concentration","trans18To1n9Concentration","trans18To2n912Concentration","c18To3n3Concentration","c18To1n11Concentration","c18To0Concentration","lipid10Methyl18To0Concentration","cyclo19To0Concentration","c19To0Concentration","c19To1Cis10Concentration","c20To4n6Concentration","c20To5n3Concentration","c20To3n6Concentration","c20To2Concentration","c20To1Concentration","c20To3n3Concentration","c20To0Concentration","c21To0Concentration","c22To2Concentration","c22To1n9Concentration","c22To0Concentration","c22To6CisConcentration","c23To0Concentration","c24To1Concentration","c24To0Concentration","totalLipidConcentration","extractionEfficiency","extractEffStdConc","processedBy","reviewedBy","remarks","analysisResultsQF","dataQF","publicationDate","release"
"7fa30192-3033-40ae-91f8-6641099b7f7f","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-04-17 17:26:00,2019-03-29,"EcoCore_CSU","HARV_021-M-1-22.5-20180417","A00000001262","HARV_021-M-1-22.5-20180417-BM","B4-11","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.58,0.49,0,0,0,0,0,0,0,0,0,2.83,0,1.65,1.45,1.1,0,0,1.74,1.32,1.74,1.31,4.16,0,0,0,1.26,0,0,0,1.57,0,0.95,2.83,0,0,0,3.89,2.5,1.04,1.55,NA,0,0,0,0,0,0,0,1.9,NA,0,0,2.96,0,1.28,0,2.76,41.78,8.78,8.34,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"2",NA,"20201218T115442Z","RELEASE-2021"
"e4efc113-b4ad-43c7-a4cc-a0a6319d7086","HARV_005.basePlot.bgc","D01","HARV",42.489469,-72.275158,"WGS84",20.12,189.8,0.3,"HARV_005",2018-04-17 17:36:00,2020-10-16,"Microbial ID, Inc","HARV_005-M-36-21-20180417","A00000001244","HARV_005-M-36-21-20180417-BM","MI200916-2164","78","Midi_PLFA_SOP_v1",9.47,6.02,NA,0,0,0,0,0,NA,NA,0,0.73,0.3,5.29,2.37,0.47,0,NA,NA,2.18,4.17,3.03,7.98,6.03,1.3,0,1.91,0.55,1.34,0,0.38,0,2.07,7.46,NA,NA,NA,10.34,NA,3.22,13.15,NA,NA,0.47,0,0,0.21,0,NA,0.28,0,0,0,0.64,0,0,0,0.86,76.7,81.27,6.1,"X3dKIAlqROSj6yvdqziKsQ==","R4/UGDekA77/irTWzC9I3x3ZBDsojeHY",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"5f9da5bd-ddc8-496c-b567-557abe3df9db","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-04-17 17:43:00,2019-03-29,"EcoCore_CSU","HARV_021-O-16.5-6-20180417","A00000001282","HARV_021-O-16.5-6-20180417-BM","B4-38","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.49,0.16,0,0,0,0,0,0,4.73,0,6.89,9.43,0,11.5,3.7,4.45,0,0,5.97,9.28,11.69,5.93,21.41,4.47,0,3.95,6.08,4.06,0,0,13.87,5.19,7.69,20.66,4.71,4.03,3.99,11.37,9.1,4.06,17.58,NA,0,4.33,3.49,0,0,3.56,0,6.07,NA,0,0,10.09,0,4.14,0,8.92,256.4,10.29,9.78,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"1",NA,"20201218T115442Z","RELEASE-2021"
"3b780361-e88c-4232-98ab-1ab31439b594","HARV_005.basePlot.bgc","D01","HARV",42.489469,-72.275158,"WGS84",20.12,189.8,0.3,"HARV_005",2018-04-17 17:48:00,2019-03-29,"EcoCore_CSU","HARV_005-M-21.5-5.5-20180417","A00000001246","HARV_005-M-21.5-5.5-20180417-BM","B4-2","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.57,0.35,0,0,0,0,0,0,2.49,0,0,4.08,0,3.57,2.62,1.86,0,0,3.2,2.7,4.15,2.67,8.36,1.77,0,1.77,2.52,1.94,0,0,4.07,0,1.5,7.78,2.58,0,1.72,6.29,3.96,1.7,0,NA,6.25,1.78,1.43,0,0,0,0,2.72,NA,0,0,4.33,0,1.85,2.19,4.01,97.85,11.01,10.46,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"b96578aa-7f65-4261-b420-b7cea748351d","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-04-17 17:52:00,2019-03-29,"EcoCore_CSU","HARV_021-M-16.5-6-20180417","A00000001261","HARV_021-M-16.5-6-20180417-BM","B4-10","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",1.73,1.24,0,0,0,0,0,0,0.95,0,0,1.21,0,1.18,0.99,0.55,0,0,0.91,0.76,1.32,0.89,2.45,0.5,0,0.5,0.89,0,0,0,1.3,0,0.44,1.79,0.85,0,0,3.45,1.16,0.54,2.17,NA,0,0.49,0,0,0,0,0,0.76,NA,0,0,1.18,0,0,0.64,1.25,29.12,10.46,9.94,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"1",NA,"20201218T115442Z","RELEASE-2021"
"5a2ef23f-11ab-4079-88a0-43098e92b1f1","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-04-17 18:10:00,2019-03-29,"EcoCore_CSU","HARV_021-O-28.5-1-20180417","A00000001281","HARV_021-O-28.5-1-20180417-BM","B4-34","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.63,0.33,0,0,0,0,4.65,0,2.66,2.65,3.7,4.53,0,6.58,1.83,2,0,0,2.2,3.67,7.19,2.99,11.43,2.01,0,1.87,3.63,0,2.43,0,5.87,1.98,3.29,9.51,2.28,1.88,1.84,14.9,4.48,1.63,0.24,NA,10.85,1.96,1.58,0,0,0,0,2.97,NA,0,0,4.78,0,2.05,2.29,4.72,145.14,10.61,10.08,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"2e99d2d0-8376-4dd8-ade7-dd7959a37439","HARV_021.basePlot.bgc","D01","HARV",42.45243,-72.250472,"WGS84",20.1,175.1,0.1,"HARV_021",2018-04-17 18:21:00,2019-03-29,"EcoCore_CSU","HARV_021-M-28.5-1-20180417","A00000001260","HARV_021-M-28.5-1-20180417-BM","B4-9","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.63,0.53,0,0,0,0,0,0,1.95,0,0,2.67,0,2.1,1.85,1.11,0,0,2.16,1.72,2.41,1.72,5.2,1.19,1.01,1.16,1.67,0,0,0,2.3,0,0.72,3.53,1.7,0,1.12,4.94,2.59,1.09,0,NA,3.39,1.15,0,0,0,0,0,1.86,NA,0,0,2.84,0,1.24,1.53,2.73,60.63,16.63,15.79,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"570546b0-b28c-41e5-8d8b-4243f6eb6599","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-04-18 14:26:00,2019-03-29,"EcoCore_CSU","HARV_013-O-10.5-37-20180418","A00000001284","HARV_013-O-10.5-37-20180418-BM","B4-23","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.44,0.3,0,0,0,0,5.31,2.3,0,0,5.96,5.27,0,12.4,2.25,2.27,0,0,3.73,5.3,12.88,5.51,18.01,2.54,0,2.53,4.07,2.58,4.51,0,9.34,2.54,5.42,14.95,3.16,2.28,0,26.16,5.82,2.5,22.56,NA,0,2.41,2.03,0,0,1.92,0,3.29,NA,0,0,5.18,0,2.34,2.66,5.58,217.57,7.92,7.53,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"2",NA,"20201218T115442Z","RELEASE-2021"
"a11f2fa5-8d2a-4411-a5a8-bf46e5713efd","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-04-18 14:33:00,2019-12-10,"EcoCore_CSU","HARV_013-M-10.5-37-20180418","A00000001263","HARV_013-M-10.5-37-20180418-BM","B12-28","20191210 Set 12-1","EcoCore_PLFA_SOP_v2",1.5,1.25,0,0,0,0,0,0,2.27,0,0,0,0,2.04,1,0,0,0,0,0.59,1.73,0.92,3.4,0,0.46,0,0.69,0,0.6,0,0,0,1.93,1.59,0.77,0,0.01,8.32,3.35,0.2,0.11,NA,4.65,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0.06,34.7,14.98,14.23,"i5Sqb/E/lt+PX2YA7Vy14Q==","n1ZvJKzEEAM=",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"f486a935-f184-4434-9aed-6b474f180c5d","HARV_033.basePlot.bgc","D01","HARV",42.538302,-72.175607,"WGS84",20.22,358.8,0.2,"HARV_033",2018-04-18 14:41:00,2019-03-29,"EcoCore_CSU","HARV_033-M-14.5-0-20180418","A00000001258","HARV_033-M-14.5-0-20180418-BM","B4-13","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.64,0.35,0,0,0,0,0,0,2.83,0,0,4.2,0,5.05,3.56,1.89,0,0,3.08,3.27,6.05,3.54,10.99,1.81,0,1.82,3.45,2.05,0,0,5.2,1.84,3.67,9.14,3.01,0,1.87,10.46,4.48,1.72,10.7,NA,0,1.87,1.52,0,0,0,0,2.7,NA,0,0,4.27,0,1.94,2.22,4.41,124.63,10.22,9.71,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"1",NA,"20201218T115442Z","RELEASE-2021"
"d84de2bd-a9cb-432b-b1e3-025c0fd18fe1","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-04-18 14:53:00,2019-03-29,"EcoCore_CSU","HARV_013-O-30-30.5-20180418","A00000001267","HARV_013-O-30-30.5-20180418-BM","B4-24","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.32,0.18,0,0,0,0,9.03,0,0,0,7.96,8.74,0,14.67,3.57,0,0,0,7.98,8.55,14.46,7.82,26.16,4.02,0,4.09,6.39,0,5.48,0,12.66,4.1,6.33,18.85,4.62,3.65,0,23.68,9.55,3.89,28.26,NA,0,3.66,2.9,0,0,0,0,5.85,NA,0,3.95,9.72,0,4.03,4.76,9.82,289.19,17.82,16.93,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"368bdf31-285c-4e52-ae16-85d0f4e8aa9a","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-04-18 15:03:00,2019-03-29,"EcoCore_CSU","HARV_013-M-30-30.5-20180418","A00000001264","HARV_013-M-30-30.5-20180418-BM","B4-8","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",1.8,1.45,0,0,0,0,0,0,0.67,0,0,0.99,0,1.12,1.08,0.45,0,0,0.72,0.74,0.91,0.78,2.28,0.47,0.73,0.44,0.75,0.48,0,0,1.26,0,0.3,1.44,0.82,0,0,3.69,1.03,0.53,0,NA,1.96,0.42,0,0,0,0,0,0.66,NA,0,0,1.01,0,0.45,0.53,1.04,27.75,9.75,9.26,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"2",NA,"20201218T115442Z","RELEASE-2021"
"2b7e857d-8811-468c-8473-3a4467ef0e9c","HARV_033.basePlot.bgc","D01","HARV",42.538302,-72.175607,"WGS84",20.22,358.8,0.2,"HARV_033",2018-04-18 15:14:00,2019-03-29,"EcoCore_CSU","HARV_033-O-0-32.5-20180418","A00000001241","HARV_033-O-0-32.5-20180418-BM","B4-33","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.48,0.15,0,0,0,0,10.75,4.48,6.86,0,10.47,10.25,0,20.14,4.17,4.54,0,0,7.16,10.83,19.9,10.29,29.01,5.33,0,4.46,7.5,5.07,7.12,0,17.78,5.61,8.09,36.28,7.9,4.23,4.21,19.44,11.76,4.28,39.65,NA,0,5.12,3.93,0,0,3.74,3.68,6.32,NA,0,4.85,10.25,4.44,4.56,5.2,10.64,400.32,9.3,8.83,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"2",NA,"20201218T115442Z","RELEASE-2021"
"bbf93e3a-1dcd-4097-ae41-0d77ec0aa1a1","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-04-18 15:15:00,2019-03-29,"EcoCore_CSU","HARV_013-O-24.5-7.5-20180418","A00000001266","HARV_013-O-24.5-7.5-20180418-BM","B4-25","20190329 Set 4-1","EcoCore_PLFA_SOP_v2",0.45,0.32,0,0,0,0,4.97,2.08,4.14,0,6.1,5.2,0,13.71,2.12,2.35,0,0,3.71,6.04,16.19,6.6,21.3,2.66,0,2.79,5.62,0,5.56,0,8.75,2.14,4.18,19.68,4.24,2.46,2.02,46.79,6.12,2.5,32.14,NA,0,2.02,1.64,0,0,1.92,0,3.27,NA,0,2.27,5.26,0,2.34,2.54,5.79,269.23,12.39,11.77,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"0",NA,"20201218T115442Z","RELEASE-2021"
"b9573507-1cbd-455f-af1a-9d4c0bcbfabc","HARV_013.basePlot.bgc","D01","HARV",42.392282,-72.254598,"WGS84",20.19,184.6,0.2,"HARV_013",2018-04-18 15:27:00,2019-02-22,"EcoCore_CSU","HARV_013-M-24.5-7.5-20180418","A00000001265","HARV_013-M-24.5-7.5-20180418-BM","B1-33","20190222 Set 1 rerun","EcoCore_PLFA_SOP_v2",1.55,1.27,0,0,0,0,0,0,0,0,0,1.38,0,1.56,1.24,0.65,0,0,0.81,1.02,1.69,0.97,3.12,0.7,0,0.68,1.18,0,0,0,1.58,0,1.21,0.72,1,0,0.59,5.62,1.37,0.73,0,NA,3.03,0.58,0,0,0,0,0,1.04,NA,0,0,1.53,0,0.6,0,1.43,36.02,7.57,7.19,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"2",NA,"20201218T115442Z","RELEASE-2021"
"026efd2c-f5c9-4ea1-9649-233a93188055","HARV_033.basePlot.bgc","D01","HARV",42.538302,-72.175607,"WGS84",20.22,358.8,0.2,"HARV_033",2018-04-18 15:30:00,2019-02-22,"EcoCore_CSU","HARV_033-M-0-32.5-20180418","A00000001259","HARV_033-M-0-32.5-20180418-BM","B1-36","20190222 Set 1 rerun","EcoCore_PLFA_SOP_v2",1.58,0.77,0,0,0,0,3.4,0,1.92,0,0,2.59,0,3.71,2.24,1.35,0,0,1.34,3.08,4.08,2.53,7.5,1.31,0,1.09,1.81,0,0,0,3.92,0,3.04,9.34,2.47,0,1.08,6.58,2.61,1.19,0,NA,13.95,1.04,0,0,0,0,0,0,NA,0,0,2.41,0,0,0,2.44,88.03,6.07,5.77,"UUHyUZEFXsxB8sFGg5Hhww==","n1ZvJKzEEAM=",NA,"2",NA,"20201218T115442Z","RELEASE-2021"
