"uid","domainID","siteID","pitNamedLocation","pitID","horizonID","bulkDensID","horizonName","setDate","collectDate","laboratoryName","labProjID","bulkDensCenterDepth","bulkDensTopDepth","bulkDensBottomDepth","bulkDensHorizonProportion","bulkDensSampleType","bulkDensExclCoarseFrag","remarks","publicationDate","release"
"3afbb049-bbf7-42b5-be08-ef317ae97f3d","D08","LENO","MEGAPT100980","D08_LENO_PIT1","8_LENOIR_PIT1_OI","D08_LENOIR_PIT1_BULKD_0-2_OI","Oi",2015-03-16,2015-03-16,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USAL049",1,0,2,1,"Regular",0.1397,NA,"20201217T052600Z","RELEASE-2021"
"5f6d483e-e228-4dcc-bfec-373df006575e","D08","LENO","MEGAPT100980","D08_LENO_PIT1","8_LENOIR_PIT1_BG2","D08_LENOIR_PIT1_BULKD_75-80_BG2","Bg2",2015-03-16,2015-03-16,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USAL049",72.5,70,75,1,"Regular",1.4045,NA,"20201217T052600Z","RELEASE-2021"
"0a0c47e8-557b-4e81-ba55-2ace2974cb85","D08","LENO","MEGAPT100980","D08_LENO_PIT1","8_LENOIR_PIT1_BW","D08_LENOIR_PIT1_BULKD_9-19_BW","Bw",2015-03-16,2015-03-16,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USAL049",14,9,19,1,"Regular",1.0776,NA,"20201217T052600Z","RELEASE-2021"
"fa693137-2c79-4956-bf75-d5e958978f27","D08","LENO","MEGAPT100980","D08_LENO_PIT1","8_LENOIR_PIT1_A","D08_LENOIR_PIT1_BULKD_2-7_A","A",2015-03-16,2015-03-16,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USAL049",4.5,2,7,1,"Regular",1.2136,NA,"20201217T052600Z","RELEASE-2021"
"bf23e6df-3c6f-4f30-84fc-69fcde578448","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_BC","D08_TALLADEGA_PIT1_BULKD_79-89_BC","Bc",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",84,79,89,1,"Regular",1.6137,NA,"20201217T034359Z","RELEASE-2021"
"fc507435-73e5-4820-96c4-77bc2dad5b0b","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_C1","D08_TALLADEGA_PIT1_BULKD_102-112_C1","C1",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",107,102,112,1,"Regular",1.6523,NA,"20201217T034359Z","RELEASE-2021"
"3d9faf3b-0bf7-4070-b62e-f0de91b56798","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_C2","D08_TALLADEGA_PIT1_BULKD_145-155_C2","C2",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",150,145,155,1,"Regular",1.6192,NA,"20201217T034359Z","RELEASE-2021"
"e4d74632-cac7-4ee7-9f2e-caf8a5b20930","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_BT","D08_TALLADEGA_PIT1_BULKD_53-63_BT","Bt",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",58,53,63,1,"Regular",1.6247,NA,"20201217T034359Z","RELEASE-2021"
"9b7a453b-f38f-4baa-a2ba-35255ce2e29c","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_A1","D08_TALLADEGA_PIT1_BULKD_0-10_A1","A1",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",5,0,10,1,"Regular",1.166,NA,"20201217T034359Z","RELEASE-2021"
"f8a2c551-ef78-4c44-9e92-522a6991506a","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_BE","D08_TALLADEGA_PIT1_BULKD_25-35_BE","BE",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",30,25,35,1,"Regular",1.5639,NA,"20201217T034359Z","RELEASE-2021"
"e00adb9f-9703-4c0c-8e5f-4752d763df6c","D08","TALL","MEGAPT100998","D08_TALLADEGA_PIT1","D08_TALLADEGA_PIT1_A2","D08_TALLADEGA_PIT1_BULKD_13-23_A2","A2",2014-01-13,2014-01-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USAL029",18,13,23,1,"Regular",1.4976,NA,"20201217T034359Z","RELEASE-2021"
"836204db-9b6a-459d-8177-51bc35935a08","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_A2","9_DAKOTAC_PIT1_8-18_BULKD_A2","A2",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",13,8,18,1,"Regular",1.1909,NA,"20201216T224005Z","RELEASE-2021"
"bb8cce7c-9767-4a6f-8b1d-db073564e512","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_A1","9_DAKOTAC_PIT1_0-8_BULKD_A1","A1",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",4,0,8,1,"Regular",0.7419,NA,"20201216T224005Z","RELEASE-2021"
"a9856e8e-7b7f-48bc-9a37-ef30095008c9","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BW","9_DAKOTAC_PIT1_26-35_BULKD_BW","Bw",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",30.5,26,35,1,"Regular",1.2984,NA,"20201216T224005Z","RELEASE-2021"
"f77481c4-99ed-4101-a2c6-2a709976c0f7","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BK1","9_DAKOTAC_PIT1_36-46_BULKD_BK1","Bk1",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",41,36,46,1,"Regular",1.3825,NA,"20201216T224005Z","RELEASE-2021"
"4d51342d-3582-4c9e-bb30-4a031b3a0992","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_C3","9_DAKOTAC_PIT1_170-180_BULKD_C3","C3",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",175,170,180,1,"Regular",1.4331,NA,"20201216T224005Z","RELEASE-2021"
"95c26386-3fb1-4795-8771-24afde9faf8b","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_C2","9_DAKOTAC_PIT1_155-165_BULKD_C2","C2",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",160,155,165,1,"Regular",1.3544,NA,"20201216T224005Z","RELEASE-2021"
"45784310-341a-4b82-a7cd-5e791615438a","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BC","9_DAKOTAC_PIT1_96-106_BULKD_BC","BC",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",101,96,106,1,"Regular",1.397,NA,"20201216T224005Z","RELEASE-2021"
"e9f285ec-ca5e-41db-bc26-173dcb9d58c9","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_BK2","9_DAKOTAC_PIT1_63-73_BULKD_BK2","Bk2",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",68,63,73,1,"Regular",1.346,NA,"20201216T224005Z","RELEASE-2021"
"6d7e0d3b-7e81-443b-9842-2a1c35669b12","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_C1","9_DAKOTAC_PIT1_116-126_BULKD_C1","C1",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",121,116,126,1,"Regular",1.2261,NA,"20201216T224005Z","RELEASE-2021"
"13a7bf5e-4a4e-4305-b45e-51c82b59a381","D09","DCFS","MEGAPT100968","9_DAKOTAC_PIT1","9_DAKOTAC_PIT1_A3","9_DAKOTAC_PIT1_18-26_BULKD_A3","A3",2012-09-26,2012-09-26,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND001",22,18,26,1,"Regular",1.1169,NA,"20201216T224005Z","RELEASE-2021"
"8d507a9f-0e85-4b8e-ae99-68a717f20a16","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BT2","9_NGPRL_PIT1_50-60_BULKD_BT2","Bt2",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",55,50,60,1,"Regular",1.3429,NA,"20201217T032643Z","RELEASE-2021"
"c692cce4-a1e3-4425-b3b7-dd386b28361f","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_A1","9_NGPRL_PIT1_0-4_BULKD_A1","A1",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",1.5,0,3,1,"Regular",0.396,NA,"20201217T032643Z","RELEASE-2021"
"52abbe6b-7b3d-43a1-a98f-9b61fe7da647","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_A3","9_NGPRL_PIT1_19-29_BULKD_A3","A3",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",24,19,29,1,"Regular",1.0776,NA,"20201217T032643Z","RELEASE-2021"
"378ef16a-0ffb-46fa-a4ca-3088999b9f2d","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BK","9_NGPRL_PIT1_150-160_BULKD_BK","Bk",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",155,150,160,1,"Regular",1.0997,NA,"20201217T032643Z","RELEASE-2021"
"82fc60f8-44a5-4bf5-bfed-fe8144f72242","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BT1","9_NGPRL_PIT1_33-43_BULKD_BT1","Bt1",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",38,33,43,1,"Regular",1.365,NA,"20201217T032643Z","RELEASE-2021"
"e1f4bd92-a204-4401-914d-24023ed1325d","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BTK1","9_NGPRL_PIT1_90-100_BULKD_BTK1","Btk1",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",95,90,100,1,"Regular",1.3318,NA,"20201217T032643Z","RELEASE-2021"
"5092dd2c-6f68-4a10-abad-567d89c8dfc8","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_C","9_NGPRL_PIT1_183-193_BULKD_C","C",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",188,183,193,1,"Regular",1.3484,NA,"20201217T032643Z","RELEASE-2021"
"cfdc54d5-f6da-4315-8983-0d7df27a8f13","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_C","9_NGPRL_PIT1_?-?_BULKD_X","C",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",188,183,193,1,"Audit",1.271,NA,"20201217T032643Z","RELEASE-2021"
"6898b0c2-b324-4aab-a20b-f06ff11a477c","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BTK2","9_NGPRL_PIT1_114-124_BULKD_BTK2","Btk2",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",119,114,124,1,"Regular",1.3429,NA,"20201217T032643Z","RELEASE-2021"
"3e527e20-2396-49a5-91e4-350df75158ac","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_A2","9_NGPRL_PIT1_4-7_BULKD_A2","A2",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",5.5,4,7,1,"Regular",0.7368,NA,"20201217T032643Z","RELEASE-2021"
"afc85360-2af4-4c60-96f3-ae21775badf3","D09","NOGP","MEGAPT100985","9_NGPRL_PIT1","9_NGPRL_PIT1_BT3","9_NGPRL_PIT1_70-80_BULKD_BT3","Bt3",2013-07-08,2013-07-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USND103",75,70,80,1,"Regular",1.2323,NA,"20201217T032643Z","RELEASE-2021"
"f7e055ee-65eb-4db4-b550-26221a9d48dc","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BCK","9_WOODWORTH_PIT1_115-118.5_BULKD_2BCK","2BCk",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",116.8,115,118.5,1,"Regular",1.17,"3 cores (3; 3.5; & 3.5 cm long)","20201216T234629Z","RELEASE-2021"
"7f7f45e7-538b-4940-bd21-f85dc9030656","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_AP","9_WOODWORTH_PIT1_6-16_BULKD_AP","Ap",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",11,6,16,1,"Regular",1.1478,NA,"20201216T234629Z","RELEASE-2021"
"cece59b0-53f7-414f-b935-afa26d04facb","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2C","9_WOODWORTH_PIT1_165-168.5_BULKD_2C","2C",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",166.8,165,168.5,1,"Regular",1.333,"3 cores (3; 3.5; & 3.5 cm long)","20201216T234629Z","RELEASE-2021"
"422da6ee-74c5-411b-bab6-c0cc36306102","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_AO","9_WOODWORTH_PIT1_0-6_BULKD_AO","AO",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",3,0,6,1,"Regular",0.6936,NA,"20201216T234629Z","RELEASE-2021"
"42526db8-30a7-46ba-a598-7ccdb14d2920","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BK1","9_WOODWORTH_PIT1_40-50_BULKD_2BK1","2Bk1",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",45,40,50,1,"Regular",1.0925,NA,"20201216T234629Z","RELEASE-2021"
"b8199730-ef9c-43db-973a-ec9be8a9fe92","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BW","9_WOODWORTH_PIT1_20-30_BULKD_2BW","2Bw",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",25,10,20,1,"Regular",1.3352,NA,"20201216T234629Z","RELEASE-2021"
"4c2dd137-3bc1-4dcf-8eb8-80b420e752d7","D09","WOOD","MEGAPT101002","9_WOODWORTH_PIT1","9_WOODWORTH_PIT1_2BK2","9_WOODWORTH_PIT1_60-67.5_BULKD_2BK2","2Bk2",2012-09-18,2012-09-18,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USND099",63.8,60,67.5,1,"Regular",1.1567,"2 x 7.5 cm long cores.","20201216T234629Z","RELEASE-2021"
"76cafb81-4ea1-48b7-b122-39032b198b95","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_BA","10_CPER_PIT1_20-30_BULKD_BA","BA",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",25,20,30,1,"Regular",1.5473,NA,"20201216T233943Z","RELEASE-2021"
"6f39358e-5966-4de3-8880-0f2e81b015ad","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_BK2","10_CPER_PIT1_145-148.5_BULKD_BK2","Bk2",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",146.8,145,148.5,1,"Regular",1.7425,"3 cores (3.5; 3.5; and 3.5 cm long)","20201216T233943Z","RELEASE-2021"
"b9532516-23c9-41a6-99d8-f48d0372b9c6","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_BK1","10_CPER_PIT1_82-85_BULKD_BK1","Bk1",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",83.5,82,85,1,"Regular",1.7075,"3 cores (3.2; 3.5; 3.5 cm long)","20201216T233943Z","RELEASE-2021"
"fbd67644-5306-4b8f-a38d-015dd79dd22c","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_A","10_CPER_PIT1_0-10_BULKD_A","A",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",5,0,10,1,"Regular",1.5363,NA,"20201216T233943Z","RELEASE-2021"
"779808e4-c22e-46b8-ab26-1542f8c2b29d","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_BT1","10_CPER_PIT1_30-34_BULKD_BT1","Bt1",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",32,30,34,1,"Regular",1.5282,"3 cores (4; 3.5; and 3.5 cm long)","20201216T233943Z","RELEASE-2021"
"c55a1ede-fcc2-4a5c-84cc-ae60860f3a7d","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_BT2","10_CPER_PIT1_70-73_BULKD_BT2","Bt2",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",71.5,70,73,1,"Regular",1.6602,"4 cores (3; 3; 3.5; 3.5 cm long)","20201216T233943Z","RELEASE-2021"
"c4cefc8d-de08-44d0-9d16-f7fae480df3d","D10","CPER","MEGAPT100967","10_CPER_PIT1","10_CPER_PIT1_2C","10_CPER_PIT1_181-184.5_BULKD_2C","2C",2012-08-13,2012-08-13,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2012USCO086",182.8,181,184.5,1,"Regular",1.9164,"3 cores (3.5; 3.5; and 3.5 cm long)","20201216T233943Z","RELEASE-2021"
"8d5a0402-1658-402a-bcbb-30fef45445f9","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_C","10_CASTNET_PIT1_90-100_BULKD_C","C",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO091",95,90,100,1,"Regular",1.7201,NA,"20201217T032425Z","RELEASE-2021"
"31f745aa-c132-4bef-a2a3-7b1fd07d9e95","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_R",NA,"R",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE",NA,NA,NA,NA,NA,NA,NA,NA,"20201217T032425Z","RELEASE-2021"
"1e5a853c-1a7c-45b3-9d9c-b14b5f9dca1c","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_C/B","10_CASTNET_PIT1_56-66_BULKD_C/B_B MATERIAL","C/B",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO091",61,56,66,0.4,"Regular",1.3126,"C/B horizon comprised of ~60% C material and ~40% B material","20201217T032425Z","RELEASE-2021"
"7343a468-4624-4bdb-b328-61ef36605462","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_CR","10_CASTNET_PIT1_130-133_BULKD_CR","Cr",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO091",134.5,130,133,1,"Regular",1.9342,"4 x 3 cm long cores","20201217T032425Z","RELEASE-2021"
"55968eb6-40b7-42e1-924c-d9da0ee151f7","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_C/B","10_CASTNET_PIT1_56-66_BULKD_C/B_C MATERIAL","C/B",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO091",61,56,66,0.6,"Regular",1.1387,"C/B horizon comprised of ~60% C material and ~40% B material","20201217T032425Z","RELEASE-2021"
"47665d4a-646f-4fe4-84eb-d04f9e22f420","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_A","10_CASTNET_PIT1_0-10_BULKD_A","A",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO091",5,0,10,1,"Regular",0.4669,NA,"20201217T032425Z","RELEASE-2021"
"6f51c41e-1f6b-4f6a-9ebe-6f132790b192","D10","RMNP","MEGAPT100990","10_CASTNET_PIT1","10_CASTNET_PIT1_AB","10_CASTNET_PIT1_13-23_BULKD_AB","AB",2013-05-31,2013-05-31,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO091",18,13,23,1,"Regular",1.0953,NA,"20201217T032425Z","RELEASE-2021"
"640db801-e86d-4327-a32e-e575e5aa8378","D10","STER","MEGAPT100997","10_STERLING_PIT1","10_STERLING_PIT1_AP1","10_STERLING_PIT1_0-10_BULKD_AP1","Ap1",2013-04-08,2013-04-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO077",5,0,10,1,"Regular",1.0581,NA,"20201217T014504Z","RELEASE-2021"
"0d03f57e-af59-4226-b05f-7c39993cf68f","D10","STER","MEGAPT100997","10_STERLING_PIT1","10_STERLING_PIT1_C2","10_STERLING_PIT1_185-191_BULKD_C2","C2",2013-04-08,2013-04-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO077",188,185,191,1,"Regular",1.1788,NA,"20201217T014504Z","RELEASE-2021"
"1d0b5e6a-483a-4209-bc70-80a5cfd03b64","D10","STER","MEGAPT100997","10_STERLING_PIT1","10_STERLING_PIT1_BT","10_STERLING_PIT1_56-66_BULKD_BT","Bt",2013-04-08,2013-04-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO077",61,56,66,1,"Regular",0.9677,NA,"20201217T014504Z","RELEASE-2021"
"fc6f862e-4304-4638-a9c5-aefd473afde9","D10","STER","MEGAPT100997","10_STERLING_PIT1","10_STERLING_PIT1_AP2","10_STERLING_PIT1_12-22_BULKD_AP2","Ap2",2013-04-08,2013-04-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO077",17,12,22,1,"Regular",1.2906,NA,"20201217T014504Z","RELEASE-2021"
"15439675-2198-4d96-be97-f620375bd807","D10","STER","MEGAPT100997","10_STERLING_PIT1","10_STERLING_PIT1_BTK","10_STERLING_PIT1_105-115_BULKD_BTK","Btk",2013-04-08,2013-04-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO077",110,105,115,1,"Regular",1.0885,NA,"20201217T014504Z","RELEASE-2021"
"a055b2f7-0358-4f15-b354-f1d09db473ef","D10","STER","MEGAPT100997","10_STERLING_PIT1","10_STERLING_PIT1_C1","10_STERLING_PIT1_121-131_BULKD_C1","C1",2013-04-08,2013-04-08,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USCO077",126,121,131,1,"Regular",1.335,NA,"20201217T014504Z","RELEASE-2021"
"d1295408-674b-4c05-ba81-f3e02a179839","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1","11_CLBJ_PIT1_A","11_CLBJ_PIT1_BULKD_10-18_A","A",2016-05-09,2016-05-09,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2016USTX114",14,10,18,1,"Regular",1.5876,NA,"20201217T154655Z","RELEASE-2021"
"0153a494-7a7d-469d-8283-9ea51c991e9b","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1","11_CLBJ_PIT1_BT2","11_CLBJ_PIT1_BULKD_75-83_BT2","Bt2",2016-05-09,2016-05-09,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2016USTX114",79,75,88,1,"Regular",1.7069,NA,"20201217T154655Z","RELEASE-2021"
"2bb42743-6232-4dd2-9198-703a6320ebec","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1","11_CLBJ_PIT1_E","11_CLBJ_PIT1_BULKD_23-31_E","E",2016-05-09,2016-05-09,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2016USTX114",27,23,31,1,"Regular",1.4364,NA,"20201217T154655Z","RELEASE-2021"
"759a3b9d-57e3-41f1-8395-bbb4f4f4ccb0","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1","11_CLBJ_PIT1_BT1","11_CLBJ_PIT1_BULKD_48-56_BT1","Bt1",2016-05-09,2016-05-09,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2016USTX114",52,48,56,1,"Regular",1.6353,NA,"20201217T154655Z","RELEASE-2021"
"2daf33a9-8326-4012-921e-9d97b2a5e11c","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1","11_CLBJ_PIT1_BT3","11_CLBJ_PIT1_BULKD_98-106_BT3","Bt3",2016-05-09,2016-05-09,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2016USTX114",102,98,106,1,"Regular",1.6512,NA,"20201217T154655Z","RELEASE-2021"
"e4b8c125-817c-4c13-97a5-8d0d2365afed","D11","CLBJ","MEGAPT100966","11_CLBJ_PIT1","11_CLBJ_PIT1_CD","11_CLBJ_PIT1_BULKD_132-140_CD","Cd",2016-05-09,2016-05-09,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2016USTX114",136,132,140,1,"Regular",1.6075,NA,"20201217T154655Z","RELEASE-2021"
"dc0c40be-da0a-47de-8ed4-578faf2a0aed","D11","OAES","MEGAPT100986","11_KLEMME_PIT1","11_KLEMME_PIT1_CR2","11_KLEMME_PIT1_32-39_BULKD_CR2","CR2",2013-02-19,2013-02-19,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USOK059",35.5,32,39,1,"Regular",1.5158,NA,"20201217T014431Z","RELEASE-2021"
"657d6100-b0ae-48a5-bf3e-6dd4208ecdef","D11","OAES","MEGAPT100986","11_KLEMME_PIT1","11_KLEMME_PIT1_A","11_KLEMME_PIT1_0-8_BULKD_A","A",2013-02-19,2013-02-19,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USOK059",4,0,8,1,"Regular",1.3401,NA,"20201217T014431Z","RELEASE-2021"
"0cfc9d96-0788-4097-95e6-f90a3473a6b6","D11","OAES","MEGAPT100986","11_KLEMME_PIT1","11_KLEMME_PIT1_R",NA,"R",2013-02-19,2013-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20201217T014431Z","RELEASE-2021"
