"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","collectDate","sampleID","sampleCode","cnSampleID","cnSampleCode","sampleType","acidTreatment","d15N","organicd13C","nitrogenPercent","organicCPercent","CNratio","cnIsotopeQF","cnPercentQF","isotopeAccuracyQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF","publicationDate","release"
"6d4cba1b-84f4-4b40-a172-e915759b2adc",2015-04-28,"UNDE_035.basePlot.bgc","D05","UNDE","UNDE_035","distributed",2014-07-15 17:22:00,"UNDE_035-M-6-13-20140715",NA,"UNDE_035-M-6-13-20140715-CN",NA,"soil","N",6.2,NA,0.13,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"b1114ce5-118d-4f2e-902d-1bf4592ce518",2015-04-28,"UNDE_035.basePlot.bgc","D05","UNDE","UNDE_035","distributed",2014-07-15 17:22:00,"UNDE_035-O-6-13-20140715",NA,"UNDE_035-O-6-13-20140715-CN",NA,"soil","Y",NA,-26.6,NA,11.61,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"353e1e71-3897-4e47-9113-0a31265de16d",2015-04-28,"UNDE_034.basePlot.bgc","D05","UNDE","UNDE_034","distributed",2014-07-15 17:27:00,"UNDE_034-M-37-20-20140715",NA,"UNDE_034-M-37-20-20140715-CN",NA,"soil","Y",NA,-26.6,NA,1.3,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"dc8a3c8b-d750-4a10-8b48-19b15930a380",2015-04-28,"UNDE_034.basePlot.bgc","D05","UNDE","UNDE_034","distributed",2014-07-15 17:27:00,"UNDE_034-M-37-20-20140715",NA,"UNDE_034-M-37-20-20140715-CN",NA,"soil","N",3.9,NA,0.18,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"0d69beb8-ddb4-4dc3-bb9b-4a553a5a06f5",2015-04-28,"UNDE_034.basePlot.bgc","D05","UNDE","UNDE_034","distributed",2014-07-15 17:49:00,"UNDE_034-M-28-34-20140715",NA,"UNDE_034-M-28-34-20140715-CN",NA,"soil","Y",NA,-26.5,NA,1.32,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"6cc92d26-d77e-4ba7-9894-9d611cf1c37c",2015-04-28,"UNDE_034.basePlot.bgc","D05","UNDE","UNDE_034","distributed",2014-07-15 17:49:00,"UNDE_034-M-28-34-20140715",NA,"UNDE_034-M-28-34-20140715-CN",NA,"soil","N",4.5,NA,0.14,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"8905ab94-0390-4903-b79a-f49c05697f77",2015-04-28,"UNDE_035.basePlot.bgc","D05","UNDE","UNDE_035","distributed",2014-07-15 18:17:00,"UNDE_035-M-1-23-20140715",NA,"UNDE_035-M-1-23-20140715-CN",NA,"soil","N",6.2,NA,0.12,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"1ba5ed44-46bb-45dd-bea8-5643f0d06833",2015-04-28,"UNDE_035.basePlot.bgc","D05","UNDE","UNDE_035","distributed",2014-07-15 18:17:00,"UNDE_035-O-1-23-20140715",NA,"UNDE_035-O-1-23-20140715-CN",NA,"soil","N",1,NA,1.27,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"441b8127-a74a-4b78-99f5-0a5ace527247",2015-04-28,"UNDE_035.basePlot.bgc","D05","UNDE","UNDE_035","distributed",2014-07-15 18:17:00,"UNDE_035-M-1-23-20140715",NA,"UNDE_035-M-1-23-20140715-CN",NA,"soil","Y",NA,-25.9,NA,1.21,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"bfd1df3c-d405-4748-a942-261d9211cd7f",2015-04-28,"UNDE_035.basePlot.bgc","D05","UNDE","UNDE_035","distributed",2014-07-15 18:17:00,"UNDE_035-O-1-23-20140715",NA,"UNDE_035-O-1-23-20140715-CN",NA,"soil","Y",NA,-27.1,NA,25.4,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"756a0033-d38d-4a87-ac9f-03f994060b45",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 13:41:00,"UNDE_044-M-0-25-20140718",NA,"UNDE_044-M-0-25-20140718-CN",NA,"soil","Y",NA,-27,NA,4.52,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"601a59ba-b29f-431a-82f7-562eb923a877",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 13:41:00,"UNDE_044-M-0-25-20140718",NA,"UNDE_044-M-0-25-20140718-CN",NA,"soil","N",3.6,NA,0.2,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"0a840bea-9bcd-4f48-95c4-6c99b7169877",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:07:00,"UNDE_044-O-31-25-20140718",NA,"UNDE_044-O-31-25-20140718-CN",NA,"soil","Y",NA,-27,NA,18.56,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"27d943d0-fd56-4209-88b2-3aa3b341efc3",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:07:00,"UNDE_044-M-31-25-20140718",NA,"UNDE_044-M-31-25-20140718-CN",NA,"soil","N",5.6,NA,0.12,NA,NA,"OK","OK",NA,NA,1,"Replicate samples","University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"b0ff3a5a-707a-4ebf-89b3-16fc7af07a01",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:07:00,"UNDE_044-M-31-25-20140718",NA,"UNDE_044-M-31-25-20140718-CN",NA,"soil","N",5.4,NA,0.12,NA,NA,"OK","OK",NA,NA,2,"Replicate samples","University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"675d79b2-8bc9-492b-872e-f9d810b03890",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:07:00,"UNDE_044-M-31-25-20140718",NA,"UNDE_044-M-31-25-20140718-CN",NA,"soil","Y",NA,-25.5,NA,1.1,NA,"OK","OK",NA,NA,2,"Replicate samples","University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"452afaa8-dc22-4428-9c87-07f7072ab9d9",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:07:00,"UNDE_044-M-31-25-20140718",NA,"UNDE_044-M-31-25-20140718-CN",NA,"soil","Y",NA,-25.5,NA,1.08,NA,"OK","OK",NA,NA,1,"Replicate samples","University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"cd9877cf-e70d-431d-a8c1-89fd083458c4",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:07:00,"UNDE_044-O-31-25-20140718",NA,"UNDE_044-O-31-25-20140718-CN",NA,"soil","N",0.6,NA,1.63,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"ca9a915c-1fd0-4715-b2ff-fb60d3bf2f29",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:38:00,"UNDE_044-O-37-7-20140718",NA,"UNDE_044-O-37-7-20140718-CN",NA,"soil","Y",NA,-27.9,NA,27.28,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"2b54617c-71f2-472b-9f4d-5cc35db258ba",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:38:00,"UNDE_044-M-37-7-20140718",NA,"UNDE_044-M-37-7-20140718-CN",NA,"soil","Y",NA,-26.8,NA,8.76,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"19ce1ba5-bf87-4596-bc0d-2052a14f39c8",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:38:00,"UNDE_044-M-37-7-20140718",NA,"UNDE_044-M-37-7-20140718-CN",NA,"soil","N",2.6,NA,0.62,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T035810Z","RELEASE-2021"
"f2b23985-7d00-49d6-a2f0-d444794c9da2",2015-04-28,"UNDE_044.basePlot.bgc","D05","UNDE","UNDE_044","tower",2014-07-18 14:38:00,"UNDE_044-O-37-7-20140718",NA,"UNDE_044-O-37-7-20140718-CN",NA,"soil","N",-0.9,NA,2.09,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData|dryingProtocolError","20201217T035810Z","RELEASE-2021"
"b1630e36-9621-4420-b116-99365a98010b",2019-10-29,"UNDE_002.basePlot.bgc","D05","UNDE","UNDE_002","distributed",2019-07-15 15:25:00,"UNDE_002-O-33-17-20190715","A00000077102","UNDE_002-O-33-17-20190715-CN","A00000077332","soil","N",1.4,-27.3,1.74,47.19,27.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"9ca8ae88-aeb6-4fd4-8357-ae86ea22afd2",2019-10-29,"UNDE_006.basePlot.bgc","D05","UNDE","UNDE_006","distributed",2019-07-15 15:32:00,"UNDE_006-M-7-21-20190715","A00000077118","UNDE_006-M-7-21-20190715-CN","A00000077322","soil","N",2.1,-27.4,0.14,1.82,12.7,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"c181b5ad-33c8-4987-a54e-73df4c9d94db",2019-10-29,"UNDE_003.basePlot.bgc","D05","UNDE","UNDE_003","distributed",2019-07-15 15:49:00,"UNDE_003-O-19-7-20190715","A00000077126","UNDE_003-O-19-7-20190715-CN","A00000077340","soil","N",3.7,-26.7,2.09,41.42,19.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"4b442242-91c8-4f93-8b07-133a0adfe26a",2019-10-29,"UNDE_006.basePlot.bgc","D05","UNDE","UNDE_006","distributed",2019-07-15 16:09:00,"UNDE_006-M-9.5-0.5-20190715","A00000077108","UNDE_006-M-9.5-0.5-20190715-CN","A00000077321","soil","N",6,-23.8,0.18,2.71,15.3,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"c46b8419-594d-44e2-b9f9-6703f66555d1",2019-10-29,"UNDE_002.basePlot.bgc","D05","UNDE","UNDE_002","distributed",2019-07-15 16:10:00,"UNDE_002-O-2.5-0.5-20190715","A00000077103","UNDE_002-O-2.5-0.5-20190715-CN","A00000077333","soil","N",-3.2,-27.5,2,47.91,23.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"b96698e9-4c4a-4e4d-a63a-5e8063233b47",2019-10-29,"UNDE_002.basePlot.bgc","D05","UNDE","UNDE_002","distributed",2019-07-15 16:40:00,"UNDE_002-O-2-26.5-20190715","A00000077104","UNDE_002-O-2-26.5-20190715-CN","A00000077324","soil","N",-0.6,-27.7,1.79,48.04,26.9,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"e52c4230-5302-4e57-954b-8ee08283a265",2019-10-29,"UNDE_003.basePlot.bgc","D05","UNDE","UNDE_003","distributed",2019-07-15 16:44:00,"UNDE_003-M-13.5-34-20190715","A00000077169","UNDE_003-M-13.5-34-20190715-CN","A00000077339","soil","N",1.8,-26.3,0.09,1.53,17,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"7242b02e-34d5-4839-895a-909e24e2cfd7",2019-10-29,"UNDE_003.basePlot.bgc","D05","UNDE","UNDE_003","distributed",2019-07-15 17:17:00,"UNDE_003-O-23-35.5-20190715","A00000077151","UNDE_003-O-23-35.5-20190715-CN","A00000077341","soil","N",5.1,-25.6,1.88,35.92,19.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"b966dac3-d226-4c56-876a-838100a13efe",2019-10-29,"UNDE_006.basePlot.bgc","D05","UNDE","UNDE_006","distributed",2019-07-15 17:18:00,"UNDE_006-M-35.5-19-20190715","A00000077107","UNDE_006-M-35.5-19-20190715-CN","A00000077323","soil","N",4.8,-25.8,0.16,2.15,13.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"3175eb5b-dca6-4b68-b60b-347148d6237e",2019-10-29,"UNDE_001.basePlot.bgc","D05","UNDE","UNDE_001","distributed",2019-07-15 18:13:00,"UNDE_001-O-36-5-20190715","A00000077091","UNDE_001-O-36-5-20190715-CN","A00000077335","soil","N",-1,-29.6,3.05,44.95,14.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"972da5f1-74b2-402e-b2fa-af727349416f",2019-10-29,"UNDE_001.basePlot.bgc","D05","UNDE","UNDE_001","distributed",2019-07-15 18:46:00,"UNDE_001-O-26-39.5-20190715","A00000077090","UNDE_001-O-26-39.5-20190715-CN","A00000077337","soil","N",0.3,-26.3,1.35,33,24.4,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"2d6d23c0-3c59-463d-ad3a-1b6af0b12ac3",2019-10-29,"UNDE_008.basePlot.bgc","D05","UNDE","UNDE_008","distributed",2019-07-15 18:48:00,"UNDE_008-M-29.5-4-20190715","A00000077119","UNDE_008-M-29.5-4-20190715-CN","A00000077319","soil","N",1.9,-27,0.21,3.55,17.3,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"da63ee28-2d92-47d1-974c-4e774dfc4d15",2019-10-29,"UNDE_010.basePlot.bgc","D05","UNDE","UNDE_010","distributed",2019-07-15 18:55:00,"UNDE_010-O-20-6-20190715","A00000077152","UNDE_010-O-20-6-20190715-CN","A00000077316","soil","N",-0.8,-26,2.25,43.55,19.4,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"ba4cc959-102b-45ab-886c-3bd00a3c3228",2019-10-29,"UNDE_001.basePlot.bgc","D05","UNDE","UNDE_001","distributed",2019-07-15 19:01:00,"UNDE_001-M-26-39.5-20190715","A00000077089","UNDE_001-M-26-39.5-20190715-CN","A00000077334","soil","N",6.6,-26.1,0.14,2.66,19.2,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"913552bf-db1b-4e98-80ba-24b473e4e2f7",2019-10-29,"UNDE_001.basePlot.bgc","D05","UNDE","UNDE_001","distributed",2019-07-15 19:20:00,"UNDE_001-O-9.5-12-20190715","A00000077087","UNDE_001-O-9.5-12-20190715-CN","A00000077338","soil","N",-0.6,-28.8,1.45,36.48,25.2,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"45d74154-b57c-4536-8e48-e77320349478",2019-10-29,"UNDE_001.basePlot.bgc","D05","UNDE","UNDE_001","distributed",2019-07-15 19:30:00,"UNDE_001-M-9.5-12-20190715","A00000077088","UNDE_001-M-9.5-12-20190715-CN","A00000077336","soil","N",0.9,-27.9,0.14,2.25,16.2,"OK","OK","OK","OK",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"7890e72f-cbdc-4b15-80d2-1112d6086151",2019-10-29,"UNDE_001.basePlot.bgc","D05","UNDE","UNDE_001","distributed",2019-07-15 19:30:00,"UNDE_001-M-9.5-12-20190715","A00000077088","UNDE_001-M-9.5-12-20190715-CN","A00000077336","soil","N",0.5,-27.7,0.14,2.29,16,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
"99c9ae1e-411e-4a17-929f-2138861c3491",2019-10-29,"UNDE_010.basePlot.bgc","D05","UNDE","UNDE_010","distributed",2019-07-15 20:03:00,"UNDE_010-O-9-21-20190715","A00000077171","UNDE_010-O-9-21-20190715-CN","A00000077315","soil","N",4.9,-25.4,1.75,47,26.8,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","dryingProtocolError","20201218T084834Z","RELEASE-2021"
"ec60f7f1-d835-4415-867f-ab5feeb92451",2019-10-29,"UNDE_010.basePlot.bgc","D05","UNDE","UNDE_010","distributed",2019-07-15 20:33:00,"UNDE_010-M-37-32-20190715","A00000077153","UNDE_010-M-37-32-20190715-CN","A00000077317","soil","N",-0.5,-26.9,0.3,7.53,25.1,"OK","OK","OK","OK",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA,"20201218T084834Z","RELEASE-2021"
