"uid","analysisDate","namedLocation","domainID","siteID","plotID","plotType","collectDate","sampleID","sampleCode","cnSampleID","cnSampleCode","sampleType","acidTreatment","d15N","organicd13C","nitrogenPercent","organicCPercent","CNratio","cnIsotopeQF","cnPercentQF","isotopeAccuracyQF","percentAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF","publicationDate","release"
"90147877-0efb-454b-888c-151035060613",2015-03-02,"CPER_002.basePlot.bgc","D10","CPER","CPER_002","distributed",2014-07-15 16:19:00,"CPER_002-M-27-36-20140715",NA,"CPER_002-M-27-36-20140715-CN",NA,"soil","Y",NA,-18,NA,0.71,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"c6bb5e69-6527-4b1c-899d-89d60a99445e",2015-03-02,"CPER_003.basePlot.bgc","D10","CPER","CPER_003","distributed",2014-07-15 16:43:00,"CPER_003-M-33-0-20140715",NA,"CPER_003-M-33-0-20140715-CN",NA,"soil","Y",NA,-20.3,NA,0.75,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"526a7535-7fc7-4d83-901c-cb45b87529cc",2015-03-02,"CPER_003.basePlot.bgc","D10","CPER","CPER_003","distributed",2014-07-15 16:43:00,"CPER_003-M-33-0-20140715",NA,"CPER_003-M-33-0-20140715-CN",NA,"soil","N",7.5,NA,0.07,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"dddfe2b8-a539-47a3-b7ab-a368a1ddaafb",2015-03-02,"CPER_004.basePlot.bgc","D10","CPER","CPER_004","distributed",2014-07-15 17:21:00,"CPER_004-M-33-4-20140715",NA,"CPER_004-M-33-4-20140715-CN",NA,"soil","N",5.1,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"af4f8f56-8ec9-4518-ba41-ceddeeb51265",2015-03-02,"CPER_004.basePlot.bgc","D10","CPER","CPER_004","distributed",2014-07-15 17:21:00,"CPER_004-M-33-4-20140715",NA,"CPER_004-M-33-4-20140715-CN",NA,"soil","Y",NA,-17.5,NA,0.7,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"c1e40806-ccf5-4982-afd4-83d58d6b2198",2015-03-02,"CPER_004.basePlot.bgc","D10","CPER","CPER_004","distributed",2014-07-15 17:48:00,"CPER_004-M-21-38-20140715",NA,"CPER_004-M-21-38-20140715-CN",NA,"soil","N",5.2,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"0afcabc9-9b48-4004-ae1a-d1d4763ecfd7",2015-03-02,"CPER_004.basePlot.bgc","D10","CPER","CPER_004","distributed",2014-07-15 17:48:00,"CPER_004-M-21-38-20140715",NA,"CPER_004-M-21-38-20140715-CN",NA,"soil","Y",NA,-19.3,NA,0.72,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"7d9fa86d-4779-4413-91f2-e2d42928a0c0",2015-03-02,"CPER_004.basePlot.bgc","D10","CPER","CPER_004","distributed",2014-07-15 18:12:00,"CPER_004-M-20-40-20140715",NA,"CPER_004-M-20-40-20140715-CN",NA,"soil","N",4.6,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"8919dac1-ca93-4592-8536-d4cd241dd5ca",2015-03-02,"CPER_004.basePlot.bgc","D10","CPER","CPER_004","distributed",2014-07-15 18:12:00,"CPER_004-M-20-40-20140715",NA,"CPER_004-M-20-40-20140715-CN",NA,"soil","Y",NA,-19.1,NA,0.91,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"7680166a-bd8e-475a-93e1-ae8a623abc0a",2015-03-02,"CPER_001.basePlot.bgc","D10","CPER","CPER_001","distributed",2014-07-15 19:25:00,"CPER_001-M-1-6-20140715",NA,"CPER_001-M-1-6-20140715-CN",NA,"soil","N",6,NA,0.14,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"858620ad-9222-4055-a0a9-1cc1f0448ce7",2015-03-02,"CPER_001.basePlot.bgc","D10","CPER","CPER_001","distributed",2014-07-15 19:25:00,"CPER_001-M-1-6-20140715",NA,"CPER_001-M-1-6-20140715-CN",NA,"soil","Y",NA,-15.1,NA,2.88,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"577b864d-df85-4de1-ae28-9e55a1058796",2015-03-02,"CPER_001.basePlot.bgc","D10","CPER","CPER_001","distributed",2014-07-15 19:54:00,"CPER_001-M-7-5-20140715",NA,"CPER_001-M-7-5-20140715-CN",NA,"soil","N",5.9,NA,0.14,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"5bf060e4-9722-485f-9513-98bdcb42a204",2015-03-02,"CPER_001.basePlot.bgc","D10","CPER","CPER_001","distributed",2014-07-15 19:54:00,"CPER_001-M-7-5-20140715",NA,"CPER_001-M-7-5-20140715-CN",NA,"soil","Y",NA,-21.1,NA,2.97,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"0deb616c-8bf6-470f-92aa-548b7171822d",2015-03-02,"CPER_001.basePlot.bgc","D10","CPER","CPER_001","distributed",2014-07-15 20:21:00,"CPER_001-M-9-17-20140715",NA,"CPER_001-M-9-17-20140715-CN",NA,"soil","N",7.2,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"591e459b-e088-474a-8cc5-441240174088",2015-03-02,"CPER_001.basePlot.bgc","D10","CPER","CPER_001","distributed",2014-07-15 20:21:00,"CPER_001-M-9-17-20140715",NA,"CPER_001-M-9-17-20140715-CN",NA,"soil","Y",NA,-18.3,NA,1.33,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"69690ed8-a638-44c2-8761-2566abd30490",2015-03-02,"CPER_006.basePlot.bgc","D10","CPER","CPER_006","distributed",2014-07-15 22:35:00,"CPER_006-M-2-0-20140715",NA,"CPER_006-M-2-0-20140715-CN",NA,"soil","N",7.3,NA,0.09,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"4949a135-a535-4f5b-a430-25dbe12a72d5",2015-03-02,"CPER_006.basePlot.bgc","D10","CPER","CPER_006","distributed",2014-07-15 22:35:00,"CPER_006-M-2-0-20140715",NA,"CPER_006-M-2-0-20140715-CN",NA,"soil","Y",NA,-19.6,NA,0.98,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"47898260-09cc-456c-b981-9f936ae9defa",2015-03-02,"CPER_006.basePlot.bgc","D10","CPER","CPER_006","distributed",2014-07-15 23:06:00,"CPER_006-M-8-11-20140715",NA,"CPER_006-M-8-11-20140715-CN",NA,"soil","Y",NA,-18.4,NA,0.79,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"59c56eb3-e729-4714-996f-8b4cad005732",2015-03-02,"CPER_006.basePlot.bgc","D10","CPER","CPER_006","distributed",2014-07-15 23:06:00,"CPER_006-M-8-11-20140715",NA,"CPER_006-M-8-11-20140715-CN",NA,"soil","N",7.6,NA,0.09,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"79948999-e09f-4adb-8252-e71d2190ba00",2015-03-02,"CPER_006.basePlot.bgc","D10","CPER","CPER_006","distributed",2014-07-15 23:28:00,"CPER_006-M-39-30-20140715",NA,"CPER_006-M-39-30-20140715-CN",NA,"soil","N",7.6,NA,0.09,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"accbb2ad-9d44-49ef-b2c3-f5241572f3ef",2015-03-02,"CPER_006.basePlot.bgc","D10","CPER","CPER_006","distributed",2014-07-15 23:28:00,"CPER_006-M-39-30-20140715",NA,"CPER_006-M-39-30-20140715-CN",NA,"soil","Y",NA,-19.4,NA,0.71,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"7d7c89b4-5205-4703-9fd9-3887f834214d",2015-03-02,"CPER_003.basePlot.bgc","D10","CPER","CPER_003","distributed",2014-07-16 15:35:00,"CPER_003-M-1-7-20140716",NA,"CPER_003-M-1-7-20140716-CN",NA,"soil","N",5.6,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"ee5a93ff-281a-45ed-9096-38348a6c2464",2015-03-02,"CPER_003.basePlot.bgc","D10","CPER","CPER_003","distributed",2014-07-16 15:35:00,"CPER_003-M-1-7-20140716",NA,"CPER_003-M-1-7-20140716-CN",NA,"soil","Y",NA,-20.6,NA,0.59,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"2a806d04-b650-46fa-b056-059ab036e7c1",2015-03-02,"CPER_003.basePlot.bgc","D10","CPER","CPER_003","distributed",2014-07-16 16:06:00,"CPER_003-M-3-26-20140716",NA,"CPER_003-M-3-26-20140716-CN",NA,"soil","Y",NA,-20.6,NA,0.64,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"65fec9ad-59f6-42e0-915b-d8c24874cc75",2015-03-02,"CPER_003.basePlot.bgc","D10","CPER","CPER_003","distributed",2014-07-16 16:06:00,"CPER_003-M-3-26-20140716",NA,"CPER_003-M-3-26-20140716-CN",NA,"soil","N",5.8,NA,0.06,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"4bdfb281-6b26-46bd-831e-c1fe97b7bbff",2015-03-02,"CPER_045.basePlot.bgc","D10","CPER","CPER_045","tower",2014-07-16 18:52:00,"CPER_045-M-23-30-20140716",NA,"CPER_045-M-23-30-20140716-CN",NA,"soil","Y",NA,-19.1,NA,0.51,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"2b9eaefc-e9de-45ca-960d-aa70657339fc",2015-03-02,"CPER_045.basePlot.bgc","D10","CPER","CPER_045","tower",2014-07-16 18:52:00,"CPER_045-M-23-30-20140716",NA,"CPER_045-M-23-30-20140716-CN",NA,"soil","N",7,NA,0.06,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"fb3d44d8-26c7-4739-9004-70a5e370d27a",2015-03-02,"CPER_045.basePlot.bgc","D10","CPER","CPER_045","tower",2014-07-16 19:29:00,"CPER_045-M-33-4-20140716",NA,"CPER_045-M-33-4-20140716-CN",NA,"soil","N",6.1,NA,0.06,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"0161f28d-32c3-44fa-a07f-c48201cfbca2",2015-03-02,"CPER_045.basePlot.bgc","D10","CPER","CPER_045","tower",2014-07-16 19:29:00,"CPER_045-M-33-4-20140716",NA,"CPER_045-M-33-4-20140716-CN",NA,"soil","Y",NA,-20.6,NA,0.82,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"5564051d-a397-4466-afa6-9fcdb2c28d5a",2015-03-02,"CPER_045.basePlot.bgc","D10","CPER","CPER_045","tower",2014-07-16 19:37:00,"CPER_045-M-30-38-20140716",NA,"CPER_045-M-30-38-20140716-CN",NA,"soil","N",7,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"5255b2f9-0ded-4c73-9b00-0c4bb1d72c51",2015-03-02,"CPER_045.basePlot.bgc","D10","CPER","CPER_045","tower",2014-07-16 19:37:00,"CPER_045-M-30-38-20140716",NA,"CPER_045-M-30-38-20140716-CN",NA,"soil","Y",NA,-18.8,NA,0.75,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"67cda12b-a4fa-44ff-be63-efe33143e29c",2015-03-02,"CPER_046.basePlot.bgc","D10","CPER","CPER_046","tower",2014-07-16 20:06:00,"CPER_046-M-19-30-20140716",NA,"CPER_046-M-19-30-20140716-CN",NA,"soil","N",7.2,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"573f6150-2cc0-410a-b6d0-bd0c8bee8702",2015-03-02,"CPER_046.basePlot.bgc","D10","CPER","CPER_046","tower",2014-07-16 20:06:00,"CPER_046-M-19-30-20140716",NA,"CPER_046-M-19-30-20140716-CN",NA,"soil","Y",NA,-19.1,NA,0.79,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"5b448df3-3ef8-4354-b39d-3dd1da303732",2015-03-02,"CPER_046.basePlot.bgc","D10","CPER","CPER_046","tower",2014-07-16 20:31:00,"CPER_046-M-31-3-20140716",NA,"CPER_046-M-31-3-20140716-CN",NA,"soil","Y",NA,-18.1,NA,0.86,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"714cbd03-e066-4f1a-859c-b80143216790",2015-03-02,"CPER_046.basePlot.bgc","D10","CPER","CPER_046","tower",2014-07-16 20:31:00,"CPER_046-M-31-3-20140716",NA,"CPER_046-M-31-3-20140716-CN",NA,"soil","N",6.6,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"456af8f8-da63-4b88-9d33-5af9347dbb81",2015-03-02,"CPER_046.basePlot.bgc","D10","CPER","CPER_046","tower",2014-07-16 20:47:00,"CPER_046-M-23-8-20140716",NA,"CPER_046-M-23-8-20140716-CN",NA,"soil","N",7.6,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"52d44233-4ae0-476a-9a28-c480591410af",2015-03-02,"CPER_046.basePlot.bgc","D10","CPER","CPER_046","tower",2014-07-16 20:47:00,"CPER_046-M-23-8-20140716",NA,"CPER_046-M-23-8-20140716-CN",NA,"soil","Y",NA,-18.8,NA,0.75,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"2bf43f35-af32-4863-aa83-f7fff306408f",2015-03-02,"CPER_047.basePlot.bgc","D10","CPER","CPER_047","tower",2014-07-17 15:45:00,"CPER_047-M-33-17-20140717",NA,"CPER_047-M-33-17-20140717-CN",NA,"soil","N",7.2,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"663b7e57-38b8-4e96-921d-03d75da638fd",2015-03-02,"CPER_047.basePlot.bgc","D10","CPER","CPER_047","tower",2014-07-17 15:45:00,"CPER_047-M-33-17-20140717",NA,"CPER_047-M-33-17-20140717-CN",NA,"soil","Y",NA,-19.6,NA,0.69,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"e2011972-2a7c-4ad9-a4f4-60f0d9826164",2015-03-02,"CPER_047.basePlot.bgc","D10","CPER","CPER_047","tower",2014-07-17 16:16:00,"CPER_047-M-18-37-20140717",NA,"CPER_047-M-18-37-20140717-CN",NA,"soil","N",7,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"f5dac2ec-5d6a-4ddd-bd3b-2df19a21ab0b",2015-03-02,"CPER_047.basePlot.bgc","D10","CPER","CPER_047","tower",2014-07-17 16:16:00,"CPER_047-M-18-37-20140717",NA,"CPER_047-M-18-37-20140717-CN",NA,"soil","Y",NA,-19.7,NA,0.77,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"80c15ce7-52aa-42b7-a487-d7b89e51a75f",2015-03-02,"CPER_047.basePlot.bgc","D10","CPER","CPER_047","tower",2014-07-17 16:40:00,"CPER_047-M-2-27-20140717",NA,"CPER_047-M-2-27-20140717-CN",NA,"soil","N",7,NA,0.06,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"0fa14bfb-73a4-4e6b-b607-618510fa09d4",2015-03-02,"CPER_047.basePlot.bgc","D10","CPER","CPER_047","tower",2014-07-17 16:40:00,"CPER_047-M-2-27-20140717",NA,"CPER_047-M-2-27-20140717-CN",NA,"soil","Y",NA,-21.1,NA,0.52,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"636ab112-7b77-4beb-a6cf-97aa7aa7acc1",2015-03-02,"CPER_005.basePlot.bgc","D10","CPER","CPER_005","distributed",2014-07-17 18:07:00,"CPER_005-M-4-9-20140717",NA,"CPER_005-M-4-9-20140717-CN",NA,"soil","N",6.5,NA,0.06,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"258c55b3-19c0-492b-b42b-71be17bd5798",2015-03-02,"CPER_005.basePlot.bgc","D10","CPER","CPER_005","distributed",2014-07-17 18:07:00,"CPER_005-M-4-9-20140717",NA,"CPER_005-M-4-9-20140717-CN",NA,"soil","Y",NA,-19.9,NA,0.49,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"a8a8d182-8ab7-4f07-bd8f-ea1ed1c8b3c7",2015-03-02,"CPER_005.basePlot.bgc","D10","CPER","CPER_005","distributed",2014-07-17 18:43:00,"CPER_005-M-33-2-20140717",NA,"CPER_005-M-33-2-20140717-CN",NA,"soil","N",6.6,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"9453a7a5-f34f-48ba-8ae7-e6ee65890f71",2015-03-02,"CPER_005.basePlot.bgc","D10","CPER","CPER_005","distributed",2014-07-17 18:43:00,"CPER_005-M-33-2-20140717",NA,"CPER_005-M-33-2-20140717-CN",NA,"soil","Y",NA,-19.4,NA,0.59,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","008 EA-IRMS organic d13C & C%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
"ce6c4e0f-aad1-4f3f-a87c-ee69c45fd855",2015-03-02,"CPER_005.basePlot.bgc","D10","CPER","CPER_005","distributed",2014-07-17 19:11:00,"CPER_005-M-24-40-20140717",NA,"CPER_005-M-24-40-20140717-CN",NA,"soil","N",6.1,NA,0.08,NA,NA,"OK","OK",NA,NA,1,NA,"University of Wyoming Stable Isotope Facility","009 EA-IRMS organic d15N & N%",NA,"rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==","legacyData","20201217T034616Z","RELEASE-2021"
