"uid","domainID","siteID","pitNamedLocation","pitID","horizonID","biogeoID","horizonName","biogeoHorizonProportion","biogeoSampleType","setDate","collectDate","coarseFrag2To5","coarseFrag5To20","sandTotal","siltTotal","clayTotal","carbonateClay","clayFineContent","siltFineContent","siltCoarseContent","sandVeryFineContent","sandFineContent","sandMediumContent","sandCoarseContent","sandVeryCoarseContent","carbonTot","nitrogenTot","sulfurTot","estimatedOC","airDryOvenDry","alMjelm","caMjelm","feMjelm","kMjelm","mgMjelm","mnMjelm","naMjelm","pMjelm","siMjelm","srMjelm","tiMjelm","zrMjelm","phCacl2","phH2o","ec12pre","gypsumConc","caco3Conc","caNh4d","kNh4d","mgNh4d","naNh4d","cecdNh4","alSatCecd33","baseSumCecd10","bsesatCecd10","ececCecd33","alKcl","feKcl","mnKcl","bSatx","brSatx","caSatx","clSatx","co3Satx","ecSatp","flSatx","waterSatx","hco3Sx","kSatx","mgSatx","naSatx","no2Satx","no3Satx","pSatx","phSp","resist","so4Satx","laboratoryName","labProjID","biogeoTopDepth","biogeoBottomDepth","biogeoCenterDepth","remarks","publicationDate","release"
"f5c48d95-1f80-4c8a-ad6f-65acd2a6b469","D04","LAJA","MEGAPT100979","4_LAJAS_PIT1","4_LAJAS_PIT1_ABSS","4_LAJAS_PIT1_BIOGEO_27-55_BSS","Abss",1,"Regular",2014-04-07,2014-04-07,0,0,15.7,24,60.3,0,NA,17.4,6.6,6.6,4.5,3.4,1.1,0.1,19.6,1.3,0.8,19,1.078,82969,11719,68958,5714,13182,1410,11731,553,238529,242,8644,100,7.7,8,2.54,0,0,44.7,0.4,26.7,4.8,50.3,NA,76.6,100,NA,NA,NA,NA,NA,0.1,23.4,12.3,0,4.89,0,94.4,3,0,22,20.2,0.3,0,0,7.4,NA,50.1,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USPR044",27,55,41,NA,"20201217T040239Z","RELEASE-2021"
"ad8e40f7-cfaf-4233-9e9e-8b7c9ce8f4b1","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_C","5_STEI-PIT1_BIOGEO_148-200_C","Cd",1,"Regular",2015-06-16,2015-06-16,78,111,79.1,15.2,5.7,NA,NA,7.8,7.4,9.1,22.6,29.3,13.5,4.6,0.4,0.1,0.1,0,1.008,42318,7606,20868,16748,3967,330,10638,299,352758,126,3117,107,5.3,6.1,0.03,NA,NA,1.8,0,0.8,0,2.7,NA,2.6,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",148,200,174,NA,"20201217T052614Z","RELEASE-2021"
"8ab20363-d51a-4a24-b774-8be407e34539","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_BS2","5_STEI-PIT1_BIOGEO_28-36_BS2","Bs2",1,"Regular",2015-06-16,2015-06-16,34,42,52.1,40.8,7.1,NA,NA,22.2,18.6,7.8,16.2,23.2,2.9,2,10,0.7,0.1,10,1.016,42665,4959,20093,15961,3316,336,8340,312,342350,96,3572,154,4.5,5.1,0.04,NA,NA,0.5,0.1,0.1,0,6.8,73,0.7,10,2.6,1.9,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",28,36,32,NA,"20201217T052614Z","RELEASE-2021"
"c236b6fd-55a3-40f6-a892-0989a64d8084","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_BC","5_STEI-PIT1_BIOGEO_109-148_BC","BC",1,"Regular",2015-06-16,2015-06-16,50,113,79.2,16.3,4.5,NA,NA,8.6,7.7,8.3,25.8,39.9,0.9,4.3,0.4,0.1,0,0,1.006,36979,6592,18901,16581,3539,308,9792,218,363238,115,2774,104,4.9,5.9,0.02,NA,NA,1.1,0,0.6,0,2.2,6,1.7,77,1.8,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",109,148,128.5,NA,"20201217T052614Z","RELEASE-2021"
"3a763c7e-6927-4a30-92b9-e361ef84ecb5","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_BS1","5_STEI-PIT1_BIOGEO_14-28_BS1","Bs1",1,"Regular",2015-06-16,2015-06-16,45,22,50.2,40.5,9.3,NA,NA,21.5,19,7.3,16.7,22.2,3.2,0.8,16,1.1,0.1,16,1.02,40340,4931,21074,16250,3076,341,7785,403,355447,96,3888,160,4.4,5.1,0.04,NA,NA,0.5,0.1,0.2,0,7.9,74,0.8,10,3.1,2.3,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",14,28,21,NA,"20201217T052614Z","RELEASE-2021"
"b34db9ee-d12a-454a-abd6-9b5862282aad","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_E/B","5_STEI-PIT1_BIOGEO_36-61_E/B","E/B",1,"Regular",2015-06-16,2015-06-16,39,87,62.7,31.8,5.5,NA,NA,16.7,15.1,9.4,22.3,21.7,6.6,2.7,3.6,0.3,0,4,1.01,37702,5710,19749,15876,3696,288,8802,175,341650,101,3138,134,4.5,5.3,0.02,NA,NA,0.4,0.1,0.1,0,4.1,67,0.6,15,1.8,1.2,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",36,61,48.5,NA,"20201217T052614Z","RELEASE-2021"
"3bb080a7-c810-43a2-8816-8ed3c87a37d1","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_BT1","5_STEI-PIT1_BIOGEO_61-78_BT1","Bt1",1,"Regular",2015-06-16,2015-06-16,60,100,73.1,21.1,5.8,NA,NA,10.6,10.5,10.7,22.7,28.3,8.6,2.8,1.2,0.1,0,1,1.009,39960,6416,22049,16349,4140,355,9364,215,365152,114,3227,116,4.5,5.5,0.02,NA,NA,0.7,0,0.5,0,3.8,37,1.2,32,1.9,0.7,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",61,78,69.5,NA,"20201217T052614Z","RELEASE-2021"
"090bcb3d-6041-445c-81a2-46516f2bc4d7","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_BT2","5_STEI-PIT1_BIOGEO_78-109_BT2","Bt2",1,"Regular",2015-06-16,2015-06-16,55,88,69.6,24.5,5.9,NA,NA,12.5,12,10.2,21.4,26.7,6.9,4.4,0.7,0.1,0,1,1.008,42909,7919,23272,17295,4660,390,10835,282,334461,128,3430,121,4.7,5.7,0.02,NA,NA,1.3,0,0.7,0,3.5,13,2,57,2.3,0.3,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",78,109,93.5,NA,"20201217T052614Z","RELEASE-2021"
"3b1910b3-8a04-439d-81d7-36cbbc2ec67c","D05","STEI","MEGAPT100996","D05_STEI_PIT1","5_STEI_PIT1_A","5_STEI-PIT1_BIOGEO_0-14_A","A",1,"Regular",2015-06-16,2015-06-16,11,30,50.2,40.6,9.2,NA,NA,22.5,18.1,6.9,16.9,21.6,3.8,1,34.2,2.1,0.4,34,1.023,37072,4659,17781,15305,2494,334,7126,315,350243,94,3788,166,4.4,5.2,0.06,NA,NA,2.8,0.2,0.6,0,11.6,31,3.6,31,5.2,1.6,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","S2015WI069001",0,14,7,NA,"20201217T052614Z","RELEASE-2021"
"0bc02e74-6a15-49b3-8d57-81ea819d9396","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_3CD1","5_TREE_PIT1_BIOGEO_168-176_3CD1","3Cd1",1,"Regular",2015-06-15,2015-06-15,60,79,77.5,16.6,5.9,NA,NA,10.3,6.3,6.3,16.7,41.3,8.9,4.3,0.7,0.1,0,1,1.008,40733,6399,23195,15158,4167,363,9120,274,349186,110,3324,99,4.6,5.6,0.02,NA,NA,0.7,0,0.4,0,2.8,21,1.1,39,1.4,0.3,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",168,176,172,NA,"20201217T053017Z","RELEASE-2021"
"2fe0fbf4-3f28-462e-9df7-5c687ea2f0cb","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_2BC","5_TREE_PIT1_BIOGEO_107-168_2BC","2BC",1,"Regular",2015-06-15,2015-06-15,35,48,97.2,1.3,1.5,NA,NA,1.3,0,1.6,15,59.8,17.2,3.6,0.5,0.3,0,1,1.003,33709,5227,13825,14816,2910,205,8478,263,364138,102,1614,40,4.9,5.8,0.02,NA,NA,0.2,0,0.1,0,1.6,25,0.3,19,0.4,0.1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",107,168,137.5,NA,"20201217T053017Z","RELEASE-2021"
"50f7eed6-1ded-4377-988c-c9c56647c593","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_BS","5_TREE_PIT1_BIOGEO_17-33_BS","Bs",1,"Regular",2015-06-15,2015-06-15,16,28,74.2,20.3,5.5,NA,NA,10.6,9.7,3.7,16.4,42.5,9.6,2,11.3,0.8,0,11,1.014,39816,4088,16564,14668,2280,410,7084,373,348732,93,2610,105,4.8,5.5,0.05,NA,NA,1.2,0.1,0.2,0,6.3,35,1.5,24,2.3,0.8,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",17,33,25,NA,"20201217T053017Z","RELEASE-2021"
"881b0193-4ed5-4c7e-995a-e6f684be3f30","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_OA","5_TREE_PIT1_BIOGEO_0-2_OA","Oa",1,"Regular",2015-06-15,2015-06-15,16,13,83.2,12,4.8,NA,NA,6.9,5.1,3,17.8,56.7,4.8,0.9,29.6,1.9,0.1,30,1.015,35506,4616,13443,14278,1943,757,7034,392,334432,96,2044,52,5.3,5.8,0.2,NA,NA,4.1,0.4,0.8,0,7.3,NA,5.3,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",0,2,1,NA,"20201217T053017Z","RELEASE-2021"
"7cc32fb0-ec59-4af7-985c-9c59815937fd","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_2E_AND_BT","5_TREE_PIT1_BIOGEO_66-107_2E_AND_BT","2E and Bt",1,"Regular",2015-06-15,2015-06-15,25,28,94.6,2.5,2.9,NA,NA,1.8,0.7,2.4,30.7,48.7,11.5,1.3,0.4,0.5,0,0,1.004,37412,4732,13103,14957,2643,187,8111,245,358922,102,1572,43,4.7,5.8,0.02,NA,NA,0.2,0.1,0.3,0,1.8,33,0.6,33,0.9,0.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",66,107,86.5,NA,"20201217T053017Z","RELEASE-2021"
"56d414bb-5e88-49cd-a81f-746f78ed5ac6","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_A/E","5_TREE_PIT1_BIOGEO_2-17_A/E","A/E",1,"Regular",2015-06-15,2015-06-15,19,46,70.5,22.3,7.2,NA,NA,12.7,9.6,3.8,17.6,34.9,11.8,2.4,22.7,1.7,0,23,1.018,35600,4266,16055,14589,2205,859,6726,357,339937,93,2684,98,4.7,5.4,0.07,NA,NA,3.8,0.2,0.6,0,8.4,8,4.6,55,5,0.4,NA,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",2,17,9.5,NA,"20201217T053017Z","RELEASE-2021"
"fb821127-12c6-4ddd-9502-920b71827764","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_E1","5_TREE_PIT1_BIOGEO_33-52_E1","E",1,"Regular",2015-06-15,2015-06-15,17,24,70.1,25.3,4.6,NA,NA,13.3,12,4.4,15.5,41.9,6.5,1.8,5.5,0.5,0,6,1.01,38340,4154,16592,15089,2697,374,7378,189,334132,95,2772,106,4.7,5.5,0.03,NA,NA,0.3,0.1,0.1,0,3.8,58,0.5,13,1.2,0.7,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",33,52,42.5,NA,"20201217T053017Z","RELEASE-2021"
"bf4cb753-c9de-49f8-afa8-6c0382101c0b","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_E/B","5_TREE_PIT1_BIOGEO_52-66_E/B","E/B",1,"Regular",2015-06-15,2015-06-15,31,61,71.9,23.4,4.7,NA,NA,12.8,10.6,4,18.1,44.1,2.8,2.9,2.9,0.4,0,3,1.009,37257,4589,19539,15445,2788,331,7660,266,351311,97,3162,124,4.6,5.6,0.03,NA,NA,0.4,0.1,0.3,0,3.4,47,0.8,24,1.5,0.7,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",52,66,59,NA,"20201217T053017Z","RELEASE-2021"
"7b192c6e-850d-4acc-b7ea-4e067724be6e","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_2E_AND_BT","5_TREE_PIT1_BIOGEO_1","2E and Bt",1,"Audit",2015-06-15,2015-06-15,28,25,95,2.5,2.5,NA,NA,1.9,0.6,2.1,28.7,50.1,12.7,1.4,0.4,0.2,0,0,1.004,36962,4704,13231,15036,2744,182,8119,266,367578,103,1616,41,4.7,5.7,0.02,NA,NA,0.2,0,0.2,0,1.7,43,0.4,24,0.7,0.3,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",66,107,86.5,NA,"20201217T053017Z","RELEASE-2021"
"639e6f53-ebae-4ed9-b505-8801a6c3db89","D05","TREE","MEGAPT100999","D05_TREE_PIT1","5_TREE_PIT1_3CD2","5_TREE_PIT1_BIOGEO_176-200_3CD2","3Cd2",1,"Regular",2015-06-15,2015-06-15,53,86,81,14.4,4.6,NA,NA,7.4,7,6.9,20,38.2,11.2,4.7,0.7,0.1,0,1,1.007,39102,5774,20792,16269,3495,335,9177,305,356116,109,3138,97,4.7,5.7,0.02,NA,NA,0.8,0,0.5,0,3,13,1.3,43,1.5,0.2,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2015USWI070",176,200,188,NA,"20201217T053017Z","RELEASE-2021"
"1450923d-dbf8-4525-a3b2-ed90193b5213","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_BS","5_UNDERC_PIT1_8-15_BIOGEO_BS","Bs",1,"Regular",2013-09-09,2013-09-09,34,71,62.6,32.1,5.3,NA,NA,13.4,18.7,15,23.9,19.7,3,1,19.7,1.4,0.2,20,1.014,37093,4956,21711,15204,3655,294,8190,307,298575,74,4342,210,4.7,5.6,0.03,NA,NA,0.7,0.1,0.2,0,6.9,64,1,14,2.8,1.8,NA,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",8,15,11.5,NA,"20201217T020817Z","RELEASE-2021"
"518d9e56-18f8-4e45-a478-dd777b9636b9","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_BS2","5_UNDERC_PIT1_31-48_BIOGEO_BS2","BS2",1,"Regular",2013-09-09,2013-09-09,65,50,55.8,40.9,3.3,NA,NA,14.5,26.4,21.1,23.7,7.8,2.4,0.8,5.8,0.4,0.1,6,1.009,42969,7117,21994,16814,4479,305,11411,390,354253,96,5157,295,4.8,5.7,0.02,NA,NA,0.3,0,0.1,0,3.7,75,0.4,11,1.6,1.2,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",31,48,39.5,NA,"20201217T020817Z","RELEASE-2021"
"8640b4c3-8960-46ca-8421-c20482c91e32","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_2BT1","5_UNDERC_PIT1_57-83_BIOGEO_2BT1","2Bt1",1,"Regular",2013-09-09,2013-09-09,0,0,9,68.4,22.6,NA,NA,38.4,30,7.3,1.6,0.1,0,0,1.3,0.5,0.1,1,1.019,61744,9741,35439,18453,8702,563,13938,463,317788,113,6611,287,5.3,6.3,0.02,NA,NA,7.9,0.1,4.2,0,9.9,NA,12.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",57,83,70,NA,"20201217T020817Z","RELEASE-2021"
"367a53da-84de-45b1-a95c-68db41e0d91e","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_A","5_UNDERC_PIT1_0-8_BIOGEO_A","A",1,"Regular",2013-09-09,2013-09-09,13,17,62.3,32,5.7,NA,NA,12.7,19.3,16.1,26.1,15.9,3.5,0.7,39.9,2.4,0.3,40,1.021,34820,5298,19372,14452,3527,320,7680,403,335267,73,3817,188,4.8,5.9,0.08,NA,NA,3.3,0.2,0.9,0,11.4,21,4.4,39,5.6,1.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",0,8,4,NA,"20201217T020817Z","RELEASE-2021"
"1a60675c-d7e3-471e-a54e-7e7781634c33","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_A","5_UNDERC_PIT1_BIOGEO1","A",1,"Audit",2013-09-09,2013-09-09,10,13,63.1,36.4,0.5,NA,NA,12.5,23.9,14.9,25.6,17.8,4,0.8,72.4,3.6,0.4,72,1.022,36093,5913,20944,14225,4022,353,7777,461,330025,76,4023,187,4.7,5.8,0.09,NA,NA,3.4,0.2,0.9,0,11.9,22,4.5,38,5.8,1.3,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",0,8,4,NA,"20201217T020817Z","RELEASE-2021"
"afbdc37b-ae1e-410a-8c85-b4e00039088f","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_2BT2","5_UNDERC_PIT1_83-114_BIOGEO_2BT2","2Bt2",1,"Regular",2013-09-09,2013-09-09,0,0,8.5,69.6,21.9,NA,NA,39.7,29.9,7.4,1,0.1,0,0,1.3,0.3,0,1,1.019,61090,10677,35106,18152,8872,601,14081,497,312667,115,6480,280,5.5,6.4,0.02,NA,NA,8.4,0.2,4.5,0,10.1,NA,13.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",83,114,98.5,NA,"20201217T020817Z","RELEASE-2021"
"e28844cb-74fa-4e07-80a0-587b9b7a7ff0","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_E","5_UNDERC_PIT1_15-23_BIOGEO_E","E",1,"Regular",2013-09-09,2013-09-09,23,40,48.3,45.3,6.4,NA,NA,21.2,24.1,14.5,19,11.4,2.8,0.6,14.2,0.9,0.1,14,1.012,35850,3733,18122,15116,2215,219,8158,213,366342,73,5256,271,4.6,5.6,0.02,NA,NA,0.7,0,0.1,0,6.3,73,0.8,13,3,2.2,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",15,23,19,NA,"20201217T020817Z","RELEASE-2021"
"34872d9b-750e-4547-b6e8-c3cb776147bc","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_3C2","5_UNDERC_PIT1_147-200_BIOGEO_3C2","3C2",1,"Regular",2013-09-09,2013-09-09,0,0,57.9,36.8,5.3,NA,NA,10.8,26,31.9,24.1,1.8,0.1,0,0.9,0.1,0,1,1.008,45405,8522,25358,17854,5169,429,12147,396,337831,101,5426,308,5,6,0.02,NA,NA,3.1,0.1,1.1,0,4.4,4,4.3,98,4.5,0.2,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",147,200,173.5,NA,"20201217T020817Z","RELEASE-2021"
"2b97cee1-d2e3-4d97-935e-e73fe4943919","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_E/BX","5_UNDERC_PIT1_48-57_BIOGEO_E/BX","E/Bx",1,"Regular",2013-09-09,2013-09-09,0,0,18.6,59.4,22,NA,NA,33.4,26,12.3,5.6,0.6,0.1,0,1.4,0.3,0.1,1,1.015,58982,7281,33313,18580,7776,487,12793,320,323891,100,6287,290,4.9,5.9,0.02,NA,NA,5.1,0.1,2.7,0,9.1,7,7.9,87,8.5,0.6,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",48,57,52.5,NA,"20201217T020817Z","RELEASE-2021"
"62e0e943-9043-46fa-bac0-9fcba081b054","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_2C1","5_UNDERC_PIT1_114-147_BIOGEO_2C1","2C1",1,"Regular",2013-09-09,2013-09-09,0,0,11.6,71.2,17.2,NA,NA,36.7,34.5,9.8,1.6,0.1,0.1,0,1,0.8,0.1,1,1.017,58291,10166,32826,17347,7874,554,14270,443,321370,114,6444,307,5.7,6.6,0.03,NA,NA,7.3,0.1,3.7,0,8.9,NA,11.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",114,147,130.5,NA,"20201217T020817Z","RELEASE-2021"
"4718e816-6bf4-4df1-84f8-43c0d5a6529a","D05","UNDE","MEGAPT101001","5_UNDERC_PIT1","5_UNDERC_PIT1_BS1","5_UNDERC_PIT1_23-31_BIOGEO_BS1","BS1",1,"Regular",2013-09-09,2013-09-09,45,88,54.5,38.9,6.6,NA,NA,15.4,23.5,17.6,20.5,13.4,2.6,0.4,15.1,1,0.1,15,1.019,44506,6144,26420,15369,4581,295,9508,620,337752,84,5316,248,4.7,5.5,0.02,NA,NA,0.4,0,0,0,9.3,87,0.4,4,3,2.6,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2013USMI131",23,31,27,NA,"20201217T020817Z","RELEASE-2021"
"2da7fcd1-8016-4c68-80f3-a975f5ef2f5b","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BTK","6_KONZAAG_PIT1_BIOGEO_156-206_BTK","Btk",1,"Regular",2014-08-04,2014-08-04,0,0,4.8,61.9,33.3,1.3,NA,30.9,31,4.5,0.1,0.1,0.1,0,3.7,1.8,0.1,2,1.043,62842,11040,25743,20395,7257,516,8169,504,322053,159,4135,179,7.7,8.3,0.22,NA,10,28.9,0.7,4.5,0,20,NA,34.1,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USKS075",156,206,181,NA,"20201217T035348Z","RELEASE-2021"
"bf2a0267-c6d0-4e39-8d4c-73e13d283517","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BTSS","6_KONZAAG_PIT1_BIOGEO_89-119_BTSS","Btss",1,"Regular",2014-08-04,2014-08-04,131,0,1.6,53.8,44.6,NA,NA,36.1,17.7,1.3,0.2,0.1,0,0,4.5,2.2,0,4,1.063,68300,7645,28600,21475,7873,543,7228,382,309657,140,4054,149,7,7.7,0.11,NA,0,21.7,0.8,5.7,0,27.7,NA,28.2,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USKS075",89,119,104,NA,"20201217T035348Z","RELEASE-2021"
"686d0ddb-4a86-4fdc-a281-ac68aaf6e78e","D06","KONA","MEGAPT100977","6_KONZAAG_PIT1","6_KONZAAG_PIT1_BT2","6_KONZAAG_PIT1_BIOGEO_BIOGEO1_BT2","Bt2",1,"Audit",2014-08-04,2014-08-04,0,0,3.3,52.4,44.3,NA,NA,30.1,22.3,2.2,0.8,0.2,0.1,0,10.7,2.3,0.1,11,1.061,66971,6598,27982,21341,7415,599,6425,341,311393,113,4139,159,6.1,6.8,0.11,NA,NA,20.6,0.7,5.2,0,27.5,NA,26.5,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USDA NRCS Kellogg Soil Survey Laboratory - Lincoln - NE","I2014USKS075",31,54,42.5,NA,"20201217T035348Z","RELEASE-2021"
