,dnaSampleID,collectDate,long,lat,spi30d,spi90d,spi180d,spi270d,spi1y,spi2y,spi5y,spei30d,spei90d,spei180d,spei270d,spei1y,spei2y,spei5y,test
338,UKFS_003-M-20160718-COMP-DNA1,2016-07-18,-95.188064,39.052642,0.029999999329447746,0.5400000214576721,-0.17000000178813934,0.800000011920929,0.4699999988079071,0.6299999952316284,-1.0099999904632568,0.029999999329447746,0.5400000214576721,-0.38999998569488525,0.029999999329447746,0.029999999329447746,0.4699999988079071,-1.2799999713897705,-95.188064
339,LAJA_051-M-20171127-COMP-DNA1,2017-11-27,-67.075175,18.022074,,,,,,,,,,,,,,,-67.075175
340,SOAP_031-M-20180531-COMP-DNA1,2018-05-31,-119.252227,37.035342,-1.690000057220459,0.7099999785423279,-0.10000000149011612,-0.3199999928474426,-0.3199999928474426,0.8999999761581421,-0.46000000834465027,-0.7099999785423279,0.7099999785423279,-0.10000000149011612,-0.3199999928474426,-0.23999999463558197,0.800000011920929,-0.5400000214576721,-119.252227
341,GRSM_006-O-20170717-COMP-DNA1,2017-07-17,-83.645325,35.6789,-0.3199999928474426,0.7099999785423279,0.4699999988079071,-0.029999999329447746,-0.7099999785423279,-1.0099999904632568,2.0899999141693115,-0.17000000178813934,0.7099999785423279,0.38999998569488525,-0.23999999463558197,-1.0099999904632568,-1.0099999904632568,-0.38999998569488525,-83.645325
342,STEI_001-M-20170705-COMP-DNA1,2017-07-05,-90.092743,45.812246,1.4500000476837158,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.4500000476837158,1.2799999713897705,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.4500000476837158,-90.092743
343,UKFS_005-M-20160718-COMP-DNA1,2016-07-18,-95.204735,39.054509,0.029999999329447746,0.5400000214576721,-0.17000000178813934,0.800000011920929,0.4699999988079071,0.6299999952316284,-1.0099999904632568,0.029999999329447746,0.5400000214576721,-0.38999998569488525,0.029999999329447746,0.029999999329447746,0.4699999988079071,-1.2799999713897705,-95.204735
344,OSBS_023-O-20170711-COMP-DNA1,2017-07-11,-81.985527,29.722597,1.4500000476837158,1.690000057220459,1.1299999952316284,0.7099999785423279,1.1299999952316284,2.0899999141693115,2.0899999141693115,1.4500000476837158,1.690000057220459,1.0099999904632568,0.38999998569488525,0.17000000178813934,1.1299999952316284,2.0899999141693115,-81.985527
345,DSNY_003-M-20170829-COMP-DNA1,2017-08-29,-81.425532,28.074209,-0.10000000149011612,1.1299999952316284,-0.17000000178813934,-0.23999999463558197,0.10000000149011612,0.8999999761581421,2.0899999141693115,-0.17000000178813934,1.1299999952316284,-0.800000011920929,-0.800000011920929,-0.7099999785423279,0.3199999928474426,2.0899999141693115,-81.425532
346,OAES_044-M-20180530-COMP-DNA1,2018-05-30,-99.059225,35.404309,-1.0099999904632568,-1.4500000476837158,-1.4500000476837158,-1.690000057220459,-1.1299999952316284,-0.38999998569488525,-0.6200000047683716,-1.4500000476837158,-1.4500000476837158,-1.4500000476837158,-1.4500000476837158,-1.0099999904632568,-0.6200000047683716,-0.6200000047683716,-99.059225
347,MOAB_046-M-20170523-COMP-DNA1,2017-05-23,-109.392292,38.248084,-0.3199999928474426,-1.2799999713897705,-0.800000011920929,-0.800000011920929,-0.800000011920929,0.3199999928474426,0.029999999329447746,0.38999998569488525,-0.800000011920929,-0.46000000834465027,-0.7099999785423279,-0.6200000047683716,0.4699999988079071,0.800000011920929,-109.392292
348,BLAN_003-M-20170713-COMP-DNA1,2017-07-13,-77.963659,39.078872,0.8999999761581421,1.2799999713897705,0.6299999952316284,0.029999999329447746,0.23999999463558197,0.4699999988079071,0.6299999952316284,0.5400000214576721,1.0099999904632568,0.3199999928474426,-0.38999998569488525,-0.3199999928474426,-0.10000000149011612,0.3199999928474426,-77.963659
349,OAES_044-M-20160808-COMP-DNA1,2016-08-08,-99.059225,35.404309,-0.23999999463558197,-1.0099999904632568,-0.8999999761581421,-0.5400000214576721,-1.4500000476837158,-0.029999999329447746,-1.1299999952316284,-0.46000000834465027,-0.6200000047683716,-0.800000011920929,-0.5400000214576721,-0.7099999785423279,-0.10000000149011612,-1.1299999952316284,-99.059225
350,SCBI_004-M-20170717-COMP-DNA1,2017-07-17,-78.146458,38.896938,-0.3199999928474426,0.8999999761581421,0.6299999952316284,0.029999999329447746,0.5400000214576721,0.7099999785423279,0.7099999785423279,-0.6200000047683716,1.0099999904632568,0.17000000178813934,-0.3199999928474426,0.10000000149011612,0.17000000178813934,0.23999999463558197,-78.146458
351,ORNL_021-M-20170619-COMP-DNA1,2017-06-19,-84.221347,35.955641,0.38999998569488525,1.0099999904632568,0.7099999785423279,0.3199999928474426,-0.029999999329447746,0.23999999463558197,2.0899999141693115,0.029999999329447746,0.7099999785423279,0.38999998569488525,-0.17000000178813934,-0.8999999761581421,-0.38999998569488525,-0.800000011920929,-84.221347
352,ORNL_046-O-20170621-COMP-DNA1,2017-06-21,-84.285882,35.964418,0.029999999329447746,0.8999999761581421,0.6299999952316284,0.17000000178813934,-0.46000000834465027,0.10000000149011612,2.0899999141693115,-0.029999999329447746,0.5400000214576721,0.17000000178813934,-0.38999998569488525,-0.8999999761581421,-0.38999998569488525,-0.8999999761581421,-84.285882
