"","verticalPosition","VSWC_ann_mean","VSWC_ann_var","VSWC_max","VSWC_min","VSWC_median","VSWC_range","VSIC_ann_mean","VSIC_ann_var","VSIC_max","VSIC_min","VSIC_median","VSIC_range","days","siteID","horizon"
"209","506",0.0962448807752242,0.0539344621414857,0.280881565656566,0.02513890625,0.0836839349856322,0.255742659406566,1363.87962046554,118.561483848723,1972.99405885944,1136.70439595582,1350.27579038526,836.289662903619,339.5,"CLBJ","NA"
"210","507",0.12432620570327,0.0484509170837015,0.335978571428571,0.04273046875,0.10890390625,0.293248102678571,1685.92508215789,294.108275790047,2759.37394764239,1159.60326644101,1596.93662580269,1599.77068120138,331.5,"CLBJ","NA"
"211","508",0.202752616463243,0.0351793929028291,0.319423632478632,0.137248066057333,0.196206233974359,0.1821755664213,1740.62062014212,206.878086917596,3016.71060629473,1441.45110363895,1666.95148211382,1575.25950265578,303.5,"CLBJ","NA"
"212","501",0.319429055785572,0.0771615793375434,0.39965,0.01042,0.3374046875,0.38923,1968.27917913559,506.346458329515,4335.84386956522,1493.48173333333,1777.72734375,2842.36213623188,265,"LAJA","O"
"213","504",0.191810526396769,0.0560846488687585,0.302010416666667,0.0743,0.19886484375,0.227710416666667,1948.06617076629,369.686862527708,3245.65115151515,1558.85079166667,1811.93606710526,1686.80035984848,350,"LAJA","NA"
"214","505",0.250468180847781,0.0487870069704743,0.343633766233766,0.147353773584906,0.239637083333333,0.196279992648861,1980.96748831046,587.83928724774,3754.24644174757,1471.21322869955,1594.94675953241,2283.03321304802,360,"LAJA","NA"
"215","506",0.176826067525083,0.035402450848359,0.290729166666667,0.0755765957446809,0.190257291666667,0.215152570921986,1899.85823587227,409.823825573528,2910.5813628692,1550.01153403141,1675.15313333333,1360.56982883778,360,"LAJA","NA"
"216","507",0.290560097117356,0.102076387713644,0.399966666666667,0,0.324203645833333,0.399966666666667,1934.93290453401,213.630089852311,2844.67409302326,1649.37545754717,1834.10269977241,1195.29863547609,276,"LAJA","NA"
"217","501",0.182800798950423,0.0304146603044393,0.240398780487805,0.0985173076923077,0.179428645833333,0.141881472795497,1148.08184066297,62.2792559684128,1756.26175418994,959.111578125,1149.43795052083,797.150176064944,332,"HARV","O"
"218","502",0.129555446306225,0.0523650718365458,0.260329861111111,0.0452680555555556,0.126857599803665,0.215061805555556,1103.95207830514,49.742518127546,1379.35403703704,1001.42513475177,1102.06856417112,377.928902285264,332,"HARV","M"
"219","503",0.109398446425029,0.0492401181594014,0.215923410087719,0.0248616180981595,0.115338783204352,0.19106179198956,984.036861882847,86.0003983392411,1424.86607832226,798.823238738739,973.750231765339,626.042839583524,347,"HARV","NA"
"220","504",0.146933373159816,0.0296622255072098,0.234932291666667,0.0744388020833333,0.142935454999287,0.160493489583333,1023.33547805272,136.10509045272,2193.72132124204,872.615287908755,989.760983173304,1321.10603333328,347,"HARV","NA"
"221","505",0.106183742142441,0.0344261290303251,0.217329861111111,0.0383803819444444,0.108199739583333,0.178949479166667,915.839683348302,70.2396440607815,1880.65899511241,799.858401041667,912.618132792192,1080.80059407075,347,"HARV","NA"
"222","506",0.156868170972696,0.058361148224037,0.301015277777778,0.0567349927325581,0.170619370567376,0.24428028504522,1078.94820383877,47.2666823259891,1234.93870833333,928.445959242695,1067.02562316176,306.492749090638,347,"HARV","NA"
"223","501",0.136272779479963,0.0355323135575332,0.210917977150538,0.0252596153846154,0.141024262652705,0.185658361765922,1264.61527838041,208.65008034233,3326.74798214286,935.728405660377,1226.8799662166,2391.01957648248,335.5,"TREE","O"
"224","502",0.144448593386861,0.0323686669369225,0.208948605769231,0.0416649659863946,0.145495438762626,0.167283639782836,1048.02121288775,62.1829809997565,1252.79049931243,775.706581632653,1051.33837714487,477.083917679778,344,"TREE","M"
"225","503",0.070929856747376,0.0254608882236563,0.123863541666667,0.0268394731509625,0.0811707291666667,0.0970240685157042,855.205625563257,170.57389304625,1920.41459028305,626.913368292683,811.619079087313,1293.50122199037,349,"TREE","NA"
"226","504",0.0376690863964464,0.0163682796870403,0.108985161198413,0.0157761458333333,0.0339492074823042,0.0932090153650799,809.19878021532,251.621150308143,2511.1352867621,574.08295495786,726.48343533874,1937.05233180424,349.5,"TREE","NA"
"227","505",0.059811154733106,0.0266835390741818,0.156121757550336,0.0214914583333333,0.0612280844815563,0.134630299217002,1109.91660651658,287.375383697676,2116.95600151177,740.654527380952,1026.40449894971,1376.30147413081,349.5,"TREE","NA"
"228","506",0.139865892771171,0.0326476047327193,0.234462895927602,0.0552141666666667,0.142513188976958,0.179248729260935,1113.6921774309,144.27253342504,2164.57426615021,956.99496184803,1083.02531721192,1207.57930430218,349.5,"TREE","NA"
"229","507",0.170323762093025,0.0355406832520873,0.245258264293178,0.0761553232758621,0.17320466407496,0.169102941017316,1198.69977684609,186.860938306457,2198.71312093789,1041.97208721053,1139.7712525463,1156.74103372735,349.5,"TREE","NA"
"230","508",0.208506941897255,0.0200831033453715,0.273517003205128,0.15393190376569,0.205998174750903,0.119585099439438,1237.45830948006,140.431380512749,2366.40634034306,1102.34268132538,1208.94554453782,1264.06365901768,349.5,"TREE","NA"
"231","501",0.076267538675715,0.0722040263976823,0.383576,0.01165625,0.0523022916666667,0.37191975,2389.52355488945,623.85662094781,4307.25400421941,1594.36914285714,2160.45700208333,2712.88486136227,342,"GUAN","O"
"232","502",0.202277575342619,0.086835964254166,0.398466666666667,0.0760570833333333,0.197373333333333,0.322409583333333,1652.62635693163,81.3411626230654,1787.42988317757,1487.49333333333,1667.07456666667,299.936549844237,291,"GUAN","M"
"233","503",0.171536630284797,0.0634879829412515,0.384536842105263,0.0807458333333333,0.168202604166667,0.30379100877193,1655.85704688609,94.8359828770736,1859.7690375,1465.459675,1640.36157916667,394.3093625,325,"GUAN","NA"
"234","504",0.19708569739561,0.0832999840892855,0.39528,0.0445,0.20243125,0.35078,1654.60481649483,95.7959209489725,2273.89333333333,1425.70497916667,1628.6083702219,848.188354166667,306,"GUAN","NA"
"235","505",0.2197206297429,0.0358434922990029,0.255614583333333,0.105883333333333,0.232515625,0.14973125,1453.62948939936,60.624223930454,1552.08082539683,1297.33562903226,1471.49336885246,254.745196364567,350,"GUAN","NA"
"236","506",0.246520046109488,0.0542063837315797,0.340566666666667,0.137321238938053,0.256251438109913,0.203245427728614,1303.34068696235,30.9829234223516,1537.3697962963,1221.81749189189,1296.71984481793,315.552304404404,350,"GUAN","NA"
"237","507",0.1893479813585,0.0310088299633431,0.2116,0.118719583333333,0.205336458333333,0.0928804166666667,2032.89757639658,62.2245306276397,2211.55861780105,1459.80664912281,2042.35784189189,751.75196867824,350,"GUAN","NA"
"238","508",0.22334634962803,0.0192185417007355,0.249358928571429,0.17885375,0.230471440972222,0.0705051785714286,1543.0072476831,22.769680554677,1600.24749166667,1506.63664166667,1536.65085003687,93.61085,350,"GUAN","NA"
"239","501",0.236598715594926,0.0578966861690068,0.3933,0.118731458333333,0.234276442314522,0.274568541666667,1605.0490904929,148.078557996665,2138.4888625,1411.99684085948,1555.09077135417,726.492021640521,332,"KONZ","O"
"240","502",0.197825878397209,0.140140490574586,0.387308888888889,0.0472383333333333,0.108511520737327,0.340070555555556,1453.23841593077,79.3575108313245,1664.05429166667,1228.90349166667,1452.554625,435.1508,313,"KONZ","M"
"241","503",0.221112950991762,0.0632540635611878,0.319266023284314,0.128851979166667,0.187696083333333,0.190414044117647,1509.95182633011,64.9550450695443,1732.67326666667,1314.69665062389,1510.46564166667,417.976616042781,338.5,"KONZ","NA"
"242","504",0.132083672341232,0.0770468923495467,0.398078671328671,0.00809833333333333,0.112343125,0.389980337995338,1524.53739654991,142.700068150899,1942.20968238994,1246.42471769462,1490.89319243741,695.784964695319,271.5,"KONZ","NA"
"243","505",0.139598998149765,0.0541966156239712,0.262299045138889,0.0858949145299145,0.116933570075758,0.176404130608974,1573.00280710875,119.414183796862,1858.75235328947,1391.75479480089,1562.74108472305,466.997558488589,338.5,"KONZ","NA"
"244","506",0.27831809216662,0.0628034679009169,0.374253787878788,0.141882708333333,0.248074166666667,0.232371079545455,1468.81194517911,33.5115848264985,1602.71562605042,1386.22973263889,1466.05250416667,216.485893411531,327,"KONZ","NA"
"245","507",0.160228504795804,0.0470426607785039,0.304446006944444,0.0910652072425829,0.148756792625523,0.213380799701862,1482.61288938154,204.553584439475,2259.6236450715,1164.74313611111,1441.18752968833,1094.88050896038,338.5,"KONZ","NA"
"246","508",0.239778196937761,0.0421332329931688,0.322165392525036,0.179862239583333,0.218875768849206,0.142303152941702,1691.38394982129,154.320182277749,2981.06422712531,1475.14335638165,1658.22560548611,1505.92087074365,338.5,"KONZ","NA"
"247","502",0.04370376821165,0.0326561135909933,0.139777966101695,0,0.0403947598253275,0.139777966101695,1117.85611057468,462.265711304892,3016.0775754717,189.444,1054.52166666667,2826.6335754717,259,"BONA","M"
"248","503",0.0898151906022843,0.0767929142829984,0.26775453125,0.00891041666666667,0.0668649588323353,0.258844114583333,1007.86733572744,359.421425463277,1998.62588309326,451.566395833333,1100.79586526616,1547.05948725993,327,"BONA","NA"
"249","504",0.171520932341629,0.124090959663434,0.36572030075188,0.0262,0.119826315789474,0.33952030075188,1193.11253794375,230.61576799387,2706.70274553571,733.726,1190.43620640866,1972.97674553571,312,"BONA","NA"
"250","505",0.122544254604679,0.0791226609075449,0.313428125,0.02145,0.0910807437407953,0.291978125,1075.44697384741,147.942467970708,2446.22556648352,690.0215,1057.37268654088,1756.20406648352,301.5,"BONA","NA"
"251","506",0.0542819583519179,0.023289243190606,0.204166666666667,0.0179,0.0510238636363636,0.186266666666667,1355.09972168816,748.677333816358,8783.4795,740.297,1213.77628571429,8043.1825,354,"BONA","NA"
"252","507",0.0467245431884571,0.0279850460579084,0.3997,0.01945,0.0447666666666667,0.38025,1362.22315398282,198.628256132826,2030.3075,702.216,1332.92513392857,1328.0915,315,"BONA","NA"
