plotID,horizon,sandTotal,siltTotal,clayTotal,bulkDensThirdBar,bulkDensOvenDry,waterRetentionThirdBar,caco3Conc,gypsumConc,phCacl2,phH2o,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,so4Satx,alKcl,feKcl,mnKcl,alSatCecd33,carbonTot,nitrogenTot,ctonRatio,estimatedOC,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate
GRSM_012,M,52.2,29.866666666666667,17.933333333333334,1.35,1.4,20.6,NaN,NaN,4.266666666666667,4.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.866666666666667,NaN,6.033333333333333,95.33333333333333,52.9,2.8666666666666667,17.333333333333332,53,0.46,0.6033333333333333,64.83333333333333,156.23333333333335,0.03666666666666667
GRSM_012,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.8,4.4,NaN,0,2.2,0.8,0,1.35,0.1,282.4,0,1.3,1.3,0.4,0,0.3,0.3,4.4,3.4,2.5,NaN,174.2,17,300.2,14.7,20,300,0.19,0.34,261.9,280.8,0.01
GRSM_017,M,67.89999999999999,25.433333333333334,6.666666666666667,1.2433333333333334,1.2866666666666666,14.833333333333334,NaN,NaN,4.4,4.533333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4333333333333333,NaN,11.033333333333333,95,10.299999999999999,0.6666666666666666,14.666666666666666,10,0.15333333333333332,0.33,470.76666666666665,152.86666666666665,0.01
GRSM_019,M,21.7,58.349999999999994,19.95,1.6,1.62,18.4,NaN,NaN,4.300000000000001,4.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.85,NaN,3.5500000000000003,96.5,14.95,1.2,11.5,15,0.19,0.235,57.9,96.9,0.01
GRSM_019,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.7,4.7,NaN,0,0.4,0.8,0,0.67,0.4,349.6,0,1.1,0.3,0.5,0,0.1,0.5,4.4,1.4,3.7,NaN,162.5,40,307.9,12.9,24,308,0.2,0.33,196,386.7,0.01
GRSM_020,M,43.53333333333333,34.43333333333333,22.033333333333335,0.98,1.0366666666666666,25.166666666666664,NaN,0,4.133333333333333,4.3999999999999995,NaN,0,6.55,0.4,0,1.37,0.05,78.65,0,0.44999999999999996,2.1,0.35,0,10.95,0,4.4,0.05,4.166666666666667,NaN,25.166666666666668,70.66666666666667,37.766666666666666,3.2666666666666666,11.666666666666666,37.666666666666664,0.39666666666666667,0.7166666666666667,403.8333333333333,443.43333333333334,0.02
GRSM_022,M,35.45,34.75,29.8,0.9750000000000001,1.05,40.150000000000006,NaN,NaN,4.25,4.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.8,NaN,13.649999999999999,90,45.45,2.9,16,45.5,0.51,0.5,459.95000000000005,285,0.025
GRSM_022,O,42.6,32.5,24.9,NaN,NaN,NaN,NaN,0,4,4.5,NaN,0,1.3,0.8,0,1.65,0.1,181.3,0,2.4,1.6,0.8,0,8.4,0,4.5,2,4.6,NaN,117.3,49,154.3,9.8,16,154,0.37,0.34,267.4,462.6,0.01
GRSM_025,M,44.95,42.1,12.95,0.95,1.08,48.85,NaN,0,3.9499999999999997,3.9,NaN,0,0.5,0.4,0,1.3,0.1,86.1,0,0.3,1.4,0.5,0,10.5,0,3.8,0.1,6.6,NaN,1.2,98,44.05,2.8,16,44,0.39,1.42,38.6,406.75,0.025
GRSM_025,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.8,4.6,NaN,0,0.6,1.6,0,1.48,0.1,469.6,0,1.8,0.4,0.6,0,4.2,0.4,4.3,1.9,5,NaN,77.4,31,394,21.3,18,394,0.28,0.56,68.7,533.8,0.01
GRSM_026,M,23.700000000000003,49.2,27.1,NaN,NaN,NaN,NaN,NaN,4.35,4.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3,NaN,4.5,95.5,24.200000000000003,1.25,18.5,24.5,0.22500000000000003,0.16999999999999998,28,77.4,0.015
GRSM_026,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.4,4.2,NaN,0,0.3,0.7,0,0.62,0.2,382.8,0,1,0.3,0.5,0,0.1,1.3,4.1,1,5,NaN,114.6,40,348.1,12,29,348,0.18,0.18,93.9,290.1,0
GUAN_001,M,33.7,31.2,35.1,NaN,NaN,NaN,636.6666666666666,0,7.866666666666666,8.366666666666667,NaN,0,7,0.6499999999999999,0,0.8500000000000001,0.2,100.45,6.7,0.5,2.35,0.5,0,0,0,7.55,0.4,NaN,NaN,NaN,NaN,109.56666666666666,3.3333333333333335,9.5,33.666666666666664,0.08666666666666667,0.026666666666666665,104.03333333333333,187.43333333333334,0.02666666666666667
GUAN_002,M,11.3,23.4,65.30000000000001,NaN,NaN,NaN,125,0,7.7,8.05,NaN,0,12.850000000000001,1.6,0,1.33,0.7,191.5,9.9,0.6000000000000001,2.85,1.1,0,0,0,7.4,0.8,NaN,NaN,NaN,NaN,172,13.05,12,157,0.275,0.12,433.75,280.79999999999995,0.07500000000000001
GUAN_003,M,33.15,41.4,25.450000000000003,NaN,NaN,NaN,540,0,7.8,8.233333333333333,NaN,0,9.1,0.9333333333333333,0,1.0466666666666666,0.4,201.4,7.533333333333333,0.3333333333333333,3.8666666666666667,0.6333333333333333,0,0.06666666666666667,0,7.633333333333334,0.7666666666666667,NaN,NaN,NaN,NaN,219.9,11.833333333333332,12.5,155,0.23666666666666666,0.05333333333333334,139.29999999999998,342.06666666666666,0.02
GUAN_004,M,6.4,24.9,68.7,NaN,NaN,NaN,25,0,7.6,8.149999999999999,NaN,0,6,0.6499999999999999,0,0.69,0.4,138.5,4.199999999999999,0.2,1.25,0.6499999999999999,0,0,0,7.65,0.25,NaN,NaN,NaN,NaN,91.85,8.85,10,89,0.95,0.15500000000000003,755.75,605.75,0.12
GUAN_006,M,24.1,23.3,52.6,NaN,NaN,NaN,390,0,7.7,8,NaN,0,11.100000000000001,1,0,1.105,0.2,164.60000000000002,8.5,0.6,1.45,0.55,0.2,0,0,7.5,0.9,NaN,NaN,NaN,NaN,219.35000000000002,14.85,11.5,172.5,0.36,0.08,294.65,1269.4,0.055
GUAN_008,M,7.2,17.066666666666666,75.73333333333333,NaN,NaN,NaN,13.333333333333334,0,7.4,7.933333333333334,NaN,0,6.699999999999999,0.6333333333333333,0,0.8566666666666667,0.7000000000000001,159.33333333333331,5.366666666666666,0.13333333333333333,2.8333333333333335,0.9,0,0,0,7.3,0.3333333333333333,NaN,NaN,NaN,NaN,109.1,9.1,11.333333333333334,107.33333333333333,0.6133333333333334,0.14666666666666667,1107.7666666666667,447.8,0.06333333333333334
GUAN_009,M,22.1,26.866666666666667,51.03333333333333,NaN,NaN,NaN,383.3333333333333,0,7.833333333333333,8.066666666666666,NaN,0,10.366666666666667,24.666666666666664,0,3.6566666666666663,0,91.43333333333334,6.166666666666666,0.36666666666666664,2.3666666666666667,25.46666666666667,0,0,0,7.466666666666667,4.366666666666667,NaN,NaN,NaN,NaN,83.9,3.7333333333333334,10,37.666666666666664,0.10666666666666667,0.06333333333333334,216.1,451,0.04
GUAN_010,M,45.25,17.55,37.2,NaN,NaN,NaN,480,0,7.949999999999999,8.35,NaN,0,7.1499999999999995,0.7000000000000001,0,0.725,0.30000000000000004,102.15,4.7,0.3,0.95,0.45,0,0.05,0.2,7.85,0.55,NaN,NaN,NaN,NaN,146.15,6.75,10,88.5,0.14,0.03,108.1,195.8,0.03
GUAN_012,M,79.4,14.8,5.8,NaN,NaN,NaN,450,0,7.949999999999999,8.4,NaN,0,9.8,1.1,0,1.07,0,196,8.2,0.4,1.9,0.7,0.8,0.1,0,7.4,0.6,NaN,NaN,NaN,NaN,185.45,9.1,12,131,0.135,0.04,139.25,429.35,0.03
GUAN_013,M,NaN,NaN,NaN,NaN,NaN,NaN,220,0,7.7,8.1,NaN,0,11.5,1.9,0,1.3,0,222.4,11,0.7,3.7,1.4,0,0,0,7.4,1.2,NaN,NaN,NaN,NaN,323.1,22.4,13,297,0.24,0.09,290.2,920.2,0.05
GUAN_014,M,NaN,NaN,NaN,NaN,NaN,NaN,245,0,7.75,7.95,NaN,0,12,1.7999999999999998,0,1.595,0,308.45,8.95,1,3.1,1.7,3.5,1.35,0,7.5,1.15,NaN,NaN,NaN,NaN,360.75,25.7,13,331.5,0.355,0.12,282.45,1584,0.035
GUAN_015,M,29.033333333333335,30.46666666666667,40.5,NaN,NaN,NaN,496.6666666666667,0,7.733333333333333,8.166666666666666,NaN,0,8.733333333333333,0.9666666666666667,0,0.93,0,119.03333333333335,6.2,0.5,1.1333333333333333,0.4666666666666667,0.7000000000000001,0.16666666666666666,0,7.466666666666667,0.5333333333333333,NaN,NaN,NaN,NaN,133.8,6.266666666666667,12,74.33333333333333,0.16666666666666666,0.03,165,218.76666666666665,0.03333333333333333
GUAN_016,M,38.36666666666667,24.033333333333335,37.6,NaN,NaN,NaN,783.3333333333334,0,7.866666666666667,8.4,NaN,0,6.5,0.55,0,0.72,0.05,111.2,5.5,0.3,1.0499999999999998,0.7,0,0,0,7.65,0.65,NaN,NaN,NaN,NaN,140.29999999999998,4.466666666666667,10,46.333333333333336,0.15333333333333335,0.016666666666666666,41.2,195.76666666666665,0.02333333333333333
GUAN_017,M,11.5,31,57.5,NaN,NaN,NaN,170,0,7.7,8,NaN,0,9.6,1.8,0,1.03,0.1,181.5,6.9,0.3,1.7,0.9,0,0,0,7.4,0.6,NaN,NaN,NaN,NaN,198.9,16.2,11,178,0.5,0.15,694,982.5,0.09
GUAN_020,M,10.333333333333334,16.96666666666667,72.7,NaN,NaN,NaN,6.666666666666667,0,7,7.366666666666666,NaN,0,6.533333333333333,0.4666666666666667,0,0.8266666666666667,0.03333333333333333,127.16666666666667,3.4,0.2,1.1333333333333333,0.6,0.7666666666666666,2.466666666666667,0,7.066666666666666,0.4666666666666667,NaN,NaN,NaN,NaN,71.76666666666667,6.8,10,70.66666666666667,0.7766666666666666,0.17666666666666667,1459.4666666666667,1313.0666666666666,0.07
GUAN_022,M,33.8,22.85,43.349999999999994,NaN,NaN,NaN,645,0,7.7,8.2,NaN,0,7.300000000000001,0.65,0,0.8200000000000001,0,128.45,6.6,0.30000000000000004,1.3,0.75,0.1,0,0,7.65,0.5,NaN,NaN,NaN,NaN,149.75,7.050000000000001,10.5,72,0.27,0.05,142.14999999999998,318.75,0.055
GUAN_023,M,3.5,23.85,72.65,NaN,NaN,NaN,25,0,7.4,7.65,NaN,0,9.8,2.25,0,1.185,0,143.45,5.949999999999999,0.25,1.9500000000000002,1.05,1.85,0.05,0,7.4,0.7,NaN,NaN,NaN,NaN,110.69999999999999,10.25,10.5,107.5,0.69,0.16,663.5,354.7,0.09
GUAN_024,M,13.25,16.35,70.4,NaN,NaN,NaN,5,0,7.2,7.65,NaN,0,6.45,1.15,0,0.9,0,130.7,4.9,0.7,1.9,0.75,1.2000000000000002,0.1,0,7.35,0.6,NaN,NaN,NaN,NaN,85.3,8.649999999999999,10,85,0.7949999999999999,0.155,1100,832.25,0.08
HARV_001,M,NaN,NaN,NaN,1.05,1.085,27,NaN,NaN,4.4,4.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.2,NaN,7.7,91,30.4,1.35,20.5,30.5,0.335,0.33999999999999997,224.79999999999998,87.85,0.060000000000000005
HARV_001,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,5.1,5.7,NaN,0,2.3,0.4,0,0.82,0.2,395.2,3.2,1.8,1.2,0.2,0,0.1,0.9,5.5,0.6,0.2,NaN,673,0,387.2,18.1,21,387,0.17,0.16,1959.8,344.3,0.01
HARV_005,M,57.1,37.95,4.95,0.95,1.08,34.5,NaN,NaN,4.75,5.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.1,NaN,10.9,93,41.35,1.7999999999999998,20.5,41,0.675,0.45,33.7,206.39999999999998,0.24
HARV_005,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.6,4.5,NaN,0,0.4,0.9,0,0.63,0.4,446.4,0,1.4,0.5,0.5,0,0,3.1,3.8,1.1,2.9,NaN,125.7,17,446.4,16.7,27,446,0.11,0.12,87.9,282.5,0.01
HARV_006,M,60.1,34.05,5.85,0.985,1.025,23.4,NaN,NaN,4.25,4.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.65,NaN,2.15,95,49.4,1.6,27.5,49.5,0.25,0.24,9.149999999999999,124.9,0.045000000000000005
HARV_006,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.4,4.4,NaN,0,0.2,0.4,0,0.36,0.1,504.6,0,0.9,0.2,0.2,0,0,2.2,3.8,0.5,3.5,NaN,179.4,27,458,16.1,28,458,0.11,0.11,130.1,262.5,0
HARV_008,M,NaN,NaN,NaN,0.81,0.875,38,NaN,NaN,4.4,4.75,NaN,0,0.1,0.7,0,0.24,0,101.8,0.2,0.3,0.2,0.4,0,0.4,0,4.6,0.3,4.35,NaN,0,98,63.2,2.75,22,63,1.13,0.69,1.55,342.3,0.385
HARV_008,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.5,4.3,NaN,0,0.5,0.5,0,0.63,0.3,429.1,0,1.1,0.4,0.3,0,0,1.8,4.2,1,2.7,NaN,173.9,15,451.8,19.2,24,452,0.15,0.21,193.7,322.4,0.02
HARV_011,M,NaN,NaN,NaN,0.86,1,37,NaN,NaN,4.35,5.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7999999999999998,NaN,18.049999999999997,86.5,28.900000000000002,1.65,16.5,29,0.265,0.25,37.65,126.4,0.07500000000000001
HARV_011,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.9,4.6,NaN,0,0.6,1,0,0.52,0,254.2,0.1,1.4,0.4,0.7,0,0,0,4.4,1.3,6.8,NaN,143,44,231.9,11.6,20,232,0.34,0.18,137.7,237.5,0.01
HARV_013,M,NaN,NaN,NaN,0.84,0.925,26.15,NaN,NaN,4.6,5.033333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7,NaN,2.8333333333333335,91,31.5,1.8666666666666667,16,31.666666666666668,0.7433333333333333,0.35333333333333333,50.7,390.8666666666667,0.27
HARV_013,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.1,4.8,NaN,0,1.6,0.6,0,0.63,0.1,389.3,0.6,1,0.4,0.3,0,0.1,1.1,4.5,1,0.6,NaN,281.7,6,355.5,15.9,22,356,0.16,0.2,477.2,372.3,0.03
HARV_015,M,48.1,43.75,8.15,1.1099999999999999,1.135,23.65,NaN,NaN,4.550000000000001,4.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.05,NaN,0,96.5,19.55,0.8500000000000001,24,20,0.525,0.38,4.05,113.9,0.155
HARV_015,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4.1,5.1,NaN,0,0.4,1,0,1.3,0.2,439,1.1,1.4,0.3,0.8,0,0.1,2.8,4.4,3.1,1.7,NaN,111.3,16,427,18.3,23,427,0.14,0.2,87.4,411.5,0.01
HARV_017,M,59.5,33.35,7.15,1,1.03,23.2,NaN,NaN,4.7,4.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9,NaN,0.75,94,22.85,0.8999999999999999,26.5,23,0.315,0.18,18.3,136.65,0.055
HARV_017,O,59.9,34.4,5.7,0.37,0.49,68.1,NaN,0,4,4.9,NaN,0,0.4,0.8,0,0.5,0.1,174.5,0,0.8,0.3,0.4,0,0.1,0.1,4.3,1,4.2,NaN,110.6,55,191.5,8.1,24,192,0.21,0.2,95.7,214.8,0.01
HARV_018,M,NaN,NaN,NaN,1.2,1.2166666666666668,25.2,NaN,NaN,4.466666666666667,4.733333333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4000000000000004,NaN,0,96,31.7,1.5333333333333334,19,31.666666666666668,0.54,0.25,12.2,120.03333333333333,0.20666666666666667
HARV_018,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.4,4.2,NaN,0,0.3,0.5,0,0.57,0.2,446.6,0,0.9,0.3,0.3,0,0.1,1.5,4.2,1.1,4.5,NaN,152.5,30,374.4,15.6,24,374,0.21,0.13,161.2,279.3,0.03
HARV_021,M,NaN,NaN,NaN,1,1.05,40.1,NaN,NaN,4.55,4.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.4,NaN,0,NaN,26.15,1.2,20,26,0.5449999999999999,0.36,14.75,85.15,0.145
HARV_021,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.4,4.1,NaN,0,0.5,0.8,0,0.55,0.3,453.7,0,0.7,0.5,0.4,0,0,3,4,0.8,1.7,NaN,261,8,484.6,21.7,22,485,0.11,0.12,220.3,171.2,0.01
HARV_022,M,80.7,17.26666666666667,2.033333333333333,NaN,NaN,NaN,NaN,NaN,4.7,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.5,NaN,0,98,26.333333333333336,1.2,22.666666666666668,26.333333333333332,0.4866666666666667,0.37,16.133333333333333,778.9,0.13
HARV_022,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.3,4.3,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,NaN,44.5,77,326.8,11.2,29,327,0.18,0.2,34.6,322.1,0.01
HARV_024,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.6666666666666665,4.233333333333333,NaN,0,1.2,0.3333333333333333,0,0.2833333333333333,0.03333333333333333,525.5,0,0.4666666666666667,0.43333333333333335,0.3666666666666667,0,0.03333333333333333,1.3333333333333333,4.133333333333333,0.6,0.3333333333333333,NaN,36.1,0.6666666666666666,533.1,21.433333333333334,25,533,0.09333333333333334,0.16,24.133333333333333,131.16666666666666,0.006666666666666667
HARV_027,M,NaN,NaN,NaN,0.86,0.99,53.099999999999994,NaN,NaN,4.85,5.45,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.55,NaN,41.4,5.5,53.95,4.050000000000001,13.5,54,0.27,0.44,385.45,439.05,0.035
HARV_029,M,NaN,NaN,NaN,1.045,1.105,17.65,NaN,NaN,4.6,4.949999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.95,NaN,1.05,97,23.25,0.95,22.5,23.5,0.585,0.25,30.9,214.75,0.22
HARV_029,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.7,4.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.9,NaN,315.9,31,360.8,14.2,25,361,0.21,0.34,350.2,294.8,0.02
HARV_030,M,73.8,22.333333333333332,3.8666666666666667,NaN,NaN,NaN,NaN,NaN,4.2,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,NaN,5.966666666666667,90.33333333333333,62.166666666666664,2.7333333333333334,22.333333333333332,62.333333333333336,0.36,0.38666666666666666,46.6,441.3,0.05666666666666667
HARV_030,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4.5,5.2,NaN,0,0.7,1.2,0,0.69,0.2,386.2,0,0.8,0.3,0.4,0,0.1,1.2,4.6,0.9,0.5,NaN,533.1,3,455.1,16.2,28,455,0.14,0.25,822.2,298.6,0.01
HARV_031,M,71.96666666666667,23.7,4.333333333333333,1.0899999999999999,1.1400000000000001,20.35,NaN,NaN,4.566666666666666,4.866666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8666666666666665,NaN,5.166666666666667,94.5,29.9,1.5,20.666666666666668,30,0.5266666666666667,0.37666666666666665,136.83333333333334,307.26666666666665,0.14333333333333334
HARV_031,O,70.6,23.6,5.8,NaN,NaN,NaN,NaN,0,4.1,4.8,NaN,0,0.8,0.4,0,0.6,0.1,139.9,0,0.6,0.3,0.2,0,1.6,0,4.4,0.3,2.9,NaN,90.9,35,134.8,7,19,135,0.35,0.32,313.8,332.8,0.05
HARV_058,M,68.5,27.2,4.3,1.065,1.125,26.6,NaN,NaN,4.1,4.35,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.5,NaN,1.35,91,46.45,1.95,21,46.5,0.415,0.24,7.2,68.9,0.135
HARV_058,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.7,4.6,NaN,0,0.4,0.5,0,0.68,0.1,403.3,0,1,0.3,0.2,0,0,0.6,4.1,0.9,3.1,NaN,191.1,18,402.9,14.7,27,403,0.18,0.17,158.9,290.5,0.01
HARV_059,M,NaN,NaN,NaN,1.315,1.335,16.6,NaN,NaN,4.6,4.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.95,NaN,0.6,NaN,11.2,0.7,16,11.5,0.35,0.16999999999999998,32.05,343,0.12
HARV_059,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.6,4.3,NaN,0,0.7,0.9,0,0.47,0.2,217.3,0,1.4,0.5,0.4,0,0,0.4,4.1,0.5,2.9,NaN,109.2,23,123.6,5.2,24,124,0.15,0.14,99.2,314.1,0.02
HEAL_002,M,31.35,50,18.65,NaN,NaN,NaN,NaN,NaN,4.15,5.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5,NaN,18.75,18.5,23.45,1.05,22,23.5,0.08499999999999999,1.115,23,385.75,0.03
HEAL_002,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4,NaN,538.4,1,285.8,12.3,23,286,0,1.33,551.7,522.1,0.05
HEAL_006,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.4,4.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.199999999999999,NaN,74.05,50,427.79999999999995,16.799999999999997,25.5,428,0.175,1.02,67.89999999999999,517,0
HEAL_007,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.25,3.95,NaN,0,0.4,0.1,0,0.17,0.1,629.2,0,0.3,0.4,0.2,0,0,0,4,0.2,5.2,NaN,85.23333333333333,41.333333333333336,449.93333333333334,19.066666666666666,23.666666666666668,450.3333333333333,0.16666666666666666,0.4966666666666667,68.63333333333333,598.4,0.0033333333333333335
HEAL_012,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,3.5,4.1,NaN,0,0.6,0.2,0,0.22,0,766.8,0,0.3,0.6,0.3,0,0,0,4.1,0.2,7,NaN,94.19999999999999,56,470.25,14.95,34,470.5,0.21500000000000002,1.62,76.3,479.95,0.005
HEAL_016,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,411.4,19.2,21,411,0.25,1.79,571.7,1038.8,0.04
HEAL_017,M,68.6,22.8,8.6,NaN,NaN,NaN,NaN,NaN,4.3,4.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.8,NaN,68.8,46,25.6,1.6,16,26,0.07,0.4,52.6,274.1,0.01
HEAL_017,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.3,5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,422.5,NaN,361.8,17.9,20,362,0.1,6.95,7130.7,1180.3,0.21
HEAL_018,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.6,NaN,432.8,13,439.25,16,28,439,0.135,1.28,1087.4,617.95,0.01
HEAL_020,M,28.5,56.00000000000001,15.5,NaN,NaN,NaN,NaN,NaN,4.5,5.333333333333334,NaN,0,1.5,0.1,0,0.32,0.6,201.4,0.4,0.1,1.3,0.5,0,0.7,0,5,0.4,1.5,NaN,41,18.666666666666668,78.63333333333333,4.633333333333334,18.333333333333332,78.33333333333333,0.20333333333333334,0.98,128.76666666666665,456.1,0.026666666666666665
HEAL_022,M,36.8,46.7,16.5,NaN,NaN,NaN,NaN,NaN,4.9,5.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3,NaN,34.6,3,12.8,0.8,16,13,0.09,0.75,139.6,202.8,0.03
HEAL_022,O,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,4.1,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,NaN,439.6,4,362.8,11.1,33,363,0.19,1.02,627.4,479.4,0.02
HEAL_026,O,18.5,67.8,13.7,NaN,NaN,NaN,NaN,0,3.65,4.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.133333333333334,NaN,61.06666666666667,36.333333333333336,317.3666666666667,11.766666666666666,25.333333333333332,317.6666666666667,0.26,1.3366666666666667,71.7,403.2,0.016666666666666666
HEAL_027,M,25.450000000000003,53.25,21.299999999999997,NaN,NaN,NaN,NaN,0,5.199999999999999,5.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,48.15,NaN,74.65,5.55,13,74.5,0.14,1.115,618.55,410.54999999999995,0.04
