"","plotID","horizon","lipids_total","lipid_fungi_perc","lipid_gram_pos_perc","lipid_gram_neg_perc","lipid_FtoB"
"149","KONA_006","M",38.9633333333333,8.11888888888889,28.2566666666667,19.0955555555556,0.169222222222222
"150","KONA_048","M",43.055,7.41375,28.755,19.43125,0.151875
"151","KONA_054","M",39.4466666666667,7.14777777777778,28.5822222222222,19.5988888888889,0.149222222222222
"152","KONA_057","M",34.6933333333333,7.68888888888889,29.0644444444444,20.2855555555556,0.154555555555556
"153","KONA_059","M",56.4277777777778,8.14,29.3088888888889,19.7088888888889,0.167222222222222
"154","KONZ_001","M",1262.13888888889,5.61444444444444,39.7611111111111,3.93555555555556,0.135333333333333
"155","KONZ_002","M",1291.48888888889,5.05,36.0555555555556,3.28333333333333,0.133777777777778
"156","KONZ_003","M",1164.43222222222,4.05444444444444,38.3711111111111,3.6,0.0994444444444444
"157","KONZ_004","M",996.032222222222,5.53333333333333,32.5277777777778,4.9,0.151888888888889
"158","KONZ_005","M",1427.40666666667,5.27444444444444,37.08,3.78,0.131111111111111
"159","KONZ_024","M",1006.88222222222,5.08666666666667,35.6288888888889,3.84333333333333,0.131777777777778
"160","KONZ_042","M",976.542222222222,6.10555555555556,29.5722222222222,7.36666666666667,0.173
"161","KONZ_043","M",1031.79111111111,5.29555555555556,35.7955555555556,3.47666666666667,0.137888888888889
"162","KONZ_045","M",774.052222222222,6.41222222222222,28.15,6.19444444444444,0.199111111111111
"163","KONZ_046","M",692.44,4.95833333333333,36.3933333333333,4.40666666666667,0.1265
"164","LENO_001","M",362.6675,7.95125,21.89,10.75125,0.247625
"165","LENO_002","M",577.911111111111,8.60555555555556,22.1888888888889,11.51,0.265888888888889
"166","LENO_003","M",509.456666666667,8.71777777777778,20.6688888888889,11.2377777777778,0.283666666666667
"167","LENO_004","M",275.35,8.85,17.6455555555556,10.3344444444444,0.32
"168","LENO_005","M",233.13,8.83777777777778,18.5911111111111,9.07,0.305
"169","LENO_006","M",567.751111111111,7.96777777777778,17.1655555555556,12.3844444444444,0.299111111111111
"170","LENO_061","M",562.157777777778,8.14333333333333,18.4844444444444,11.2466666666667,0.293222222222222
"171","LENO_062","M",353.131111111111,8.57666666666667,18.41,11.2755555555556,0.308666666666667
"172","LENO_063","M",286.561111111111,9.26666666666667,18.0544444444444,9.83333333333333,0.348222222222222
"173","LENO_064","M",254.95,8.60555555555556,20.2255555555556,8.02,0.311888888888889
"174","MLBS_001","M",552.64,10.8555555555556,14.8066666666667,6.96666666666667,0.503111111111111
"175","MLBS_001","O",1116.57555555556,11.18,13.4422222222222,7.57444444444444,0.527777777777778
"176","MLBS_002","M",2984.49111111111,16.6244444444444,14.0577777777778,6.27,0.819888888888889
"177","MLBS_002","O",3867.00111111111,16.7611111111111,12.8766666666667,8.02666666666667,0.767444444444444
"178","MLBS_003","M",826.246153846154,9.4,16.2538461538462,7.49307692307692,0.391153846153846
"179","MLBS_003","O",3104.12090909091,10.8709090909091,13.8354545454545,8.09727272727273,0.492454545454545
"180","MLBS_005","M",338.896363636364,11.5818181818182,13.7581818181818,7.13909090909091,0.544909090909091
"181","MLBS_005","O",1127.69555555556,12.4888888888889,14.0511111111111,8.31555555555556,0.538222222222222
"182","MLBS_006","M",137.411111111111,11.2322222222222,15.1922222222222,6.83666666666667,0.479222222222222
"183","MLBS_006","O",772.472222222222,15.4511111111111,12.5822222222222,7.63777777777778,0.729444444444444
"184","MLBS_007","M",165.881111111111,14.2688888888889,12.1966666666667,7.38888888888889,0.706777777777778
"185","MLBS_007","O",1356.91444444444,17.68,13.1233333333333,8.90888888888889,0.770888888888889
"186","MLBS_061","M",348.4,14.7390909090909,13.3336363636364,6.11,0.759272727272727
"187","MLBS_061","O",2948.27375,17.5975,13.89375,7.52,0.797375
"188","MLBS_063","M",159.418888888889,13.4866666666667,14.2366666666667,5.74888888888889,0.691111111111111
"189","MLBS_063","O",1174.70142857143,19.4571428571429,13.8457142857143,6.53571428571429,0.977
"190","MLBS_064","M",179.056666666667,12.7122222222222,14.1933333333333,5.26888888888889,0.663222222222222
"191","MLBS_064","O",1054.12777777778,21.1822222222222,12.28,6.45666666666667,1.19822222222222
"192","MLBS_067","M",382.112222222222,18.3155555555556,16.7177777777778,5.38222222222222,0.918222222222222
"193","MLBS_067","O",2245.4625,17.41,14.28625,7.315,0.80975
"194","MOAB_001","M",157.984444444444,6.70444444444444,25.7544444444444,17.31,0.160777777777778
"195","MOAB_002","M",72.9711111111111,6.44222222222222,38.1711111111111,12.7255555555556,0.149444444444444
"196","MOAB_003","M",241.131,9.462,22.134,19.476,0.2363
"197","MOAB_004","M",272.573333333333,6.97777777777778,23.9722222222222,14.5511111111111,0.185777777777778
"198","MOAB_005","M",161.72,7.321,24.693,19.015,0.1824
"199","MOAB_006","M",222.813333333333,5.11888888888889,28.9077777777778,14.1722222222222,0.146
"200","MOAB_044","M",93.3066666666667,5.91777777777778,32.6822222222222,14.9822222222222,0.128111111111111
"201","MOAB_045","M",139.92,4.718,26.736,17.848,0.1225
"202","MOAB_046","M",80.72,5.61,38.895,17.8516666666667,0.101333333333333
"203","MOAB_047","M",70.365,6.01166666666667,30.5666666666667,16.6933333333333,0.144833333333333
"204","NIWO_001","M",179.80125,22.0225,13.7925,22.08875,0.606375
"205","NIWO_001","O",1070.14833333333,24.8066666666667,12.0283333333333,20.915,0.748666666666667
"206","NIWO_002","M",217.24,20.6175,13.96375,23.845,0.53375
"207","NIWO_002","O",1236.74166666667,26.805,12.6,19.0983333333333,0.8385
"208","NIWO_003","M",343.358888888889,14.9055555555556,18.87,18.8633333333333,0.402333333333333
"209","NIWO_004","M",181.645,22.4633333333333,15.0783333333333,20.2216666666667,0.633666666666667
"210","NIWO_004","O",1814.16,27.76,11.845,17.37,0.919
"211","NIWO_005","M",173.265,25.27,13.2733333333333,18.605,0.772333333333333
"212","NIWO_005","O",799.186666666667,31.61,11.9566666666667,15.45,1.11166666666667
"213","NIWO_006","M",374.458888888889,11.7544444444444,18.8266666666667,19.1766666666667,0.305444444444444
"214","NIWO_040","M",387.428888888889,18.5044444444444,15.4677777777778,22.9144444444444,0.476333333333333
"215","NIWO_040","O",881.588888888889,22.3211111111111,14.1066666666667,18.9488888888889,0.701
"216","NIWO_041","M",183.97,14.9933333333333,19.1866666666667,19.1183333333333,0.3915
"217","NIWO_042","M",273.39,17.1283333333333,18.9266666666667,17.805,0.467
"218","NIWO_043","M",412.473333333333,13.3677777777778,18.2788888888889,21.2211111111111,0.335555555555556
"219","OAES_001","M",157.111666666667,13.225,17.085,9.18833333333333,0.489333333333333
"220","OAES_002","M",199.97,10.7283333333333,18.735,10.3166666666667,0.358333333333333
"221","OAES_003","M",218.086666666667,13.0333333333333,17.775,8.85666666666667,0.483833333333333
"222","OAES_004","M",201.418333333333,12.8566666666667,17.715,7.84666666666667,0.496833333333333
"223","OAES_007","M",180.98,11.8216666666667,16.3933333333333,9.23,0.436
