ID,AGS,bp,Genomes,reads,GC,GC_bact,AA_CN,siteID,collectDate,dnaSampleID,sampleTotalReadNumber,sampleFilteredReadNumber,soilID,plotID,year,nlcdClass,horizon,Nuc_CN,Genome_CN,Genome_C,Genome_N,mean_pH_CaCl,mean_pH_water,sd_pH_CaCl,sd_pH_water,domainID.x,mean_cn,mean_OrgC,mean_Org13C,mean_15n,mean_N,root_d15N_m,root_d13C_m,root_NPerc,root_CPerc,root_CN,root_live_mass,root_dead_mass,root_liveC,root_liveN,root_d15N_m_Coarse,root_d15N_m_Fine,root_d13C_m_Coarse,root_d13C_m_Fine,root_NPerc_Coarse,root_NPerc_Fine,root_CPerc_Coarse,root_CPerc_Fine,root_CN_Coarse,root_CN_Fine,root_live_mass_Coarse,root_live_mass_Fine,root_dead_mass_Coarse,root_dead_mass_Fine,root_liveN_Coarse,root_liveN_Fine,root_liveC_Coarse,root_liveC_Fine,field_mean_elevation_m,field_mean_annual_precipitation_mm,field_mean_annual_temperature_C,field_avg_number_of_green_days,domainID.y,ltr_sum_g_litt_per_m_per_d,ltr_mean_g_litt_per_m_per_d,ltr_sd_g_litt_per_m_per_d,ltr_mean_carbon,ltr_mean_nitrogen,ltr_mean_CNratio,ltr_sum_leafdryMass,ltr_mean_g_leaf_per_m_per_d,ltr_sd_g_leaf_per_m_per_d,ltr_gCperDay,ltr_gNperDay,ltr_mean_lignin,ltr_mean_cellulose,ltr_site_mean_gCperDay,ltr_site_se_gCperDay,ltr_site_mean_gNperDay,ltr_site_se_gNperDay,ltr_site_mean_CN_inputs,ltr_site_se_CN_inputs,ltr_site_mean_litterRate,ltr_site_se_litterRate,sandTotal,siltTotal,clayTotal,bulkDensThirdBar,bulkDensOvenDry,waterRetentionThirdBar,caco3Conc,gypsumConc,phCacl2,phH2o,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,so4Satx,alKcl,feKcl,mnKcl,alSatCecd33,carbonTot,nitrogenTot,ctonRatio,estimatedOC,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,soil_OrgCtoN,long,lat,spi30d,spi90d,spi180d,spi270d,spi1y,spi2y,spi5y,spei30d,spei90d,spei180d,spei270d,spei1y,spei2y,spei5y,test,X,verticalPosition,VSWC_ann_mean,VSWC_ann_var,VSWC_max,VSWC_min,VSWC_median,VSWC_range,VSIC_ann_mean,VSIC_ann_var,VSIC_max,VSIC_min,VSIC_median,VSIC_range,days,FtoB,GC_adj,lipids_total,lipid_fungi_perc,lipid_gram_pos_perc,lipid_gram_neg_perc,lipid_FtoB,mega_coarseFrag2To5,mega_coarseFrag5To20,mega_sandTotal,mega_siltTotal,mega_clayTotal,mega_carbonateClay,mega_clayFineContent,mega_siltFineContent,mega_siltCoarseContent,mega_sandVeryFineContent,mega_sandFineContent,mega_sandMediumContent,mega_sandCoarseContent,mega_sandVeryCoarseContent,mega_carbonTot,mega_nitrogenTot,mega_sulfurTot,mega_estimatedOC,mega_airDryOvenDry,mega_alMjelm,mega_caMjelm,mega_feMjelm,mega_kMjelm,mega_mgMjelm,mega_mnMjelm,mega_naMjelm,mega_pMjelm,mega_siMjelm,mega_srMjelm,mega_tiMjelm,mega_zrMjelm,mega_phCacl2,mega_phH2o,mega_ec12pre,mega_gypsumConc,mega_caco3Conc,mega_caNh4d,mega_kNh4d,mega_mgNh4d,mega_naNh4d,mega_cecdNh4,mega_alSatCecd33,mega_baseSumCecd10,mega_bsesatCecd10,mega_ececCecd33,mega_alKcl,mega_feKcl,mega_mnKcl,mega_bSatx,mega_brSatx,mega_caSatx,mega_clSatx,mega_co3Satx,mega_ecSatp,mega_flSatx,mega_waterSatx,mega_hco3Sx,mega_kSatx,mega_mgSatx,mega_naSatx,mega_no2Satx,mega_no3Satx,mega_pSatx,mega_phSp,mega_so4Satx,mega_cton,AGS_marker,GC_marker,Coding_density_marker,num_taxa_marker,refPlotID,fourth_plot
BMI_Plate61WellF10,7122758.316980001,4025452763,565.153636254,2000000,0.6120816533997133,0.6167773495763986,3.547466388772724,TOOL,2017-07-26,TOOL_004-O-20170726-COMP-DNA1,14178220,12933682,TOOL_004-O,TOOL_004,2017,dwarfScrub,O,1.2413354474500218,8841732.382486733,66834427.17337983,54252464.21528018,4.56,5.245,0.353553390593274,0.403050865276332,D18,20.45,30.075,-26.35,1.65,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,832,316,-9,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5.5,6.1,NA,0,0.85,0.1,0,0.11,0,861.25,0.35,0,0.15000000000000002,0.2,0,0,0,5.800000000000001,0.15000000000000002,0.3,NA,230.2,NA,383.90000000000003,24.766666666666666,15.666666666666666,384,0.14,1.9266666666666667,10629.466666666667,54.96666666666667,0.013333333333333334,20.459183673469386,-149.629355,68.616768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.629355,50,501,0.0605316373893564,0.0505121321715645,0.252175694444444,0.0053,0.0476825731497418,0.246875694444444,1133.80206060506,372.787372044828,3241.29801136364,262.71025,1130.30592834341,2978.58776136364,303,NA,NA,5014.26,9.15,10.71,11.31,0.388,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.59999999999997,12.266666666666666,1.2666666666666666,396.6666666666667,1.0706666666666667,21688.666666666668,2731,14567.666666666666,4605.333333333333,1784,740.6666666666666,966.6666666666666,1220.6666666666667,66801.66666666667,25,1252.3333333333333,33.666666666666664,4.1,4.7,1.4433333333333334,0,NA,10,2.8000000000000003,5.066666666666666,0,60.53333333333333,20.333333333333332,17.866666666666667,29.666666666666668,22.1,4.233333333333333,NA,33.266666666666666,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.33152173913044,NA,NA,NA,NA,TOOL_004,NA
BMI_18S_05_0399,7216022.014160001,2132945010,295.584604068,2000000,0.6329590563260661,0.637672235816816,3.5386216131488166,HARV,2018-07-12,HARV_013-O-20180712-COMP-DNA1,8098663,5137075,HARV_013-O,HARV_013,2018,evergreenForest,O,1.234992356984181,8911732.035317196,67558763.25012724,55113610.99059278,3.49333333333333,4.22333333333333,0.107857931249089,0.166533279957291,D01,22.1666666666667,21.5433333333333,-27.5333333333333,0.466666666666667,0.986666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,348,1199,7.4,210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4.1,4.8,NA,0,1.6,0.6,0,0.63,0.1,389.3,0.6,1,0.4,0.3,0,0.1,1.1,4.5,1,0.6,NA,281.7,6,355.5,15.9,22,356,0.16,0.2,477.2,372.3,0.03,21.834459459459417,-72.254598,42.392282,0.4699999988079071,-0.38999998569488525,0.38999998569488525,0.6299999952316284,-0.10000000149011612,-0.23999999463558197,-1.1299999952316284,0.23999999463558197,-0.5400000214576721,0.029999999329447746,0.4699999988079071,-0.3199999928474426,-0.6200000047683716,-1.690000057220459,-72.254598,217,501,0.182800798950423,0.0304146603044393,0.240398780487805,0.0985173076923077,0.179428645833333,0.141881472795497,1148.08184066297,62.2792559684128,1756.26175418994,959.111578125,1149.43795052083,797.150176064944,332,0.0117422173806277,0.641009679748599,2679.003333333333,10.221666666666668,12.003333333333334,13.801666666666666,0.39816666666666667,6,0,53.3,31,15.7,NA,NA,21.8,9.2,11.8,19.1,18.2,3.6,0.6,255.1,13.9,0.9,254,1.061,32588,5730,13558,7556,1909,295,7177,1492,183014,121,2564,54,3.5,4.6,0.74,NA,10,2.1,1.4,1.5,0,54,NA,5,9,NA,3,NA,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.35251798561151,6932783.755637053,0.6435039038917203,0.8669642329960148,32.2,HARV_013,NA
BMI_Plate61WellB11,6335940.40024,1826228461,288.233213326,2000000,0.6193159514229833,0.6227821664994501,3.5549034463160587,HEAL,2016-09-06,HEAL_004-O-20160802-COMP-DNA1,6355431,4206726,HEAL_004-O,HEAL_004,2016,shrubScrub,O,1.239512556598381,7853477.683956453,59413493.31312714,48297493.49095286,5.215,5.535,1.15258405333407,0.304055915910215,D19,27.9,41.005,-26.95,2,1.475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677,385,-1.3,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.8,-149.273634,63.863602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-149.273634,182,501,0.0317816302705657,0.0259687772219333,0.15739494047619,0,0.0222794890873016,0.15739494047619,754.653060302766,238.017809865637,1754.29843441479,162.555104166667,691.828848958333,1591.74333024812,288.5,0.00289974616196281,0.627110809002905,NA,NA,NA,NA,NA,4.666666666666667,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.5333333333333,12.633333333333333,1,396.6666666666667,1.0676666666666665,22392,4567.333333333333,15577,6715.333333333333,2587.3333333333335,616.6666666666666,2666.6666666666665,1194.6666666666667,74323.33333333333,45.333333333333336,1558.3333333333333,40,3.933333333333333,4.533333333333333,1.48,0,NA,9.6,2.2333333333333334,4.9,0.1,67.5,24.333333333333332,16.833333333333332,23.666666666666668,19.866666666666667,3.033333333333333,NA,296.3666666666667,NA,0,0.8333333333333334,0.43333333333333335,0,0.47333333333333333,0.16666666666666666,556.2666666666667,0.39999999999999997,1.3666666666666667,0.7666666666666666,0.3333333333333333,0,0,1.0333333333333334,4.5,0.3333333333333333,31.387862796833772,5658149.849866855,0.6232850279691449,0.8717628941110569,33.333333333333336,NA,NA
BMI_Plate42WellD2,6976156.40943,4647428637,666.187562927,2000000,0.6138421581081297,0.6168278974265009,3.5428364951387685,TREE,2017-07-10,TREE_006-M-20170707-COMP-DNA1,16613318,7823426,TREE_006-M,TREE_006,2017,mixedForest,M,1.2413201025669551,8659643.18967677,65458476.20415289,53136182.756157115,4.735,5.965,0.0353553390593273,0.289913780286485,NA,17.83249999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,797,4.8,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.56666666666666,29.566666666666666,3.8666666666666667,NA,NA,NA,NA,0,4.433333333333334,4.7,NA,0,11.6,0.4,0,1.95,0,50.8,0,0.7,3.4,0,0,16.5,0,4.5,0.5,1.0999999999999999,NA,3.5000000000000004,31.666666666666668,12.333333333333332,0.9,12.666666666666666,12.333333333333334,0.16,0.2833333333333333,201.26666666666668,285.4666666666667,0.03333333333333333,18.133461047254148,-89.551228,45.491627,1.4500000476837158,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.690000057220459,1.4500000476837158,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.4500000476837158,-89.551228,224,502,0.144448593386861,0.0323686669369225,0.208948605769231,0.0416649659863946,0.145495438762626,0.167283639782836,1048.02121288775,62.1829809997565,1252.79049931243,775.706581632653,1051.33837714487,477.083917679778,344,0.00573109508618787,0.620815197239767,NA,NA,NA,NA,NA,17.5,37,72.35,21.3,6.35,NA,NA,11.649999999999999,9.649999999999999,3.75,17,38.7,10.7,2.2,17,1.25,0,17,1.016,37708,4177,16309.5,14628.5,2242.5,634.5,6905,365,344334.5,93,2647,101.5,4.75,5.45,0.060000000000000005,NA,NA,2.5,0.15000000000000002,0.4,0,7.35,21.5,3.05,39.5,3.65,0.6000000000000001,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,6202553.488565061,0.6340365496966635,0.8728474657262082,50,NA,NA
BMI_Plate42WellD2,6976156.40943,4647428637,666.187562927,2000000,0.6138421581081297,0.6168278974265009,3.5428364951387685,TREE,2017-07-10,TREE_006-M-20170707-COMP-DNA1,16613318,7823426,TREE_006-M,TREE_006,2017,mixedForest,M,1.2413201025669551,8659643.18967677,65458476.20415289,53136182.756157115,4.735,5.965,0.0353553390593273,0.289913780286485,NA,17.83249999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,467,797,4.8,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.56666666666666,29.566666666666666,3.8666666666666667,NA,NA,NA,NA,0,4.433333333333334,4.7,NA,0,11.6,0.4,0,1.95,0,50.8,0,0.7,3.4,0,0,16.5,0,4.5,0.5,1.0999999999999999,NA,3.5000000000000004,31.666666666666668,12.333333333333332,0.9,12.666666666666666,12.333333333333334,0.16,0.2833333333333333,201.26666666666668,285.4666666666667,0.03333333333333333,18.133461047254148,-89.551228,45.491627,1.4500000476837158,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.690000057220459,1.4500000476837158,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,2.0899999141693115,1.4500000476837158,-89.551228,224,502,0.144448593386861,0.0323686669369225,0.208948605769231,0.0416649659863946,0.145495438762626,0.167283639782836,1048.02121288775,62.1829809997565,1252.79049931243,775.706581632653,1051.33837714487,477.083917679778,344,0.00573109508618787,0.620817384733505,NA,NA,NA,NA,NA,17.5,37,72.35,21.3,6.35,NA,NA,11.649999999999999,9.649999999999999,3.75,17,38.7,10.7,2.2,17,1.25,0,17,1.016,37708,4177,16309.5,14628.5,2242.5,634.5,6905,365,344334.5,93,2647,101.5,4.75,5.45,0.060000000000000005,NA,NA,2.5,0.15000000000000002,0.4,0,7.35,21.5,3.05,39.5,3.65,0.6000000000000001,NA,2.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,6202553.488565061,0.6340365496966635,0.8728474657262082,50,NA,NA
BMI_Plate25WellH8,5805835.511469999,2604968618,448.681092128,2000000,0.6940561539364561,0.695452193920282,3.48596564921106,WOOD,2017-07-11,WOOD_044-M-20170711-COMP-DNA1,14299862,8320267,WOOD_044-M,WOOD_044,2017,grasslandHerbaceous,M,1.2174520125599144,7068326.128030971,54020674.0707079,44678529.62428209,6.94,7.51,0.721248916810279,0.608111831820431,NA,NA,NA,NA,NA,NA,1.3,-22,0.65,27.49,42.2,1.405,0.035,0.3862345,0.0091325,NA,1.3,NA,-22,NA,0.65,NA,27.49,NA,42.2,NA,1.405,NA,0.035,NA,0.0091325,NA,0.3862345,591,494,4.9,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.55,32.7,20.75,NA,NA,NA,5,NA,7.1,7.55,NA,0,7.9,0.8,0,1.14,0,56.4,5.9,0.7,3,0,0,0.1,0,7,1,NA,NA,NA,NA,22.55,2.75,7.5,21.5,0.08499999999999999,0.16,1678.5,159.9,0.04,8.781735985533453,-99.243528,47.12829,0.17000000178813934,-0.7099999785423279,-1.0099999904632568,0.10000000149011612,0.17000000178813934,-0.3199999928474426,-0.23999999463558197,-0.3199999928474426,-0.8999999761581421,-0.8999999761581421,-0.3199999928474426,-0.10000000149011612,-0.5400000214576721,-0.800000011920929,-99.243528,27,502,0.166668553968964,0.0876132452441342,0.3495625,0.0168,0.12906875,0.3327625,1649.48950335783,275.333650585549,3598.07053896104,894.53,1632.51553125,2703.54053896104,302,NA,NA,NA,NA,NA,NA,NA,77,95.5,57.3,24.65,18.049999999999997,NA,NA,14.100000000000001,10.55,5.95,15.350000000000001,16.75,11.45,7.800000000000001,40.95,3.45,0.55,40,1.02,46153.5,12307.5,21211,13604.5,5378,1474.5,11174.5,606.5,301080.5,172.5,2155,88.5,6.8,7.5,0.275,NA,10,20.65,0.9,5.550000000000001,0,23.5,NA,27.1,100,NA,NA,NA,NA,NA,0,5.8,0.6,0,0.69,1.9,88,4.5,0.8,2.5,0,0,0,0,6.6,0.5,11.869565217391305,5885215.972913433,0.6132690458383748,0.8713043937186175,38.25,WOOD_044,NA
BMI_Plate72WellG2,6773458.16279,3458915821,510.657294674,2000000,0.6165732095716216,0.6213937193734057,3.54205419115911,UKFS,2016-07-20,UKFS_032-M-20160720-COMP-DNA1,12105345,5056295,UKFS_032-M,UKFS_032,2016,deciduousForest,M,1.2399340494759303,8398641.408744,63525597.26710378,51623191.50032624,6.29666666666667,7.14666666666667,0.964226805960783,0.655311630702015,NA,11.89916666666667,NA,NA,NA,NA,-2.49802604582856,-28.6708568199325,0.608790143187266,46.0342120021021,83.2819061399909,2.31515,0.919691666666667,1.065926045,0.0142133025,-2.7,-1.9805046930297,-28.55,-28.9805303380007,0.485,0.925979766117864,46.53,44.7638458480792,95.8,51.2065779350669,1.66525,0.6499,0.33035,0.589341666666667,0.0081072,0.0061061025,0.77605803,0.289868015,322,990,12.7,255,D06,126.403929498057,2.14243948301792,3.09617553105329,46.53,0.77,60.6,1121.66,1.94129503856031,3.09767748010597,0.90328458144211,0.0149479717969144,25.56,25.7,1.02937742324215,0.0515271240338505,0.0253612550244123,0.00161610745686491,42.2313820049852,1.96746031838658,2.69282666274541,0.128750902808203,3.9749999999999996,49.3,46.725,1.2,1.5,32.675,0,NA,6.2,6.6,NA,0,8.8,0.4,0,0.82,0,72.9,6.4,0.2,0.8,0,0,0,0,7,0.6,NA,NA,NA,NA,39.125,3.9000000000000004,9.5,38.75,0.23000000000000004,0.255,1069.1,189.4,0.015,11.772244355909699,-95.19703,39.041659,0.3199999928474426,0.38999998569488525,-0.23999999463558197,0.800000011920929,-0.029999999329447746,0.7099999785423279,-0.8999999761581421,0.38999998569488525,0.38999998569488525,-0.38999998569488525,0.23999999463558197,-0.17000000178813934,0.4699999988079071,-1.1299999952316284,-95.19703,87,502,0.251491744372441,0.0501842830459051,0.334450960365854,0.0989583333333333,0.273834791666667,0.23549262703252,1447.03569382352,56.911390854125,1809.24593137692,1340.51806638418,1443.30228793705,468.72786499274,349.5,0.00501780100785862,0.625868399209722,550.6711111111111,5.826666666666666,20.02888888888889,7.068888888888889,0.2061111111111111,120.5,5,8.25,53.849999999999994,37.9,1.6,NA,35.5,18.35,6.550000000000001,1.1,0.25,0.2,0.15000000000000002,59,6.8999999999999995,0.4,57.5,1.064,62560.5,13478.5,32481.5,19134.5,5881,1020.5,5698,749.5,272409.5,125,4222.5,171,7.300000000000001,7.85,0.275,NA,10,53.9,0.95,2.9,0,38.8,NA,57.75,100,NA,NA,NA,NA,NA,0,7,0.3,0,0.71,0,77.1,5.6,0.2,0.7,0,0.7,0,0,7.5,0.5,8.55072463768116,5537461.821795823,0.6156620402676345,0.8773284231921725,61.25,UKFS_032,NA
BMI_Plate19WellA11,5921725.9623300005,815089656,137.643933742,2000000,0.7170655663389212,0.7161857523881033,3.436406841360534,STER,2016-08-16,STER_005-M-20160816-COMP-DNA1,3788590,2950021,STER_005-M,STER_005,2016,cultivatedCrops,M,1.2111578965964687,7172145.160756303,54976203.85953253,45693137.50007748,6.38333333333333,6.87333333333333,0.0750555349946515,0.187705443004015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1365,433,9.7,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.85,39.900000000000006,30.25,1.27,1.47,27.75,0,NA,6.25,6.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.55,1.2999999999999998,6,9,0.075,0,232.35,141.25,0.045,10.633016135705418,-103.033324,40.460659,-0.3199999928474426,-0.029999999329447746,0.029999999329447746,0.23999999463558197,-0.3199999928474426,0.7099999785423279,0.029999999329447746,-0.23999999463558197,-0.17000000178813934,-0.029999999329447746,0.029999999329447746,-0.46000000834465027,0.7099999785423279,-0.23999999463558197,-103.033324,63,502,0.251536402347111,0.0516432175572562,0.372676041666667,0.1415,0.265061764705882,0.231176041666667,1619.51122398509,133.072742849961,2050.86398369565,1342.703,1574.4161,708.160983695652,321,NA,NA,NA,NA,NA,NA,NA,0,0,44.900000000000006,35.5,19.6,NA,NA,15.85,19.65,16.55,12.05,11.3,4.35,0.65,11.100000000000001,0.8,0.05,10.5,1.021,58744,10328,18167.5,23305,5313.5,465.5,12209,517.5,315410.5,222.5,2728.5,144.5,6.5,7.15,0.20500000000000002,NA,5,14.45,1.6,2.05,0,16.5,NA,18.1,99.5,NA,NA,NA,NA,NA,0,2.55,0.2,0,0.42500000000000004,0,42.2,2.65,0.65,0.65,0,0.55,0.05,0,6.8,0.4,13.875000000000002,5962180.061292842,0.6396710542782661,0.8823710837530933,47.666666666666664,NA,NA
BMI_Plate19WellD9,6888024.75405,1411160245,204.871540883,2000000,0.5940733616671316,0.5983887826062441,3.51202633359108,NIWO,2016-08-28,NIWO_042-M-20160828-COMP-DNA1,6609028,5092448,NIWO_042-M,NIWO_042,2016,grasslandHerbaceous,M,1.246917690994533,8588799.921833212,64758530.79336234,52337890.025487654,4.30666666666667,5.14,0.0986576572463249,0.105356537528527,NA,21.011274509803922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3490,1005,0.3,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.666526551772456,-105.584355,40.04845,-0.3199999928474426,-2.0899999141693115,-0.5400000214576721,-0.5400000214576721,-0.6200000047683716,0.4699999988079071,0.3199999928474426,-0.23999999463558197,-1.690000057220459,-0.7099999785423279,-0.7099999785423279,-1.0099999904632568,0.3199999928474426,0.029999999329447746,-105.584355,167,502,0.0646281347143798,0.0547368296151705,0.3307,4.33333333333333e-4,0.053665625,0.330266666666667,769.652878415197,231.653121795097,1272.60866666667,376.492,735.886485021097,896.116666666667,284,0.00332907507983312,0.602663324522246,273.39,17.128333333333334,18.926666666666666,17.805,0.46699999999999997,140,203.5,55.599999999999994,31.45,12.95,NA,NA,17.45,14,6.75,6.95,11.55,15.25,15.100000000000001,46.7,3.8499999999999996,0.25,46.5,1.0375,64919.5,4687.5,25181,25871,5300,378.5,11069.5,762.5,262412.5,202.5,3327,51,4.25,5.2,0.045,NA,NA,3.45,0.25,0.4,0,18.299999999999997,51.5,4.1,21,7.949999999999999,3.8499999999999996,NA,1.9000000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.129870129870131,7115316.486700128,0.6787940959939568,0.8708534220041353,13.5,NA,NA
BMI_Plate41WellC11,7654049.45478,4421593417,577.680278018,2000000,0.6301381751227049,0.6380284762105123,3.5416208298439447,ORNL,2017-06-19,ORNL_001-O-20170619-COMP-DNA1,15986310,14046754,ORNL_001-O,ORNL_001,2017,deciduousForest,O,1.2348842125789516,9451864.834006354,71656993.03732683,58461847.69393319,3.30333333333333,4.33333333333333,0.432935715012441,0.370720020140986,D07,28.2333333333333,19.1,-28.1,-0.366666666666667,0.606666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,344,1340,14.4,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5.4,NA,0,5.7,0.5,0,0.86,0.8,380.8,3.2,1.9,3,0.2,0,0.1,2.4,5.4,0.5,0.1,NA,756,0,332.4,10.3,32,332,0.08,0.17,2372.1,325.4,0.01,31.483516483516468,-84.270109,35.930248,0.23999999463558197,1.0099999904632568,0.7099999785423279,0.38999998569488525,-0.23999999463558197,0.3199999928474426,2.0899999141693115,0.10000000149011612,0.6299999952316284,0.4699999988079071,-0.17000000178813934,-0.8999999761581421,-0.23999999463558197,-0.7099999785423279,-84.270109,142,501,0.120308586560535,0.0332877924136439,0.18664625,0.0534439189189189,0.124146553030303,0.133202331081081,1209.24425809444,115.472256310863,1957.17573090278,808.328413020833,1192.96282779665,1148.84731788194,347.5,0.0073619906788714,0.64209566646427,1436.0844444444444,13.782222222222222,14.945555555555556,11.847777777777777,0.5114444444444445,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475.9,11.4,0.2,476,1.081,3453,11084,1518,1614,1147,1615,175,591,49195,43,539,14,4.7,5.3,1.5,NA,NA,41.5,2.3,9,0,73.1,0,52.8,72,52.9,0.1,NA,84.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.74561403508772,6946742.668155879,0.6370041895709001,0.8665428209298885,45.25,ORNL_001,NA
