"","ID","FtoB","GC_adj"
"98","BMI_Plate41WellB10",0.00406843350300383,0.67981291125038
"99","BMI_Plate41WellB12",0.00281507124891557,0.672536924357874
"100","BMI_Plate41WellB2",0.0229814116048965,0.692062706920173
"101","BMI_Plate41WellB7",0.00766656604004936,0.704173252500333
"102","BMI_Plate41WellB8",0.0075882139178022,0.696172792617918
"103","BMI_Plate41WellC10",0.0147376823032319,0.611664135419043
"104","BMI_Plate41WellC11",0.0073619906788714,0.64209566646427
"105","BMI_Plate41WellC12",0.00322825256717093,0.606976683264972
"106","BMI_Plate41WellC2",0.00504389574426953,0.655913127059244
"107","BMI_Plate41WellC3",0.00423106952505506,0.630219706029389
"108","BMI_Plate41WellC4",0.00501195332817317,0.663253646523254
"109","BMI_Plate41WellC5",0.0137842629123409,0.652057926819617
"110","BMI_Plate41WellC7",0.0123241960984207,0.63884773627895
"111","BMI_Plate41WellC8",0.00757456635987221,0.673789257208412
"112","BMI_Plate41WellC9",0.00404722936108545,0.645278851974092
"113","BMI_Plate41WellD11",0.0296120478811042,0.61694841912574
"114","BMI_Plate41WellD2",0.00826529881291251,0.613934819392715
"115","BMI_Plate41WellD3",0.00676936951104391,0.64002864309759
"116","BMI_Plate41WellD4",0.0172661855698619,0.64398591727898
"117","BMI_Plate41WellD5",0.00841669159539771,0.668737048564937
"118","BMI_Plate41WellD6",0.0216535689510095,0.615510599708469
"119","BMI_Plate41WellD7",0.0466672754061186,0.640495344995062
"120","BMI_Plate41WellD8",0.0117073096176827,0.606752002857294
"121","BMI_Plate41WellE1",0.112838421987347,0.616196885469555
"122","BMI_Plate41WellE11",0.00498622254179827,0.588363428809664
"123","BMI_Plate41WellE12",0.00441688655565151,0.60736501603626
"124","BMI_Plate41WellE2",0.103504951957727,0.594789771411548
"125","BMI_Plate41WellE3",0.0684273449800097,0.628151395866298
"126","BMI_Plate41WellE4",0.108215590502112,0.637066642481854
"127","BMI_Plate41WellE5",0.0203419454707975,0.597630858422653
"128","BMI_Plate41WellE6",0.0359521961139758,0.633156810069277
"129","BMI_Plate41WellE8",0.047661443207273,0.665627419254657
"130","BMI_Plate41WellF10",0.112092630784594,0.615619430097253
"131","BMI_Plate41WellF11",0.180658614304469,0.624373569534463
"132","BMI_Plate41WellF4",0.00889567245320568,0.604672228522949
"133","BMI_Plate41WellF6",0.0195893430244465,0.612689256630669
"134","BMI_Plate41WellF7",0.0673413137972025,0.603038274453348
"135","BMI_Plate41WellF8",0.0367318118685807,0.629894661340173
"136","BMI_Plate41WellF9",0.273778056650446,0.605510912298391
"137","BMI_Plate41WellG2",0.0211859316440393,0.592991733724446
"138","BMI_Plate41WellG4",NA,0.617435110978483
"139","BMI_Plate41WellG5",0.0931287192503851,0.657217250485709
"140","BMI_Plate41WellG7",0.107179473994413,0.594461131873757
"141","BMI_Plate41WellH11",0.0118645516126539,0.65487925507395
"142","BMI_Plate41WellH5",0.0108949927796716,0.665701424051807
"143","BMI_Plate42WellA11",0.00424010496394693,0.645521117353081
"144","BMI_Plate42WellA3",0.0067724708601133,0.624605197992452
"145","BMI_Plate42WellA7",0.00701424671765182,0.656842437437767
"146","BMI_Plate42WellA8",0.0036607763967796,0.62441853412655
"147","BMI_Plate42WellB12",0.00521234948924805,0.631216746820609
"148","BMI_Plate42WellC1",0.0123468156497128,0.639981087976885
"149","BMI_Plate42WellC10",0.004395414985678,0.636256008120418
"150","BMI_Plate42WellC12",0.00493948076864491,0.619037666476302
"151","BMI_Plate42WellC12",0.00493948076864491,0.619043434555285
"152","BMI_Plate42WellC7",0.00515191988170599,0.616385016244533
"153","BMI_Plate42WellC8",0.00707165831964319,0.604846946476351
"154","BMI_Plate42WellD2",0.00573109508618787,0.620815197239767
"155","BMI_Plate42WellD2",0.00573109508618787,0.620817384733505
"156","BMI_Plate42WellE5",0.00699736147520246,0.608612396434906
"157","BMI_Plate42WellF12",0.0142499110634256,0.614181622157615
"158","BMI_Plate42WellG1",0.00589120763580094,0.624589740467193
"159","BMI_Plate42WellG12",0.00428625702818979,0.66880911167001
"160","BMI_Plate42WellG2",0.00557080217039366,0.622874508653079
"161","BMI_Plate42WellG3",0.00622646459365664,0.621630782088165
"162","BMI_Plate42WellG4",0.00945660599011873,0.674678834619016
"163","BMI_Plate42WellH1",0.00582007248913096,0.667260703653142
"164","BMI_Plate42WellH10",0.00499389211153684,0.609197138834086
"165","BMI_Plate42WellH5",0.00404719532826849,0.62246120169234
"166","BMI_Plate42WellH8",0.00472278419792016,0.611421964700186
"167","BMI_Plate42WellH9",0.00295099805551018,0.608828904899888
"168","BMI_Plate4WellE2",0.00241677221552165,0.615858738276384
"169","BMI_Plate61WellA3",0.00486946030141645,0.627593510020528
"170","BMI_Plate61WellB1",0.0103685725959046,0.635744156228076
"171","BMI_Plate61WellB11",0.00289974616196281,0.627110809002905
"172","BMI_Plate61WellD12",0.00222638387475758,0.624404099886226
"173","BMI_Plate61WellE11",0.00631006496124425,0.632938961883565
"174","BMI_Plate61WellE5",0.0131789934414506,0.607196868824894
"175","BMI_Plate61WellF3",0.00466012871121003,0.624903555366605
"176","BMI_Plate61WellF4",0.00394737243350243,0.624159282001982
"177","BMI_Plate61WellF5",0.00740115181214097,0.616031818537101
"178","BMI_Plate61WellF6",0.00265721626426014,0.624565195909281
"179","BMI_Plate61WellF7",0.00397046179582955,0.642500449877106
"180","BMI_Plate61WellF8",0.00327692558792465,0.626797090432585
"181","BMI_Plate61WellF9",0.00431312453811829,0.637732800961822
"182","BMI_Plate61WellG10",0.00338975213668067,0.638337189339108
"183","BMI_Plate61WellG12",0.00872911608017654,0.713426975551167
"184","BMI_Plate61WellG2",0.0046986562081924,0.6298159265522
"185","BMI_Plate61WellG3",0.00685131856766775,0.628461733952256
"186","BMI_Plate61WellG7",0.0047408387501111,0.626309723637962
"187","BMI_Plate61WellG8",0.00568250839154733,0.617633680631616
"188","BMI_Plate61WellH3",0.017472120059224,0.633931017478954
"189","BMI_Plate67WellB3",0.00404956788709089,0.624424091831668
"190","BMI_Plate67WellC2",0.00659368201676303,0.645651605969411
"191","BMI_Plate67WellC3",0.00499719377920305,0.605688311606711
"192","BMI_Plate67WellE2",0.00573489190961416,0.634494565434741
"193","BMI_Plate67WellE4",0.00902071980431781,0.64444248055954
"194","BMI_Plate67WellF4",0.00681728791795093,0.623196748699897
"195","BMI_Plate68WellC6",0.00277581180191752,0.651943043429365
"196","BMI_Plate68WellD3",0.00692193022958086,0.686737540399231
"197","BMI_Plate68WellD4",0.00704519071511878,0.62040513457803
"198","BMI_Plate68WellD5",0.0231982891248822,0.655511839691415
"199","BMI_Plate68WellD6",0.0028288619383788,0.60793544054858
"200","BMI_Plate68WellE5",0.00388750789592652,0.663970964526186
"201","BMI_Plate68WellE6",0.00312407003825903,0.629295608851838
"202","BMI_Plate68WellG4",0.0173058745266328,0.607618353298897
"203","BMI_Plate68WellG5",0.00588220349739981,0.666761711071679
"204","BMI_Plate68WellH3",0.00671937743515877,0.693847859546339
"205","BMI_Plate68WellH5",0.00577130349270065,0.662727801392044
"206","BMI_Plate69WellA11",0.00931771385846515,0.665396005183183
"207","BMI_Plate69WellB11",0.00374218586733995,0.620561101165898
"208","BMI_Plate69WellC1",0.011926297775054,0.658665757886315
"209","BMI_Plate69WellC11",0.0133696725017482,0.648862368618956
"210","BMI_Plate69WellC12",0.00367739744440747,0.649435668397373
"211","BMI_Plate69WellD11",0.0023116143291998,0.618506248287058
"212","BMI_Plate69WellD12",0.006778667185057,0.633910895476881
"213","BMI_Plate69WellE11",0.00413335150985383,0.631601505177016
"214","BMI_Plate69WellE12",0.0059172828500366,0.668603338623349
"215","BMI_Plate69WellF1",0.04146014933401,0.64063477006701
"216","BMI_Plate69WellG11",0.0171206889311213,0.619915666789119
"217","BMI_Plate69WellH11",0.00759442037265424,0.634686943268567
"218","BMI_Plate71WellA11",0.00285439936240879,0.633097448382968
"219","BMI_Plate71WellB1",0.0050622474439765,0.667893264271135
"220","BMI_Plate71WellB11",0.00341197106796972,0.658061096084959
"221","BMI_Plate71WellB12",0.00313925524197103,0.643921273291582
"222","BMI_Plate71WellC11",0.00542302703674728,0.656408145086019
"223","BMI_Plate71WellD1",0.00351355075296301,0.663131531376796
"224","BMI_Plate71WellE1",0.00915692037227707,0.67236300535056
"225","BMI_Plate71WellF10",0.00600678570399301,0.671045758620749
"226","BMI_Plate71WellG12",0.00485141315909726,0.663594380269322
"227","BMI_Plate71WellH11",0.00745280369681267,0.659093935867433
"228","BMI_Plate72WellA2",0.0043871607712016,0.663098608659273
"229","BMI_Plate72WellB3",0.00426624934470378,0.641121055532594
"230","BMI_Plate72WellC2",0.0026033693367838,0.642718014412029
"231","BMI_Plate72WellC4",0.00492051586007542,0.632104342853345
"232","BMI_Plate72WellD1",0.0039956802347332,0.661760137183052
"233","BMI_Plate72WellD2",0.00457278091795134,0.648043453202717
"234","BMI_Plate72WellD3",0.00570493077990837,0.652636525180322
"235","BMI_Plate72WellE1",0.00388511119989702,0.678479301487275
"236","BMI_Plate72WellE4",0.00506857417906174,0.635645908582396
"237","BMI_Plate72WellF1",0.006381513537602,0.711546258923118
"238","BMI_Plate72WellF2",0.00406918262457695,0.643848600732099
"239","BMI_Plate72WellF4",0.027030635475759,0.655885552296765
"240","BMI_Plate72WellG1",0.00371104371420487,0.650012170137981
"241","BMI_Plate72WellG2",0.00501780100785862,0.625868399209722
"242","BMI_Plate72WellG3",0.0127141040616046,0.642204702030237
"243","BMI_Plate72WellG4",0.0183099361097701,0.629346578033021
"244","BMI_Plate72WellH1",0.00843984354370074,0.653892114410636
"245","BMI_Plate72WellH3",0.0218412137265487,0.622761867768881
"246","BMI_Plate72WellH4",0.00267123733378895,0.631587317611476
"247","BMI_Plate81WellA2",0.00616672995656873,0.681814277626382
"248","BMI_Plate81WellA6",0.00614775980195212,0.691819735423449
"249","BMI_Plate81WellC4",0.0100528589144466,0.698499546937288
"250","BMI_Plate81WellC6",0.00687716297243533,0.704378570426586
"251","BMI_Plate81WellD1",0.0425518751405034,0.637780958692342
"252","BMI_Plate81WellD11",0.0591963918265153,0.636730714048131
"253","BMI_Plate81WellD2",0.00629023959414833,0.62752084792485
"254","BMI_Plate81WellD5",0.00810183635913352,0.616145897605101
"255","BMI_Plate81WellD6",0.0148912892859485,0.646220387442003
"256","BMI_Plate81WellE12",0.01443642927266,0.617461237453862
"257","BMI_Plate81WellE4",0.015253242281374,0.630538812956618
"258","BMI_Plate81WellE5",0.0373358787860804,0.609519688797941
"259","BMI_Plate81WellE6",0.00552693701650583,0.623280485698926
"260","BMI_Plate81WellF1",0.0527484108753765,0.616150241981913
"261","BMI_Plate81WellF2",0.00459458045200178,0.63538663436638
"262","BMI_Plate81WellF5",0.0398214386335662,0.628004441390001
"263","BMI_Plate81WellF8",0.0102530613749503,0.627337991222067
"264","BMI_Plate81WellF9",0.00834069662881735,0.610039031370348
"265","BMI_Plate81WellH1",0.019840620153648,0.627866130024143
"266","BMI_Plate81WellH7",0.0116076362076765,0.638800355724659
"267","BMI_Plate88WellA2",0.00502495311819688,0.676142243861309
"268","BMI_Plate88WellB6",0.00464066993814637,0.668816576506115
"269","BMI_Plate88WellC12",0.00466610862219656,0.61726257941953
"270","BMI_Plate88WellC6",0.00317485609334562,0.606391997842004
"271","BMI_Plate88WellD10",0.0186015804210772,0.615413621740563
"272","BMI_Plate88WellD11",0.00347292895777688,0.612687354004912
"273","BMI_Plate88WellE10",0.00416991532593156,0.65019469803062
"274","BMI_Plate88WellE12",0.00848368457458691,0.610089805435247
"275","BMI_Plate88WellE6",0.00250102723343387,0.647209567612153
"276","BMI_Plate88WellF5",0.00479094309746805,0.644859126415592
"277","BMI_Plate88WellG12",0.00580871205571231,0.632529822179487
"278","BMI_Plate88WellG3",0.00351935132473581,0.648704625805813
"279","BMI_Plate88WellH3",0.00303238280650213,0.642704534512076
"280","BMI_Plate88WellH5",0.00425306818363687,0.635119047056505
"281","BMI_Plate88WellH6",0.006479926572239,0.685821707855289
"282","BMI_Plate8WellB9",0.0023450018560911,0.618358940860089
"283","BMI_Plate8WellE10",0.0107351802930768,0.605847655400643
"284","BMI_Plate8WellE4",0.0120437176796548,0.650231891572687
